"id","oblast","importance","name","category","type","area.ha","desig.decision","operator","location"
18,"Сумська","загальнодержавне","Тростянецький","парк-пам’ятка садово-паркового мистецтва",,256,"Постанова Ради Міністрів УРСР від 29.01.1960 р. № 105","ДП Тростянецьке лісове господарство","Тростянецький р-н: Тростянецька м/р, Мащанська с/р;ДП Тростянецький лісгосп: Нескучанське л-во, кв. 5, 14-16"
19,"Сумська","загальнодержавне","Кияницький","парк-пам’ятка садово-паркового мистецтва",,55.6632,"Постанова Ради Міністрів УРСР від 29.01.1960 р. № 105","Сумський національний аграрний університет","Сумський р-н: Кияницька с/р, с. Кияниця"
20,"Сумська","місцеве","Сеймський","регіональний ландшафтний парк",,98857.9,"Розпорядження голови облдержадміністрації від 14.12.1995 р. № 237","Буринський район: Червонослобідська, Олександрівська, Гвинтівська сільська рада, ДП Буринський агролісгоспКонотопський район: Кузьківська, Козацька, Вирівська, Попівська, Хижківська, Мельнянська, Бочечківська, Присеймівська, Духанівська сільські ради, ДП Конотопське лісове господарство, ДП Конотопський агролісгоспКролевецький район: КСП Заозерне, КСП Ленінський шлях, КСП Ковпаківець, КСППрисеймівське, КСП Україна, КСП ім. Петровського, КСП ім. Карла Маркса, КСП ім. Горького, КСП ім. Мічуріна, КСП Ленінське, ДП Кролевецький агролісгоспПутивльський район: КСП Світанок, КСП Україна, КСП ім. Ковпака, КСП Перемога, КСП Мир, ТОВКолос, Промінь, КСП Росія, КСП ім. Леніна, КСП Славінь, асоціації кооперативів ім. Карла Маркса, АТ Октябрьське, ДП Конотопське лісове господарство, ДП Кролевецьке лісомисливське господарство, ДП Путивльський агролісгосп","Річкова долина Сейму від мосту в с. Чумакове до межі з Чернігівською областю. Буринський р-н: Червонослобідська, Олександрівська, Гвинтівська с/р; кв. 1 (вид. 6-23), 2 (6, 18-26), 3 (вид. 4-7, 14-32), 8 (вид. 1-4, 7-15), 9 (вид. 8-10).Конотопський р-н: Кузьківська, Козацька, Вирівська, Попівська, Хижківська, Мельнянська, Бочечківська, Присеймівська, Духанівська с/р. ДП Конотопський лісгосп: Конотопське л-во: кв. 77 (діл. 21, 27, 29-30); Новомутинське л-во: кв. 1-43, 50-54, 65-70, 81-84, 94-98, 99-109. ДП Конотопський агролісгосп: кв. 1 (вид. 1, 4-9, 13-43), 2-3, 4 (вид. 14-19), 11, 12 (вид. 29-34, 42-44), 13 (вид. 14-31), 14-15, 16 (вид. 1-4, 13-25, 29-31), 17 (15-16, 18), 18-31, 32 (вид. 1-16, 24-26), 33 (вид. 6-14), 34-36, 37 (вид. 1-20, 23-60), 38 (вид. 1-19), 42 (вид. 1-2), 44, 46, 48 (вид. 1-2), 49 (вид. 1-4, 13-26), 51 (вид. 1-5), 52 (вид. 2-3), 59, 72 (вид. 28-31), 73 (вид. 42). Кролевецький р-н: Зазірківська, Локнянська, Литвиновицька, Камінська, Мутинська, Ярівська, Дубовицька, Алтинівська, Червоноранківська, Ленінська с/р. ДП Кролевецький агролісгосп: Ярославецьке л-во, кв. 45, 47, 48 (вид. 12-22), 49 (вид. 2, 6, 8-24), 50-58; Червоноранківське л-во, кв. 18 (вид. 46-69, 72, 75-77), 20 (вид. 79, 87-91), 29 (вид. 6-15, 30-95), 30, 31 (вид. 16-67, 12), 33, 34 (вид. 45), 35-40, 41 (вид. 19-21), 42-46, 47 (вид. 1-37, 39-51, 55-66), 48-53. Путивльський р-н: Волокитинська, Стрільниківська, Яцинська, Бобинська, Сафонівська, Зіннівська, Князівська, Октябрьська, Чорнобривківська с/р. ДП Кролевецьке лісомисливське господарство: Ярославецьке л-во, кв. 48 (діл. 1, 5)**. ДП Конотопський лісгосп: Путивльське л-во: кв. 25-27, 32-34, 36, 42-44, 48-72, 80-86**. ДП Путивльський агролісгосп: кв. 1-11, 47-51, 56-58, 88-102, 103 (вид. 1-14), 104, 114-118, 120"
21,"Сумська","місцеве","Верхньоесманський","заказник","ландшафтний",2912.5,"Рішення облвиконкому від 25.09.1979 р. № 662, рішення облради від 13.10.1994 р.***","1. Шевченківська сільська рада2. Землянківська сільська рада3. ДП Глухівське лісове господарство4. ДП Глухівський агролісгосп","Глухівський р-н: Шевченківська, Землянківська, Слоутська с/р; в заплаві р. Есмань, притоки р. Реть Між селами Слоут, Землянка, Гута. ДП Глухівський лісгосп: Землянківське л-во, кв. 18-24, 55-69, Слоутське л-во, кв. 69-73, 77-81, 83-86; ДП Глухівський агролісгосп: кв. 66 (вид. 5-31), 69 (вид. 1-17, 20-25), 70, 79 (вид. 15-16), 80 (вид. 25-26)"
22,"Сумська","місцеве","Ворожбянський","заказник","ландшафтний",2948.1,"Рішення облвиконкому від 25.09.1979 р. № 662, рішення облради від 18.12.2008 р.","1. Ворожбянська сільська рада2. ДП Лебединське лісове господарство3. ДП Лебединський агролісгосп4. Низівська селищна рада5. Шпилівська сільська рада6. ДП Сумське лісове господарство7. ДП Сумський агролісгосп","В заплаві річки Псел між селами Шпилівка, Патріотівка, Ворожба. Лебединський р-н: Ворожбянська с/р; ДП Лебединський лісгосп: Великовисторопське л-во, кв. 8-10; ДП Лебединський агролісгосп: кв. 35 (вид. 1-37). Сумський р-н: Низівська селищ./р, Шпилівська с/р; ДП Сумський лісгосп: Низівське л-во, кв. 23-24, 27-30, 39-40, 42-44, 46-47, 49-51, 53-56, 59-61, 64-68, 82; ДП Сумський агролісгосп: кв. 105 (вид. 33, 37, 39-43, 45-47), 106 (вид. 54-56)"
23,"Сумська","місцеве","Єзучський","заказник","ландшафтний",669.3,"Рішення облвиконкому від 21.12.1983 р. № 407","Вирівська сільська рада","Конотопський р-н: Вирівська с/р; між населеними пунктами м. Конотоп, с. Вирівка, с. Лисогубівка."
24,"Сумська","місцеве","Березовий гай","заказник","ландшафтний",706,"Рішення облвиконкому від 21.12.1983 р. № 407","1. Линівська сільська рада2. Юр'ївська сільська рада","Путивльський р-н: Линівська, Юр'ївська с/р; на р. Горн, приток р. Сейм"
25,"Сумська","місцеве","Бочечанський","заказник","ландшафтний",97.8,"Рішення облвиконкому від 21.12.1983 р. № 407","1. Бочечківська сільська рада2. ДП Конотопський агролісгосп","Конотопський р-н: Бочечківська с/р; на північ від с. Бочечки.ДП Конотопський агролісгосп, кв. 52 (вид. 1)"
26,"Сумська","місцеве","Кочубеївський","заказник","ландшафтний",149.5,"Рішення облвиконкому від 21.12.1983 р. № 407, рішення облради від 15.10.2010 р.","ДП Кролевецьке лісомисливське господарство","Кролевецький р-н: Гружчанська с/р; ДП Кролевецьке лісомисливське господарство: Гружчанське л-во, кв. кв. 57, 58 (діл. 17-30, 33), 59 (діл. 11-16, 18, 20, 21.1, 22-23), 60 (діл. 13-14, 21.1), 70 (діл. 21)**"
27,"Сумська","місцеве","Битицький","заказник","ландшафтний",867.5,"Рішення облвиконкому від 21.11.1984 р. №334, рішення облради від 13.10.1994 р.***","1. Битицька сільська рада2. ДП Сумське лісове господарство","Сумський р-н: Битицька, Могрицька с/р;ДП Сумський лісгосп: Сумське л-во, кв. 127-135, 137; Могрицьке л-во, кв. 115-116"
