"id","oblast","importance","name","category","type","area.ha","desig.decision","operator","location"
86,"Кіровоградська","місцеве","Гнила балка","заказник","загальнозоологічний",80,"Рішенням Кіровоградської обласної ради №158 від 28.03.2003 р.","Компаніївська районна державна адміністрація","Компаніївський, поблизу с.Сасівка"
87,"Кіровоградська","місцеве","Деріївський","заказник","загальнозоологічний",100,"Рішенням Кіровоградської обласної ради №187 від 19.02.1993р.","ДП Онуфріївський лісгосп","Онуфріївський, поблизу с.Успенка"
88,"Кіровоградська","місцеве","Антоновичська балка","заказник","ботанічний",24.5,"Рішенням Кіровоградської обласної ради №268 від 27.02.2004 р.","Знам’яська районна державна адміністрація","Знам’янський р-н, поблизу с.Трепівка"
89,"Кіровоградська","місцеве","Балка Троянівська","заказник","ботанічний",38,"Рішенням Кіровоградського облвиконкому №322 від 24.10.1988 р.","Новомиргородська районна державна адміністрація","Новомиргородський р-н, поблизу с.Троянове"
90,"Кіровоградська","місцеве","Білопіль","заказник","ботанічний",53.5,"Рішенням Кіровоградського облвиконкому №353 від 30.12.1989 р.","Новгородківська районна державна адміністрація","Новгородківський р-н, поблизу с.Білопіль"
91,"Кіровоградська","місцеве","Блакитний льон","заказник","ботанічний",27,"Рішенням Кіровоградської обласної ради №198 від 17.11.2000 р.","Долинська районна державна адміністрація","Долинський р-н, поблизу с.Мирне"
92,"Кіровоградська","місцеве","Братерські яри","заказник","ботанічний",402.6,"Рішенням Кіровоградської обласної ради №47 від 19.05.1995 р.","ДП Олександрівський лісгосп","Олексанрівський р-н, поблизу с.Вищі Верещаки"
93,"Кіровоградська","місцеве","Василівська балка","заказник","ботанічний",33.7,"Рішенням Кіровоградської обласної ради №198 від 17.11.2000 р.","Долинська районна державна адміністрація","Долинський р-н, поблизу с.Василівка"
94,"Кіровоградська","місцеве","Верхів’я Кіровської балки","заказник","ботанічний",5,"Рішенням Кіровоградської обласної ради №158 від 28.03.2003 р.","Долинська районна державна адміністрація","Долинський р-н, поблизу с.Кірове"
95,"Кіровоградська","місцеве","Верхів’я Ситаєвої балки","заказник","ботанічний",90,"Рішенням Кіровоградської обласної ради №158 від 28.03.2003 р.","Долинська районна державна адміністрація","Долинський р-н, поблизу с.Варварівка"
96,"Кіровоградська","місцеве","Волова балка","заказник","ботанічний",60.3,"Рішенням Кіровоградської обласної ради №116 від 28.01.2000 р.","Новгородківська районна державна адміністрація","Новгородківський р-н, поблизу смт Новгородка"
97,"Кіровоградська","місцеве","Гусиний острів","заказник","ботанічний",8.6,"Рішенням Кіровоградської обласної ради №47 від 19.05.1995 р.","Новомиргородська районна державна адміністрація","Новомиргородський р-н, поблизу с. Троянове"
98,"Кіровоградська","місцеве","Катеринівська балка","заказник","ботанічний",23.3,"Рішенням Кіровоградської обласної ради №198 від 17.11.2000 р.","Долинська районна державна адміністрація","Долинський р-н, поблизу с.Катеринівка"
99,"Кіровоградська","місцеве","Квітуча балка","заказник","ботанічний",8,"Рішенням Кіровоградської обласної ради №309 від 25.12.2001 р.","Новгородківська районна державна адміністрація","Новгородківський р-н, поблизу смт Новгородка"
100,"Кіровоградська","місцеве","Клавина балка","заказник","ботанічний",30,"Рішенням Кіровоградської обласної ради №158 від 28.03.2003 р.","Долинська районна державна адміністрація","Долинський р-н, поблизу с.Варварівка"
101,"Кіровоградська","місцеве","Мюдівська балка","заказник","ботанічний",15,"Рішенням Кіровоградської обласної ради №268 від 27.02.2003 р.","Бобринецька районна державна адміністрація","Бобринецький р-н, поблизу с.Мюдівка"
102,"Кіровоградська","місцеве","Острів","заказник","ботанічний",22.5,"Рішенням Кіровоградської обласної ради №31 від 13.08.1995 р.","Новомиргородська районна державна адміністрація","Новомиргородський р-н, поблизу с.Петроострів"
