№ з.п.;Назва території чи об’єкта ПЗФ;Категорія ;Тип;Площа, га;Місце розташування  території чи об`єкту ПЗФ;Назва установи, підпрємства, організації, землекористувача (землевласника), у віданні якого знаходиться територія чи об’єкт ПЗФ;Рішення, згідно з яким створено (змінено) дану територію чи об’єкт ПЗФ
Території та об`єкти ПЗФ загальнодержавного значення;;;;;;;
2;Згарський;заказник;загальнозоологічний;3018,7;Жмеринський район:с. Лисогірка,с .Почапинці,Літинський район:с. Багринівці,с. Бірків,с. Горбівці,с. Микулинці;Лисогірська сільська рада -59,5 га,Почапинецька сільська рада -716,1 га,Багриновецька сільська рада -499,8 га,Бірківська сільська рада -618,3 га,Горбовецька сільська рада -366,1 га,Микулинецька сільська рада -154,3 га,Літинський виробничий рибцех-444,8 гаЛітинський торфозавод -150,0 гаАдміністрація автомобільних доріг у Вінницькій області -9,8 га;Указ Президента України від 21.02.02 № 167/ 2002
;Разом заказників загальнозоологічних;2;;4091,7;;;
;Всього заказників загальнодержавного значення;21;;13563,7;;;
1;"Урочище ""Княгиня""";пам`ятка природи;комплексна;53;Піщанський район,Піщанська с/р,Піщанське лісництво квартали - 1,2;Крижопільський ДЛГ;Розпорядження Ради Міністрів УРСР від 14.10.75 р. № 780-Р
2;"Урочище ""Стінка""";пам`ятка природи;комплексна;90;Ямпільський районПетрашівська с/рПетрашівське лісництво , кв.20;Ямпільський ДЛГ;Розпорядження Ради Міністрів УРСР від 14.10.75 р. № 780-Р
;Разом пам`яток природи комплексних;2;;143;;;
1;"""Терещуків яр""";пам`ятка природи;ботанічна;3,8;Чечельницький районЧечельницька селищна рада, смт. Чечельник, правий берег р. Савранки;Чечельницька селищна рада;Постанова Ради Міністрів УРСР від 28.12.89 р. № 324
2;"""Ромашково""";пам`ятка природи;ботанічна;8,7;Чечельницький районЧечельницька селищна рада;Чечельницька селищна рада;Постанова Ради Міністрів УРСР від 28.12.89 р. № 324
;Разом пам`яток природи ботанічних;2;;12,5;;;
1;"Урочище ""Дубина""";пам`ятка природи;загально-зоологічна;29;Літинський район,Громадська с/р,Соснівська с/рЛітинське лісництво, кв.23,д. 1;Хмільницький ДЛГ;Розпорядження Ради Міністрів УРСР від 14.10.75 р.№ 780 - р. 
2;"Урочище ""Рибчинецька дубина""";пам`ятка природи;загально-зоологічна;40;Хмільницький район,с. Рибчинці с. Маркуші;“Віноблагроліс”,Рибчинецька сільська рада;Розпорядження Ради Міністрів УРСР від 14.10.75 р. № 780 -р.
;Разом пам`яток природи загально-зоологічних;2;;69;;;
1;Відслонення Грушанської світи;пам`ятка природи;геологічна;0,5;Могилів -                       Подільський район,с . Грушка, правий берег р. Мурафи, на північний схід від села;Грушанська сільська рада;Постанова Ради Міністрів УРСР від 21.03.84 р. № 139 
2;Відслонення Могилівської світи;пам`ятка природи;геологічна;0,5;Могилів - Подільський район,с.Немія, північно- західна околиця м. Могилева -Подільського;Немійська сільська рада;Постанова Ради Міністрів УРСР від 21.03.84 р. № 139
3; „Березовий гай”;пам`ятка природи;геологічна;0,5;Могилів -Подільський район,північно - східна околиця с. Бернашівки;Бернашівська сільська рада ;Постанова Ради Міністрів УРСР від 21.03.84 р. № 139
4;"Урочище ""Гайдамацький яр""";пам`ятка природи;геологічна;96;Чернівецький район,с.Бабчинці , вздовжр. БушанкиЯмпільський районс.Буша;"ТОВ  Чернівецьке районне спеціалізоване лісогосподарське підприємство ""Райкомунліс"",Бушанська сільська рада";Розпорядження Ради Міністрів УРСР від 14.10.75 р. № 780
;Разом пам`яток природи геологічних;4;;97,5;;;
;Всього пам`яток природи загальнодержавного значення;10;;322;;;
1;Чернятинський парк;парк-пам’ятка садово-паркового мистецтва;;31;Жмеринський район,Чернятинська сільська рада;Чернятинський аграрний технікум;Постанова Ради Міністрів УРСР від29.01.60 р. № 105
2;Немерчанський  парк;парк-пам’ятка садово-паркового мистецтва;;20;Муровано -Куриловецький район,с. Немерче;"Дослідне господарство ""Україна""";Постанова Ради Міністрів УРСР від29.01.60 р. № 105
3;Немирівський парк;парк-пам’ятка садово-паркового мистецтва;;85;Немирівський район,м. Немирів,вул. Шевченка ,1;"Санаторій ""Авангард"" ";Постанова Ради Міністрів УРСР від29.01.60 р. № 105
4;Антопільський парк;парк-пам’ятка садово-паркового мистецтва;;27;Томашпільський район.Марківська сільська рада,с. Антопіль;Антопільський будинок - інтернат для психічнохворих;Постанова Ради Міністрів УРСР від29.01.60 р. № 105
5;Верхівський парк;парк-пам’ятка садово-паркового мистецтва;;25;Тростянецький район, Верхівська сільська рада;Верхівський сільсько-господарський технікум;Постанова Ради Міністрів УРСР від 29.01.60 р. № 105
6;Ободівський парк;парк-пам’ятка садово-паркового мистецтва;;17;Тростянецький район,Ободівська сільська рада;Ободівська школа - інтернат;Постанова Ради Міністрів УРСР від 29.01.60 р. № 105
7;Печерський парк;парк-пам’ятка садово-паркового мистецтва;;19;Тульчинський районс. Печера;Печерська обласна лікарня відновлювального лікування;Постанова колегії Держком-природи по охороні природи від 17.12.84 р. № 49
8;Парк ім. 50-річчя Жовтня;парк-пам’ятка садово-паркового мистецтва;;20;Хмільницький район,Хмільницька міська рада,вул. Шевченка,20;Лікарня південно- західної залізниці;Постанова колегії Держком-природи по охороні природи від 27.07.87 р. № 25
9;Парк ім. Леніна;парк-пам’ятка садово-паркового мистецтва;;55;Хмільницький район,Хмільницька міська  рада,вул. Першого Травня, 63;"Центральний військовий клінічний санаторій ""Хмільник""";Постанова колегії Держком-природи по охороні природи від 10.06.82 р. № 14
10;"Ботанічний сад ""Поділля""";парк-пам’ятка садово-паркового мистецтва;;72;м. Вінниця, вул. Пирогова,155;"Вінницький Державний аграрний університет, ботанічний сад ""Поділля""";Постанова колегії Держком-природи від 27.07.77 р. № 25
11;Центральний парк культури і відпочинку  ім. Горького;парк-пам’ятка садово-паркового мистецтва;;30;м.Вінниця,вул. Хлібна,1;Центральний парк культури і відпочинку  ім. Горького;Постанова колегії Держком-природи від 27.07.77 р. № 25
;Всього парків-пам`яток садово-паркового мистецтва загальнодержавного значення ;11;;401;;;
;Всього територій та об`єктів ПЗФ загальнодержавного значення;43;;34490,1;;;
Території та об`єкти ПЗФ місцевого значення;;;;;;;
1;«Середнє Побужжя»;регіональний ландшафтний парк;;2618,2;Тиврівський район:Сутиська селищна рада, Тиврівська селищна рада, Довгополівська с/р, Дзвониська с/р, Шендерівська с/р, Колюхівська с/р, Маловулизька с/р;Сутиська селищна рада, Тиврівська селищна рада, Довгополівська с/р, Дзвониська с/р, Шендерівська с/р, Колюхівська с/р, Маловулизька с/р;Рішення 27 сесії Вінницької обласної ради 5 скликання  № 903 від 10 грудня 2009 року
2;«Дністер»;регіональний ландшафтний парк;;6719,48;"м..Могилів-Подільський, . – 1629,03гаМогилів-Подільський район;Бронницька, Ярузька, Суботівська с/р – 3420,0га.Ямпільський район – Бушанська, Гальжбіївська, Михайлівська с/р – 1670,45га.";м..Могилів-Подільський,Бронницька, Ярузька, Суботівська с/рБушанська, Гальжбіївська, Михайлівська с/р;Рішення 27 сесії Вінницької обласної ради 5 скликання  № 903 від 10 грудня 2009 рокуРішення 5сесії Вінницької обласної ради 6 скликання  № 104 від 29 квітня 2011року
3;«Мурафа»;регіональний ландшафтний парк;;3452,7;Чернівецька селищна рада – 78,8 ГАБабчинецька с/р-72,7 га, Вило-Ярузька с/р-1152,2 га, Гонтівська с/р- 53,0 га, Лозівська с/р-476,9 га, Мазурівська с/р- 537,2 га;смт. Чернівціс.Гамулівка с. Коси,      с. Лозовас. Вила Ярузькіс.Скалопільс.Скорячий Яр, с. Гонтівкас. Мазурівка;Рішення 17 сесії Вінницької обласної ради 5 скликання № 573 від 29.05.08р
4;"""Немирівське побужжя""";регіональний ландшафтний парк;;5678;;;"Рішення 16 сесії Вінницької обласної ради 6 скликання ""Про створення нових об`єктів природно-заповідного фонду місцевого значення"" №548 від 20.06.2013 року"
;Всього регіональних ландшафтних парків;4;;18468,38;;;
1;Урочище “Шиянецьке”;заказник;ботанічний;11;Барський районс.ГайовеГаєвська сільська рада;ТОВ “Лан”, с. Гайове;Рішення 11 сесії 23 скликання облради від 17.12.99 р.
2;“Крушинівський”;заказник;ботанічний;594;Бершадський районМаньківська сільська радаСумівське лісництво кв. 40-57;Бершадський ДЛГ;Рішення облради  № 263 від 25.10.90 р.
3;“Сумівський”;заказник;ботанічний;10;Бершадський районСумівська сільська радаСумівське лісництвокв.12, діл. 9;Бершадський ДЛГ;Розпорядження № 421 від 25.10.77 р.
4;“П’ятничанський”;заказник;ботанічний;8,6;Вінницький районСтрижавська сільська радаЯкушинецьке лісництво кв.41, діл. 3-6;Вінницьке ДЛМГ;Рішення облради № 371 від 29.08.84 р.
5;“Стрижавські орхідеї”;заказник;ботанічний;4,3;Вінницький районСтрижавська сільська рада;Стрижавська сільська рада;Рішення облради № 525 від 19.12.85 р.
6;“Запопова”;заказник;ботанічний;35,2;Іллінецький районс.КантелинаКантелинська сільська рада;СТОВ “Дружба”;Рішення 11 сесії 23 скликання облради від 17.12.99 р.
7;“Курочка”;заказник;ботанічний;50,4;Козятинський районс. ЗбаражЗбаразька сільська рада;СФГ “Прогрес”;Рішення 9 сесії  облради від 28.03.97 р.
8;Урочище “Турська стінка”;заказник;ботанічний;40,8;Крижопільський районс.Вільшанка;СТОВ “Вільшанське”;Розпорядження облдержадміністрації № 200 від 22.12.95 р.
9;Урочище “Суха долина”;заказник;ботанічний;18,1;Крижопільський районс.Джугастра;ТОВ “Агрофірма “Крижопіль”;Розпорядження облдержадміністрації № 200 від 22.12.95 р.
10;“Григорівська гора”;заказник;ботанічний;53,7;Могилів –Подільський районс. Бронниця;Бронницька сільська рада;Рішення 11 сесії 23 скликання обласної ради від 17.12.1999р.
11;“Бронницька гора”;заказник;ботанічний;21,2;Могилів –Подільський районс. Бронниця;Бронницька сільська рада;Рішення 11 сесії 23 скликання обласної ради від 17.12.1999р.
12;“Криштофорівська гора ”;заказник;ботанічний;15,3;Могилів –Подільський районс. Бронниця;Бронницька сільська рада;Рішення 11 сесії 23 скликання обласної ради від 17.12.1999р.
13;“Звеняча долина”;заказник;ботанічний;89;Могилів –Подільський районс. Слобода Яришівська;Слобода - Яришівська сільська рада;Рішення 11 сесії 23 скликання обласної ради від 17.12.1999р.
14;“Бернашівський”;заказник;ботанічний;77;Могилів –Подільський районс. Бернашівка;Бернашівська сільська рада;Рішення 11 сесії 23 скликання обласної ради від 17.12.1999р.
15;“Значок”;заказник;ботанічний;63;Мурованокуриловецький районс.В.Ольчедаїв;Могилів - Подільський ДЛГ;Розпорядження виконкому № 336-р від 04.09.1978 р.
16;“Наддністрянський”;заказник;ботанічний;709;Мурованокуриловецький районс.Наддністрянське;Могилів  - Подільський ДЛГ;Рішення облвиконкому № 263 від 25.10.90 р.
17;Урочище “Анциполівське”;заказник;ботанічний;39,1;Немирівський районс. Анциполівка;Зяньковецька сільська рада;Рішення  № 59327 сесії 3 скликання обласної ради від 19.02.2002 р.
18;“Гранітні скелі”;заказник;ботанічний;17,2;Немирівський районс.Грабівці;Грабовецька сільська рада;Рішення  № 59327 сесії 3 скликання обласної ради від 19.02.2002 р.
19;“Ладижинський”;заказник;ботанічний;500;Немирівський  район,верхів‘я  Ладижинського  водосховища з прибережною  смугою;Семенська сільська рада;Рішення облвиконкому №263 від 25.10.90 
20;“Сажчанська дубина”;заказник;ботанічний;102,2;Немирівський  район с. Кіровка   ;Вінницьке обласне комунальне спеціалізоване лісогосподарське підприємство “Віноблагроліс”  ;рішенням  № 525  11 сесії 4 скликання  Вінницької обласної Ради  від 19 березня 2004 року
21;“Кукулянська дача”;заказник;ботанічний;143,65;Піщанський районПіщанська селищна радаПіщанське лісництво кв. 17,18;Крижопільський ДЛГ;Рішення облвиконкому № 371 від 29.08.84 р., № 91 від 03.04.90 р.
22;“Кисерняк”;заказник;ботанічний;37;Піщанський районМиролюбівська сільська радаРудницьке лісництво кв. 35;Крижопільський ДЛГ;Рішення облвиконкому №309 від 20.12.90 
23;Урочище “Кікеї ”;заказник;ботанічний;4,8;Піщанський районБолганська сільська рада( в 5 км від центра села);Болганська сільська рада;Розпорядження Вінницької облдержадміністрації № 200 від 22.12.95 р.
24;“Крутосхили”;заказник;ботанічний;25,5;Тиврівський районДовгополівська сільська рада;Довгополівська  сільська рада;Рішення 11 сесії 23 скликання облради  від 17.12.99 р.
25;“Закрута”;заказник;ботанічний;44;Тиврівський  районс. Рогізне;Маловулизька сільська рада;Рішення облради 9 сесії 22скликання від 28.03.97 р.
26;“Лужки”;заказник;ботанічний;40,5;Томашпільський районс. Вила;Вилянська сільська рада;Рішення 11 сесії 23 скликання від 17.12.99 р.
27;“Стінка”;заказник;ботанічний;40;Томашпільський район с. Стіна ;Стінянська сільська рада;Рішення 11 сесії 23 скликання від 17.12.99 р.
28;“Ободівська дача”;заказник;ботанічний;17;Тростянецький район Ободівська сільська радаОбодівське лісництво, кв.24, діл.1;Бершадський ДЛГ;Рішення виконкому №371 від 29.08.84
29;“Цибулівська дача”;заказник;ботанічний;111;Тростянецький районЦибулівська сільська рада;Ободівське лісомисливське господарство;Рішення облвиконкому №263 від 25.10.90 
30;Урочище “Половича”;заказник;ботанічний;14;Тростянецький районсмт. Тростянець;Тростянецька селищна рада;Рішення облради 9 сесії 22 скликання від 28.03.97 
31;“Дранка”;заказник;ботанічний;22,2;Тульчинський район (за селом Дранка);Дранська сільська рада;Рішення облради 13 сесії 22 скликання від 26.12.97 р.
32;Урочище “Дзерівка”;заказник;ботанічний;11,9;Тульчинський район(північна частина с. Клебані, лівий берег р. Сільниці);Клебанська сільська рада;Рішення облради 13 сесії 22 скликання від 26.12.97 р.
33;Урочище “Гора дубина”;заказник;ботанічний;4,2;Тульчинський районс. Суворівське;Суворівська сільська рада;Рішення облради 13 сесії 22 скликання від 26.12.97 р.
34;Урочище “Березів яр”;заказник;ботанічний;107;Тульчинський районс.Клебаньс.Михайлівка;СТОВ “Перше травня”СТОВ “Добробут”;Рішення 11 сесії 23 скликання облради від 17.12.99р.
35;“Вербська дача”;заказник;ботанічний;46;Чечельницький районс. ВербкаЧервоногреблянське лісництвокв. 6, діл. 3;Чечельницький ДЛГ;Рішення облвиконкому № 599 від 17.11.81 р.
36;“Червоногреблянський”;заказник;ботанічний;1492;"Чечельницький районс. Червона ГребляЧервоногреблянське лісництвокв.22-26; 31-39; 46-52;57-61; 65-69,135";Чечельницький  ДЛГ;Рішення облвиконкому № 263  від 25.10.90 р.
37;“Копистирин”;заказник;ботанічний;146,4;Шаргородський районс. Копистирин(заплава річки Мурафа між с. Копистирин та с. Федорівка);Копистиринська сільська рада;Рішення облвиконкому № 263  від 25.10.90 р.
38;«Шумський»;заказник;ботанічний;20;Крижопільський районс.Вербка (долина річки Марківка);Вербська с/р;Рішення 27 сесії Вінницької обласної ради 5 скликання № 903 від 10 грудня 2009 року
39;«Чагарник»;заказник;ботанічний;5;Іллінецький районТягунська с/рс.Володимирівка;Тягунська с/р;Рішення 27 сесії Вінницької обласної ради 5 скликання № 903 від 10 грудня 2009 року
40;"""Лядівський""";заказник;ботанічний;39,9;Могилів –Подільський районс. Яришів;Яришівська сільська рада;Рішення 23 сесії Вінницької обласної ради 5 скликання  № 747 від 27лютого 2009 року
41;"""Нагорянський""";заказник;ботанічний;145,7;Могилів –Подільський районс.Козлів;Козлівська сільська рада;Рішення 23 сесії Вінницької обласної ради 5 скликання  № 747 від 27лютого 2009 року
42;«Капличка»;заказник;ботанічний;20;Козятинський район, с.Махаринці;Махаринецька с/р;Рішення 28 сесії Вінницької обласної ради 5 скликання № 968 від 02березня 2010 року
