№ з.п.;Назва території чи об’єкта ПЗФ;Категорія ;Тип;Площа, га;Місце розташування  території чи об`єкту ПЗФ;Назва установи, підпрємства, організації, землекористувача (землевласника), у віданні якого знаходиться територія чи об’єкт ПЗФ;Рішення, згідно з яким створено (змінено) дану територію чи об’єкт ПЗФ
Території та об`єкти ПЗФ загальнодержавного значення;;;;;;;
51;Літинська діброва;пам`ятка природи;ботанічна;4,3;Літинський район, Соснівська сільська рада, Літинське лісництво ,кв.52 діл.1;Хмільницький ДЛГ;Рішення облвиконкому від 29.08.84р. № 371
52;Дуби-велетні;пам`ятка природи;ботанічна;0,06;Муровано-Куриловецький районПетриманська сільська рада, Муровано-Куриловецьке лісництво, кв 15 діл.5;Могилів-Подільський ДЛГ;Рішення облвикон-кому № 335   від 22.06.72, № 371 від 29.08.84,  № 263 від 25.10.90.
53;Дуб-патріарх;пам`ятка природи;ботанічна;0,01;Немирівський район, Бондурівська сільська рада, Немирівське лісництво, кв.45 діл.1;Іллінецький ДЛГ;Рішення облвиконкому № 335   від 22.06.72, № 371 від 29.08.84.
54;Ковалівські дубчаки;пам`ятка природи;ботанічна;0,05;Немирівський район, Ковалівська сільська рада, с.Ковалівка (біля цукрозаводу);Немирівський цукровий завод;Рішення облвикон-кому № 310  від 22.06.76,  № 371 від 29.08.84,  № 263 від 25.10.90.
55;Бук європейський;пам`ятка природи;ботанічна;0,01;Немирівський район, Вороновицьке лісництво кв. 78 діл. 3;Вінницький ДЛГ;Рішення облвикон-кому від 22.06.92 р.
56;Дуб пірамідальний;пам`ятка природи;ботанічна;0,01;Піщанський район, Чорноминська сільська рада, с.Чорномин, вул. Леніна, 6;Чорноминська сільська рада;Рішення облвиконкому від 29.08.84р. № 371
57;Плисківські каштани;пам`ятка природи;ботанічна;1;Погребищенський район, Плисківська сільська рада, Пплисківське лісництво, кв.29 діл.17;Іллінецький ДЛГ;Рішення облвиконкому №187 від 13.05.64р.та 29.08.84р. № 371
58;Віковий дуб;пам`ятка природи;ботанічна;0,01;Погребищенський район, Спичинецька сільська рада, Плисківське лісництво, кв. 19 діл.23;Іллінецький ДЛГ;Рішення облвиконкому №310  від 22.07.76р.та №371 від  29.08.84р.
59;Вікові модрини;пам`ятка природи;ботанічна;0,02;Погребищенський район, Спичинецька сільська рада, Плисківське лісництво, кв. 19 діл.10;Іллінецький ДЛГ;Рішення облвиконкому №310  від 22.07.76р.та №371 від  29.08.84р.
60;Високопродуктивні модрини;пам`ятка природи;ботанічна;0,03;Погребищенський район, Черемошнянська сільська радаПлисківське лісництво, кв. 29 діл.18;Іллінецький ДЛГ;Рішення облвиконкому №371 від 29.08.84р.
61;Шершнянська скеля;пам`ятка природи;ботанічна;0,8;Тиврівський район, с.Шершні;Шершнянська сільська рада;Рішення 11 сесії23скликання облради 17.12.99р.
62;Буковий гай;пам`ятка природи;ботанічна;1,2;Тиврівський район, Тиврівське лісництво, кв.27діл.6;Вінницький лісо-виробничий комплекс;Рішення 11 сесії23скликання облради 17.12.99р.
63;Красені буки;пам`ятка природи;ботанічна;0,3;Тиврівський район, Тиврівське лісництво, кв.8 діл.5;Вінницький лісо-виробничий комплекс;Рішення 11 сесії23скликання облради 17.12.99р.
64;Продуктивна бучина ;пам`ятка природи;ботанічна;3,1;Тиврівський район, Тиврівське лісництво, кв.11 діл.1;Вінницький лісо-виробничий комплекс;Рішення 11 сесії23скликання облради 17.12.99р.
65;Тиврівські буки;пам`ятка природи;ботанічна;1,7;Тиврівський район, Тиврівське лісництво, кв.12 діл.7;Вінницький лісо-виробничий комплекс;Рішення 11 сесії23скликання облради 17.12.99р.
66;Бук європейський;пам`ятка природи;ботанічна;0,3;Тиврівський район, Тиврівське лісництво, кв.19 діл.3;Вінницький лісо-виробничий комплекс;Рішення облвиконкому №371 від 29.08.84р.
67;Буковий ліс;пам`ятка природи;ботанічна;0,7;Тиврівський район, Тиврівське лісництво, кв.50 діл.2;Вінницький лісо-виробничий комплекс;Рішення облвиконкому №371 від 29.08.84р.
68;Група екзотів;пам`ятка природи;ботанічна;0,02;Томашпільський район, Олександрівська сільська рада Джуринське лісництво, кв.6 діл.9 (поблизу с. Олександрівка) ;Могилів-Подільський ДЛГ;Рішення облвиконкому №335 від 22.06.72,  №371 від 29.08.84, №263 від 25.10.90р.
69;Томашпільські дубчаки;пам`ятка природи;ботанічна;0,05;Томашпільський район, Вапнярська сільська рада, Томашпільське лісництво, кв.23 діл.5 ;Тульчинське лісомисливське господарство;Рішення облвиконкому №599 від 17.11.81,  №371 від 29.08.84р.
70;Ободівські сосни;пам`ятка природи;ботанічна;2,7;Тростянецький район, Ободівська сільська рада, Ободівське лісництво, кв. 2 діл. 2,4 ;Бершадське ДЛГ;Рішення облвиконкому №384 від 18.08.83,  №371 від 29.08.84р.
71;Заповідні сосни;пам`ятка природи;ботанічна;1,9;Тростянецький район, Ободівська сільська рада, Ободівське лісництво, кв. 3 діл. 4;Бершадське ДЛГ;Рішення облвиконкому №384 від 18.08.83,  №371 від 29.08.84р.
72;Еталонна діброва;пам`ятка природи;ботанічна;3;Тростянецький район, Ободівська сільська рада, Ободівське лісництво, кв. 13 діл. 11;Бершадське ДЛГ;Рішення облвиконкому №384 від 18.08.83,  №371 від 29.08.84р.
73;Ободівська дубина;пам`ятка природи;ботанічна;1,1;Тростянецький район, Ободівська сільська рада, Ободівське лісництво, кв. 14 діл. 14;Бершадське ДЛГ;Рішення облвиконкому №384 від 18.08.83,  №371 від 29.08.84р.
74;Цибулівська діброва;пам`ятка природи;ботанічна;4;Тростянецький район, Цибулівська сільська рада, Цибулівське лісництво, кв.23 діл.12;Ободівське лісомисливське господарство;Рішення облвиконкому №384 від 18.08.83,  №371 від 29.08.84р.
75;Ділянка скополії карніолійської;пам`ятка природи;ботанічна;2;Тростянецький район, Ободівська сільська рада, Ободівське лісництво, кв. 30 діл. 4;Бершадське ДЛГ;Рішення облвиконкому №384 від 18.08.83,  №371 від 29.08.84р.
76;Дуб- Гордій;пам`ятка природи;ботанічна;0,01;Тростянецький район, Цибулівська сільська рада, Цибулівське лісництво, кв.22 діл.6;Ободівське лісомисливське господарство;Рішення облвиконкому №384 від 18.08.83,  №371 від 29.08.84р.
77;Софора японська;пам`ятка природи;ботанічна;0,07;Тульчинський район, Тульчинська міська рада,м. Тульчин(сквер, біля будинку піонерів );Тульчинський комбінат комунального господарства;Рішення облвиконкому №697 від 28.12.71р.
78;Шпиківська дубина;пам`ятка природи;ботанічна;2,3;Тульчинський район, Шпиківська селищна рада, Шпиківське лісництво, кв. 89 діл. 3;Тульчинське лісомисливське господарство;Рішення облвиконкому №384 від 18.08.83р.
79;Могутні дуби ;пам`ятка природи;ботанічна;0,02;Чернівецький район, Моївська сільська рада, Моївське лісництво, кв. 66 діл. 4;Могилів-Подільський ДЛГ;Рішення облвиконкому  №371 від 29.08.84р.
80;Віковий дуб;пам`ятка природи;ботанічна;0,01;Чернівецький район, Моївська сільська рада, Моївське лісництво, кв. 64 діл. 5;Могилів-Подільський ДЛГ;Рішення облвиконкому  №371 від 29.08.84р.
81; Гікорі білий (9 екз.);пам`ятка природи;ботанічна;0,09;Шаргородський район, Деребчинська сільська рада, Джуринське лісництво, кв.33 діл 9 ;Могилів-Подільський ДЛГ ;Рішення облвиконкому  №371 від 29.08.84р.
82;Віковий дуб;пам`ятка природи;ботанічна;0,01;Шаргородський район, Гибалівська сільська рада, Івашковецьке лісництво, кв. 89 діл. 6;Могилів-Подільський ДЛГ;Рішення облвиконкому  №371 від 29.08.84р.
83;Алея сосни веймутової;пам`ятка природи;ботанічна;0,1;Шаргородський район, Деребчинська сільська рада, Джуринське лісництво, кв.26 діл 8;Могилів-Подільський ДЛГ;Рішення облвиконкому  №371 від 29.08.84р.
84;Дуби – красені;пам`ятка природи;ботанічна;0,02;Ямпільський район, Безводнівська сільська рада, Моївське лісництво, кв. 78 діл. 3;Могилів-Подільський ДЛГ;Рішення облвиконкому  №335 від 22.06.75р.
85;Дуби – велетні;пам`ятка природи;ботанічна;0,02;Ямпільський район, Безводнівська сільська рада, Моївське лісництво, кв. 81 діл. 3;Могилів-Подільський ДЛГ;Рішення облвиконкому  №335 від 22.06.75р.
86;Віковий дуб;пам`ятка природи;ботанічна;0,01;Ямпільський район, Безводнівська сільська рада, Моївське лісництво, кв. 35 діл. 5;Могилів-Подільський ДЛГ;Рішення облвиконкому  №335 від 22.06.75р.
87; Дуб велетень;пам`ятка природи;ботанічна;0,01;Ямпільський район, Безводнівська сільська рада, Моївське лісництво, кв. 46 діл. 24;Могилів-Подільський ДЛГ;Рішення облвиконкому  №335 від 22.06.75р.
88;Берека ;пам`ятка природи;ботанічна;0,01;Ямпільський район, Петрашівська сільська рада, Петрашкіське лісництво, кв.14 діл.3;Ямпільський ДЛГ;Рішення облвиконкому  №384 від 18.08.83р.
89;Красень дуб;пам`ятка природи;ботанічна;0,01;м. Вінниця(біля будинку стоматполіклініки, 9-го Січня, 24);АВО “Вінницязеленбуд”. Управління міського господарства;Рішення облвиконкому  №371 від 29.08.84р.
90;Дуб велетень;пам`ятка природи;ботанічна;0,01;м.Вінниця , вул. Хмельницьке Шосе, 6;ЖЕУ №2 Управління міського господарства;Рішення облвиконкому  №371 від 29.08.84р.
91;Сосна веймутова (8 шт.);пам`ятка природи;ботанічна;0,05;м. Вінниця , вул. Свердлова, 106;АВО “Вінницязеленбуд”;Рішення облвиконкому  №371 від 29.08.84р.
92;Алея горіха Зібольда;пам`ятка природи;ботанічна;1;м. Вінниця вул. Пирогова, від №154 до “Електромережі”;АВО “Вінницязеленбуд”;Рішення облвиконкому  №371 від 29.08.84р.
93;Алея вікових лип;пам`ятка природи;ботанічна;140;м. Вінниця – с.Дяківці, м. Вінниця – Тульчин на протязі 140 км  ;Управління доріг №13 Мінбудавтошляху;Рішення облвиконкому  №371 від 29.08.84р
94;«Вербівський парк»;пам`ятка природи;ботанічна;5,3;Оратівський район, Скоморошківська с/р, с.Вербівка;Скоморошківська с/р;Рішення 27 сесії Вінницької обласної ради 5 скликання  № 903 від 10 грудня 2009 року
95;«Жабокрицький парк»;пам`ятка природи;ботанічна;2,6;Крижопільський район, с.Жабокрич;Жабокрицька с/р;Рішення 27 сесії Вінницької обласної ради 5 скликання  № 903 від 10 грудня 2009 року
96;«Парк «Сосновий бір»;пам`ятка природи;ботанічна;0,78;Жмеринський район, Кам’яногірська с/р,с.Олексіївка;Кам’яногірська с/р;Рішення 27 сесії Вінницької обласної ради 5 скликання № 903 від 10 грудня 2009 року
97;"""Строїнецький дендропарк""";пам`ятка природи;ботанічна;1,5;Тиврівський районс.Строїнці;Строїнецька с/р;Рішення 28 сесії Вінницької обласної ради 5 скликання  № 968 від 02березня 2010 року
98;«Смілгородський парк»;пам`ятка природи;ботанічна;10;Теплицький районТеплицька селищна рада;Теплицька селищна рада;Рішення 25 сесії Вінницької обласної ради 5 скликання № 834 від 29 липня 2009 року
99;«Покровський парк»;пам`ятка природи;ботанічна;11,43;Теплицький районТеплицька селищна рада;Теплицька селищна рада;Рішення 25 сесії Вінницької обласної ради 5 скликання  № 834 від 29 липня 2009 року
100;«Комарівський парк «Огруд»;пам`ятка природи;ботанічна;8;Теплицький районКомарівська с/р;Комарівська с/р;Рішення 25 сесії Вінницької обласної ради 5 скликання № 834 від 29 липня 2009 року
101;«Кашперівський парк»;пам`ятка природи;ботанічна;10;Козятинський район, с.Кашперівка;Кашперівська с/р;Рішення 25 сесії Вінницької обласної ради 5 скликання  № 834 від 29 липня 2009 року
102;«Група дерев «Липи вікові»;пам`ятка природи;ботанічна;0,04;Жмеринський район, Рівська с/р;Рівська с/р;Рішення 5 сесії Вінницької обласної ради 6 скликання  № 104 від 29 квітня 2011 року
;Разом пам`яток природи ботанічних;102;;283,92;;;
1;Джерело “Бровари”;пам`ятка природи;гідрологічна;0,01;Барський район с. Верхівка;Верхівська сільська рада;Рішення облвиконкому  №371 від 29.08.84р
2;Джерело “Вікнина”;пам`ятка природи;гідрологічна;0,01;Барський район с.Каришків;Каришківська сільська рада;Рішення облвиконкому  №371 від 29.08.84р
3;Жорнавські криниці;пам`ятка природи;гідрологічна;0,01;Барський район, с.Каришків;Каришківська сільська рада, ;Рішення облвиконкому  №371 від 29.08.84р
4;Джерело “Комсомолка”;пам`ятка природи;гідрологічна;0,01;Барський район с.Матійків;Матійківська сільська рада ;Рішення облвиконкому  №371 від 29.08.84р
5;Джерело “Глибоке”;пам`ятка природи;гідрологічна;0,01;Бершадський район, , с.П’ятківка(південна околиця села) ;ТОВ “П’ятківське”;Рішення облвиконкому  №371 від 29.08.84р
6;Джерело “Низьке”;пам`ятка природи;гідрологічна;0,01;Бершадський район, с.П’ятківка(західна околиця села) ;ТОВ “П’ятківське”;Рішення облвиконкому  №371 від 29.08.84р
7;Джерело “Смачне”;пам`ятка природи;гідрологічна;0,01;Бершадський район с.П’ятківка(поблизу залізниці) ;ТОВ “П’ятківське”;Рішення облвиконкому  №371 від 29.08.84р
8;Джерело “Овече”;пам`ятка природи;гідрологічна;0,01;Бершадський районс. П’ятківка(південна околиця села) ;ТОВ “П’ятківське”;Рішення облвиконкому  №371 від 29.08.84р
9;Джерело “Холодне”;пам`ятка природи;гідрологічна;0,01;Бершадський район, с.П’ятківка(північна околиця села) ;ТОВ “П’ятківське”;Рішення облвиконкому  №371 від 29.08.84р
10;Джерело “Липки”;пам`ятка природи;гідрологічна;0,01;Вінницький районс.Лука-Мелешківська;Луко-Мелешківська сільська рада;Розпорядження від 29.12.79р. №580
11;Джерела “Чапля” (3 екз.);пам`ятка природи;гідрологічна;0,01;Вінницький районс.Лука-Мелешківська;Луко-Мелешківська сільська рада;Розпорядження від 29.12.79р. №580
12;Джерело “Янтар”;пам`ятка природи;гідрологічна;0,01;Вінницький район, с.Некрасово(долина річки теплички);Некрасівська сільська рада;Рішення облвиконкому  №384 від 18.08.83р.
13;Джерело “Бездонне”;пам`ятка природи;гідрологічна;0,01;Вінницький район, с.Некрасово(долина річки теплички);Некрасівська сільська рада;Рішення облвиконкому  №384 від 18.08.83р.
14;Джерело “Вербичка”;пам`ятка природи;гідрологічна;0,01;Вінницький район, с.Некрасово(долина річки теплички);Некрасівська сільська рада;Рішення облвиконкому  №384 від 18.08.83р.
15;Джерело “Нове життя”;пам`ятка природи;гідрологічна;0,01;Вінницький район, с.Некрасово(долина річки теплички);Некрасівська сільська рада;Рішення облвиконкому  №384 від 18.08.83р.
16;Джерело “Піски”;пам`ятка природи;гідрологічна;0,01;Гайсинський район с.Шура-Мітленецька, (долина р.Мачуха);Гайсинський ДЛГ;Рішення облвиконкому  №371 від 29.08.84р
17;Джерело “Василівське”;пам`ятка природи;гідрологічна;0,01;Гайсинський район с.Шура-Мітленецька, (ліве урочище “Василівка левада”);Гайсинський ДЛГ;Рішення облвиконкому  №371 від 29.08.84р
18;Джерело “Потоки”;пам`ятка природи;гідрологічна;0,01;Жмеринський район с. Потоки;Потоківська сільська рада;Рішення облвиконкому  №371 від 29.08.84р
19;Кацмазівські джерела;пам`ятка природи;гідрологічна;0,04;Жмеринський район, , с.Кацмазів(урочище “Тепличина”);Кацмазівська сільська рада;Рішення облвиконкому  №371 від 29.08.84р
20;«Джерело «Гронова криниця»;пам`ятка природи;гідрологічна;0,01;Крижопільський район, с.Городківка ;Городківська с/р;Рішення 27 сесії Вінницької обласної ради 5 скликання № 903 від 10 грудня 2009 року
21;Криничка котовців;пам`ятка природи;гідрологічна;0,01;Іллінецький район, с.Джупинів;Павлівська сільська рада;Рішення облвиконкому  №371 від 29.08.84р
22;Лісова криниця;пам`ятка природи;гідрологічна;0,01;Іллінецький район, , с.Неменка;Павлівська сільська рада;Рішення облвиконкому  №371 від 29.08.84р
23;Група джерел “Ізвір”;пам`ятка природи;гідрологічна;0,05;Крижопільський район, с.Вербка (долина річки Марківка);СТОВ “Вербка”;Рішення облвиконкому  №384 від 18.08.83р.
24;Джерело “Лісове”;пам`ятка природи;гідрологічна;0,01;Липовецький район, с.Козинці(біля торфовища );Козинецька сільська рада;Рішення облвиконкому  №371 від 29.08.84р
25;Джерело “Прибережне”;пам`ятка природи;гідрологічна;0,01;Липовецький район, с.Козинці(в полі № 7 біля р.Мул);Козинецька сільська рада;Рішення облвиконкому  №371 від 29.08.84р
26;Джерело “Дзеркальне”;пам`ятка природи;гідрологічна;0,01;Липовецький район, с.Козинці(на землях запасу біля с.Коханівка);Козинецька сільська рада;Рішення облвиконкому  №371 від 29.08.84р
27;Джерело “Сонячне”;пам`ятка природи;гідрологічна;0,01;Літинський район Берег річки Хвоса (поблизу с.Іванівці );Тесівська сільська рада;Рішення облвиконкому  №371 від 29.08.84 та № 384 від 18.08.83р.
28;Джерело “Польове”;пам`ятка природи;гідрологічна;0,01;Літинський район ;Тесівська сільська рада;Рішення облвиконкому  №371 від 29.08.84 та № 384 від 18.08.83р.
29;Кукавські джерела;пам`ятка природи;гідрологічна;0,02;Могилів-Подільський район, с.Кукавка;Кукавська сільська рада;Рішення облвиконкому  №371 від 29.08.84 та № 335 від 22.06.72р.
30;Джерела “Серебрія”;пам`ятка природи;гідрологічна;0,07;Могилів-Подільський район,  с.Серебрія;Серебрійська сільська рада;Рішення облвиконкому № 441 від 30.07.69, №371 від 29.08.84 та № 335 від 22.06.72р.
31;Джерело “Яруга”;пам`ятка природи;гідрологічна;0,01;Могилів-Подільський район,  с.Яруга(на віддалі 30м від Ярузької сільської рада);Ярузька сільська рада;Рішення облвиконкому  №371 від 29.08.84 та № 335 від 22.06.72р.
32;Джерело “Драгана”;пам`ятка природи;гідрологічна;0,01;Могилів-Подільський район,  с.Кукавка(урочище “Драгана”);Кукавська сільська рада;Рішення облвиконкому  №371 від 29.08.84 та № 384 від 18.08.83р.
33;Джерело “Війтове”;пам`ятка природи;гідрологічна;0,01;Могилів-Подільський район  с.Кукавка(урочище “Війтове”);Кукавська сільська рада;Рішення облвиконкому  №371 від 29.08.84 та № 384 від 18.08.83р.
34;Джерело “Теребіж”;пам`ятка природи;гідрологічна;0,01;Муровано-Куриловецький район  с.Михайлівці;Михайлівецька сільська рада;Рішення облвиконкому  №371 від 29.08.84 та № 335 від 29.08.84р.
35;Криниця Гонти;пам`ятка природи;гідрологічна;0,01;Оратівський район, Медівська сільська рада, с.Медівка;ПСП “Маяк”;Рішення облвикон-кому  №371 від 29.08.84 та № 594 від 17.11.81р.
36;Джерело “Стінка”;пам`ятка природи;гідрологічна;0,01;Піщанський район, Миролюбська сільська рада, с.Миролюбівка;ТОВ Піщанський “Райкомунліс”;Рішення облвикон-кому № 441 від 30.07.69, №371 від 29.08.84 та № 335 від 22.06.72р.
37;Лебідеві криниці;пам`ятка природи;гідрологічна;0,02;Теплицький район с.Корабелівка;Степанівська сільська рада;Рішення облвикон-кому № 697 від 23.12.71, №371 від 29.08.84 та № 335 від 22.06.72р.
38;Джерело “Жива вода”;пам`ятка природи;гідрологічна;0,01;Теплицький район, с.Тополівка;Тополівська сільська рада;Рішення облвиконкому № 599 від 17.11.81, №371 від 29.08.84р.
39;Джерело “Медвянка”;пам`ятка природи;гідрологічна;0,01;Теплицький район, с.Тополівка;Тополівська сільська рада;Розпорядження облвиконкому № 580 від 29.12.79. та № 371 від 29.08.84р. 
40;Джерело “Ленінка”;пам`ятка природи;гідрологічна;0,01;Теплицький район, с.Сокиряни;Сокирянська сільська рада;Рішення облвиконкому  №371 від 29.08.84 та № 384 від 18.08.83р.
41;Джерело “Задвірне”;пам`ятка природи;гідрологічна;0,01;Теплицький район, с.Сокиряни (південно-східна околиця села);Сокирянська сільська рада;Рішення облвиконкому  №371 від 29.08.84 та № 384 від 18.08.83р.
42;Джерело “Лісове”;пам`ятка природи;гідрологічна;0,01;Теплицький район, с.Сокиряни (південніше села);Сокирянська сільська рада;Рішення облвиконкому  №371 від 29.08.84 та № 384 від 18.08.83р.
43;Джерело “Вікнина”;пам`ятка природи;гідрологічна;0,01;Теплицький район, с.Сокиряни (долина балок в південній частині села на межі вул.Гагаріна і Садової);Сокирянська сільська рада;Рішення облвиконкому  №371 від 29.08.84 та № 384 від 18.08.83р.
44;Джерело “Циганське”;пам`ятка природи;гідрологічна;0,01;Теплицький район с.Брідок (по дорозі на с. Метанівку);Брідоцька сільська рада;Рішення облвиконкому  №371 від 29.08.84 та № 384 від 18.08.83р.
45;Джерела “Ревуха” (5 шт.);пам`ятка природи;гідрологічна;0,05;Тиврівський район, с.Велика Вулига;Великовулизька сільська рада;Рішення облвиконкому  №371 від 29.08.84р.
46;Марківські джерела;пам`ятка природи;гідрологічна;0,19;Томашпільський район, с.Марківка;Марківська сільська рада;Рішення облвиконкому  №371 від 29.08.84 та № 335 від 29.08.84р.
47;Яланецькі джерела;пам`ятка природи;гідрологічна;0,05;Томашпільський район, с.Яланець;Яланецька сільська рада;Рішення облвиконкому  №371 від 29.08.84 та № 335 від 29.08.84р.
48;Джерело “Худенкова криниця”;пам`ятка природи;гідрологічна;0,01;Тростянецький район, сЦибулівка(суха долина за старою частиною села);Цибулівська сільська рада ;Рішення облвиконкому  №371 від 29.08.84 та № 384 від 18.08.83р.
49;Джерело “Черешневий дзвін”;пам`ятка природи;гідрологічна;0,01;Тростянецький районс. Цибулівка;Цибулівська сільська  рада;Рішення облвиконкому  №371 від 29.08.84р.
50;Джерело “Гвинтове”;пам`ятка природи;гідрологічна;0,01;Тростянецький район, с. Цибулівка;Цибулівська сільська рада;Рішення облвиконкому № 384 від 18.08.83р.
51;Джерело “Демидова криниця”;пам`ятка природи;гідрологічна;0,01;Тростянецький район, с. Цибулівка;Цибулівська сільська рада ;Рішення облвиконкому № 384 від 18.08.83р.
52;Три криниці;пам`ятка природи;гідрологічна;0,03;Тульчинський район, Тиманівська сільська рада, с.Тиманівка;СТОВ ім.Желюка;Рішення облвиконкому № 335 від 22.06.72р.
53;Суворівська криниця;пам`ятка природи;гідрологічна;0,02;Тульчинський район, с. Кинашівка;Кинашівська сільська рада;Розпорядження облдержадміністрації від 22.12.95р. №200
54;Джерело “Кадуб”;пам`ятка природи;гідрологічна;0,01;Чернівецький район, Бабчинська сільська рада, с.Бабчинці;ТОВ Чернівецький “Райкомунліс”;Рішення облвиконкому №371 від 29.08.84 р.
55;Група джерел “Берізки”;пам`ятка природи;гідрологічна;0,04;Чечельницький район, с.Берізки;ТОВ Агрофірма “Берізки”;Рішення облвикон-кому № 384 від 18.08.83р.
56;Три криниці;пам`ятка природи;гідрологічна;0,03;Чечельницький район, с.Демівка;Демівська сільська рада;Рішення облвиконкому № 384 від 18.08.83р.
57;Джерело “Південне вікно”;пам`ятка природи;гідрологічна;0,01;Шаргородський район с.Конатківці (долина р.Остриця);Конатківська сільська рада;Рішення облвиконкому  №371 від 29.08.84р.
58;Джерело “Федірчик”;пам`ятка природи;гідрологічна;0,01;Шаргородський район с.Конатківці ;Конатківська сільська рада;Рішення облвиконкому  №371 від 29.08.84р.
59;Гальжбіівські джерела;пам`ятка природи;гідрологічна;0,03;Ямпільський район, с.Гальжбіївка;Гальжбіївська сільська рада;Рішення облвиконкому  №371 від 29.08.84р.
60;Джерело “Дзигівське”;пам`ятка природи;гідрологічна;0,01;Ямпільський район, с.Дзигівка;Дзигівська сільська рада;Рішення облвиконкому  №371 від 29.08.84р.
;Разом пам`яток природи гідрологічних;60;;1,11;;;
1;Скеля М.Коцюбинського;пам`ятка природи;геологічна;1;Вінницький район, Лука-Мелешківська сільська рада (лівий берег Сабарівського водосховища на р.Південний Буг поблизу греблі ГЕС);Прибузьке лісництво;Рішення облдержадміністрації від 22.07.76р. №310
2;Печери;пам`ятка природи;геологічна;1;Могилів-Подільський район, Козлівська сільська рада, с.Нагоряни;Держгосп “Дністер”;Рішення облвиконкому № 441 від 30.07.69 та №371 від 29.08.84р.
3;Сеноманські вапняки;пам`ятка природи;геологічна;1;Могилів-Подільський район, Бронницька сільська рада, с.Бронниця;Держгосп “Броницький”;Рішення облвиконкому № 441 від 30.07.69 та №371 від 29.08.84р.
4;Сеноманські вапняки;пам`ятка природи;геологічна;1;Могилів-Подільський район, с.Яришів(долина р.Дністер);Яришівська сільська рада;Рішення облвиконкому № 441 від 30.07.69 та №371 від 29.08.84р.
5;Бронницькі шари;пам`ятка природи;геологічна;0,5;Могилів-Подільський район, с.Бронниця(долина р.Бронниці);Бронницька сільсьска рада;Рішення облвиконкому № 599 від 17.11.81 та №371 від 29.08.84р.
6;Ломазівські шари;пам`ятка природи;геологічна;0,5;Могилів-Подільський район, с.Ломазів(схили яру на березі р.Лядова, поблизу сільського кладовища);Кукавська сільська рада;Рішення облвиконкому № 599 від 17.11.81 та №371 від 29.08.84р.
7;Лядовські шари;пам`ятка природи;геологічна;0,5;Могилів-Подільський район, с.Новий Ольчедаїв(кар’єр на правому березі р.Лядова) ;Кукавська сільська рада;Рішення облвиконкому № 599 від 17.11.81 та №371 від 29.08.84р.
8;Яришівська світа;пам`ятка природи;геологічна;0,5;Могилів-Подільський район, с.Яришів (західна околиця села);Яришівська сільська рада ;Рішення облвиконкому № 599 від 17.11.81 та №371 від 29.08.84р.
9;Верхньопротерозойські осадові породи;пам`ятка природи;геологічна;1;Могилів-Подільський район, с.Яришів;Яришівська сільська рада;Рішення облвиконкому № 335 від 22.06.72 та №371 від 29.08.84р.
10;Протерозойські пісковики;пам`ятка природи;геологічна;1;Могилів-Подільський район, с.Озаринці;Озаринецька сільська рада;Рішення облвиконкому № 335 від 22.06.72 та №371 від 29.08.84р.
11;Сеноманські вапняки;пам`ятка природи;геологічна;1;Могилів-Подільський район,  с. Кремінне;Кремінська сільська рада;Рішення облвиконкому № 335 від 22.06.72 та №371 від 29.08.84р.
12;Верхньопротерозойські осадові породи;пам`ятка природи;геологічна;1;Муровано-Куриловецький район с. Великий Ольчедаїв;Велико-Ольчедаївсьа сільська рада;Рішення облвиконкому № 335 від 22.06.72 та №371 від 29.08.84р.
13;Ольчедаївські шари;пам`ятка природи;геологічна;0,5;Муровано-Куриловецький район с. Великий Ольчедаїв(правий берег р.Лядова);Велико-Ольчедаївсьа сільська рада;Рішення облвиконкому № 599 від 17.11.81 та №371 від 29.08.84р.
14;Ямпільські шари;пам`ятка природи;геологічна;0,05;Ямпільський район, смт.Ямпіль (геологічні вілслонення поблизу  гирла р.Русава);СВАТ ім. Суворова;Рішення облвиконкому № 599 від 17.11.81р.
;Разом пам`яток природи геологічних;14;;10,55;;;
1;Колонія сірих чапель;пам`ятка природи;загально-зоологічна;3,3;Барський районБарське лісництво(урочище Шершнянська дубина кв.23.діл.3, 4, 6);Жмеринське ДЛГ;Рішення облвиконкому  №371 від 29.08.84р.
2;Боборове поселення (3 сім’ї);пам`ятка природи;загально-зоологічна;2;Калинівський  район, Мізяківська сільська рада, (ділянка р.Згар – притоки р.Південний Буг біля с.Мізяків);СТОВ “Діброва”;Рішення облвиконкому  №371 від 29.08.84р.
3;Озеро;пам`ятка природи;загально-зоологічна;15;Могилів-Подільський район, с.Тропове;Тропівська сільська рада;Рішення облвиконкому  №263 від 25.10.90р.
4;Бобровий;пам`ятка природи;загально-зоологічна;57,5;Хмільницький район, (долина р.Південний Буг біля с.Курилівка);Порицька сільська рада;Рішення облради від28.03.97р. 9 сесії 22 скликання
;Разом пам`яток природи загально-зоологічних;4;;77,8;;;
1;Музей - садиба М.Коцюбинського;пам`ятка природи;комплексна;0,5;м.Вінниця, вул.І.Бевза – пл.М.Коцюбинського;Музей Коцюбинського, Міського управління культури;Рішення 13 сесії 22 скликан-ня облради від 26.12.97 р.
2;«Немирівськ городище»;пам`ятка природи;комплексна;221;Немирівський районВеликобушинська с/р, Зарудинецька с/р;Великобушинська с/р Зарудинецька с/р;Рішення 27 сесії Вінницької обласної ради 5 скликання  № 903 від 10 грудня 2009 року
