№ з.п.;Назва території чи об’єкта ПЗФ;Категорія ;Тип;Площа, га;Місце розташування  території чи об`єкту ПЗФ;Назва установи, підпрємства, організації, землекористувача (землевласника), у віданні якого знаходиться територія чи об’єкт ПЗФ;Рішення, згідно з яким створено (змінено) дану територію чи об’єкт ПЗФ
Території та об`єкти ПЗФ загальнодержавного значення;;;;;;;
2;"""Урочище Тепла яма”";пам`ятка природи;Ботанічна;93;Ужгородський р-н, ДП “Ужгородське ЛГ”, Кам'яницьке л-во, квартал 23, виділ 1, 3, квартал 24, виділ 1, 3, 4;ДП “Ужгородське ЛГ”;Ріш. ОВК від 25.07.1972 р. № 243, Розп. РМ УРСР від 14.10.1975 № 780–р, Ріш.ОВК від 23.10.1984 р. № 253
3;"""Урочище ""Довгий потік""";пам`ятка природи;Ботанічна;75;Рахівський р-н, ДП “Великобичківське ЛМГ”, Кузій-Свидовецьке л-во, урочище “Соколово”, квартал 17, виділ 13, Трибушанське л-во, квартал 17, 19;ДП “Великобичківське ЛМГ, 21,0 га;Ріш. ОВК від 25.07.1972 р. № 243, Розп. РМ УРСР від 14.10.1975 № 780–р, Ріш ОВК від 23.10.1984 р. № 253 (54,0 га увійши до складу КБЗ з вилученням, 21,0 га - без вилучення)
4;“Скелі Близниці”;пам`ятка природи;Ботанічна;30;Рахівський р-н, ДП “Великобичківське ЛМГ”, Кевелівське л-во, урочище “Свидовець”, квартал 1, виділ 27, 28, 37, 38, 42, 46;КБЗ;Ріш. ОВК від 25.07.1972 р. № 243,  Розп. РМ УРСР від 14.10.1975 № 780–р, Ріш ОВК від 23.10.1984 р. № 253  (Увійшла до складу КБЗ з вилученням, Указ Президента від 11.04.1997 р. № 325/97 )
5; „Березовий гай”;пам`ятка природи;Ботанічна;35;Міжгірський р-н, ДП “Міжгірське ЛГ”, Верхньобистрянське л-во, квартал 26, виділ 9, 12, 13;ДП “Міжгірське ЛГ”;Ріш. ОВК від 25.07.1972 р. № 243,  Розп. РМ УРСР від 14.10.1975 № 780–р, Ріш ОВК від 23.10.1984 р. № 253
6;“Атак”;пам`ятка природи;Ботанічна;52;Берегівський р-н, ДП “Берегівське ЛГ”, Боржавське л-во, квартал 21, виділ 2, 7, 14;ДП “Берегівське ЛГ”;"Ріш. ОВК від 25.07.1972 р. № 243, Розп. РМ УРСР від 14.10.1975 № 780–р, Ріш ОВК від 23.10.1984 р. № 253, входить до складу РЛП ""Притисянський"""
7;“Голятин”;пам`ятка природи;Ботанічна;42;Міжгірський р-н, ДП “Міжгірське ЛГ”, Ізківське л-во, квартал 9, виділ 39,41,42,44;ДП “Міжгірське ЛГ””;Ріш. ОВК від 25.07.1972 р. № 243, Розп. РМ УРСР від 14.10.1975 № 780–р, Ріш ОВК від 23.10.1984 р. № 253, 
;Разом пам`яток природи ботанічних;7;;427;;;
1;"""Болото Чорне багно"" (""Чорні багна"")";пам`ятка природи;Гідрологічна;15;Іршавський р-н,;"НПП ""Зачарований край"" ДП “Загатянське ЛГ”, Ільницьке л-во, квартал 1, виділ 28, квартал 2, виділ 21";"Ріш.ОВК від 18.11.1969 року № 414, Ріш. ОВК від 25.07.1972 р. № 243, Розп. РМ УРСР від 14.10.1975 № 780–р, Ріш ОВК від 23.10.1984 р. № 253 (знаходиться у НПП ""Зачарований край"", з вилученням)"
;Разом пам`яток природи гідрологічних:;1;;15;;;
;Всього пам'яток природи загальнодержавного значення;9;;464;;;
1;"""Ботанічний сад Ужгородського державного університету"" (""Ботанічний сад УжНУ"")";ботанічний сад;;86.414;м. Ужгород, вул, Ольбрахта 6, вул, Тімірязева;УжНУ;ПРМ УРСР від 22.07.1983 р. № 31, Ріш ОВК від 23.10.1984 р. № 253
;Всього ботанічних садів загальнодержавного значення:;1;;86.414;;;
1;"""Парк санаторію ""Карпати""";парк-пам`ятка садово-паркового мистецтва;;38;Мукачівський р-н урочище “Берегвар”;Санаторій “Карпати”;ПРМ УРСР від 29.01.1960 р. № 105, Ріш ОВК від 23.10.1984 р. № 253,  Постанова ДКУРСР від 30.08.1990 № 18
;Всього парків-пам`яток садово-паркового мистецтва загальнодержавного значення;1;;38;;;
;Всього територій та об`єктів ПЗФ загальнодержавного значення;34;;158956.514;;;
Території та об`єкти місцевого значення;;;;;;;
1;РЛП “ Притисянський ”;Регіональний ландшафтний парк;;10330.66;Берегівський р-н, ДП “Берегівське ЛГ”, Боржавське л-во, квартал 21 (виділ 1, 3-6, 8-13), квартал 24 (виділ 1-10), квартал 26 (виділ 8-15), квартал 28 (виділ 14-23), землі запасу Нижньореметівської сільської ради (разом у Берегівському районі – 300,3 га), Виноградівський р-н, ДП “Виноградівське ЛГ”, Шаланківське л-во, квартал 1 (виділ 1-10), квартал 4 (виділ 1-9), квартал 7 (виділ 1-7), квартал 11 (виділ 1-7, 32, 33), квартал 14 (виділ 1-11), землі запасу Великокопанської с.р., Малокопанської с.р. Пийтерфолвівської с.р., Веряцької с.р., Королівської с.р. Тееківської с.р. Сасівської с.р., Чорнотисівської с.р., Виноградівської м.р., Чепівської с.р., Дротинівської с.р., Фанчиківської с.р., Новосільської с.р., Вилоцької смт.р. (разом у Виноградівському районі – 4839,28 га) Мукачівський р-н, Ужгородський р-н, ДП “Ужгородське ЛГ”, Великодобронське л-во, квартал 1-24;Відповідно до дотатків рішення обласної ради від 07.08.2009 р. № 908;Рішення обласної ради від 07.08.2009 р. № 908
2;"""Синяк""";Регіональний ландшафтний парк;;4631.2958;Мукачівський р-н, с. Синяк;"ДП ""Мукачівське ДЛГ"" (303,6614 га – з вилученням, 4253,6686 га – без вилучення), Мукачівська РДА (46,3386 га лісів і земель запасу Чинадіївської селищної ради – з вилученням, 27, 6232 га – без вилучення), Центр сприяння розвитку туризму ""Синяк""";Рішення обласної ради від 26 травня 2011 року № 229
;Всього регіональних ландшафтних парків;2;;14961.9558;;;
1;“Грабовець”;заказник;Ландшафтний;188.6;Міжгірський р-н ДП “Міжгірське ЛГ”, Майданське л-во, урочище Грабовець, квартали 18, 21 ;ДП “Міжгірське ЛГ”;Ріш.ОВК від 07.03.1990 р. № 55
2;“Остра”;заказник;Ландшафтний;20;Ужгородський р-н с. Кам`яниця,;Кам`яницька сільська рада;Ріш.облради від 13.07.2012 р. № 523
;Разом заказників ландшафтних;2;;208.6;;;
1;“Тихий”;заказник;Лісовий;25;Великоберезнянський р-н, ДП “В.Березнянське ЛГ”, Волосянківське л-во, урочище “Тихий”. квартал 19, виділ 19;ДП “В.Березнянське ЛГ”;Ріш.ОВК від 18.11.1969 року № 414, Ріш.ОВК від 25.07.1972 р. № 243, Ріш.ОВК від 23.10.1984 р. № 253 (Увійшов до складу Ужанського НПП без вилучення площі, Указ Презид. від 27.09.1999 р.№ 1230/99)
2;“Дубова”;заказник;Лісовий;3.1;Великоберезнянський р-н, ДП “В.Березнянське ЛГ”, Костринське л-во, квартал 1, виділ 18;ДП “В.Березнянське ЛГ”;Ріш.ОВК від 18.11.1969 року № 414 (3,1 га), Ріш.ОВК від 25.07.1972 р. № 243 (18,0 га), Ріш.ОВК від 23.10.1984 р. № 253 (Увійшов до складу Ужанського НПП Указ Презид. від 27.09.1999 р.№ 1230/99)
3;“Уличанка”;заказник;Лісовий;9.6;Великоберезнянський р-н, ДП “В. Березнянське ЛГ”, Костринське л-во, квартал 11, виділ 18, 19, 30;Ужанський НПП;Ріш.ОВК від 18.11.1969 року № 414, Ріш.ОВК від 25.07.1972 р. № 243 (10,0 га), Рішення ОВК від 23.10.1984 р. № 253 (Увійшов до складу Ужанського НПП Указ Презид. від 27.09.1999 р.№ 1230/99)
4;“Остра”;заказник;Лісовий;6.8;Мукачівський р-н, ДП “Мукачівське ЛГ”, Чинадіївське л-во, квартал 19, виділ 10;ДП “Мукачівське ЛГ”;Ріш.ОВК від 18.11.1969 року № 414, Ріш.ОВК від 25.07.1972 р. № 243 (7,0 га), Ріш.ОВК від 23.10.1984 р. № 253
5;“Красна долина”;заказник;Лісовий;218.8;Свалявський р-н, ДП “Свалявське ЛГ”, Ганьковецьке л-во, квартал 17, виділ 15, квартал 18. виділ 7, квартал 20, виділ 3-6, 8, 18, квартал 21 виділ 14;ДП “Свалявське ЛГ”;Ріш.ОВК від 07.03.1990 р. № 55 (50,0 га), Ріш. 12 сесії 21 склик. облради від 31.05.1993
6;“Пинава”;заказник;Лісовий;30;Свалявський р-н, ДП “Свалявське ЛГ”, Ганьковецьке л-во, квартал 25, виділ 28, квартал 21, виділ 14;ДП “Свалявське ЛГ”;Ріш.ОВК від 18.11.1969 року № 414, Ріш.ОВК від 25.07.1972 р. № 243, Ріш.ОВК від 23.10.1984 р. № 253
7;“Веймутова сосна”;заказник;Лісовий;5;Рахівський р-н, ДП “Великлбичківське ЛМГ”, Діловецьке л-во, квартал 7, виділи 24-26;ДП “Великлбичківське ЛМГ”;Ріш.ОВК від 18.11.1969 року № 414, Ріш.ОВК від 23.10.1984 р. № 253 (Увійшов до складу КБЗ, Указ Президента від 11.04.1997 р. № 325/97 )
8;“Радянські Карпати”;заказник;Лісовий;648.9;Рахівський р-н, ДП “Ясінянське ЛМГ”, Лазещинське л-во, квартал 9, 17, 18, 26, 22, 25, Лопушанське л-во, квартал 1, 11, 12, 19, Чорнотисянське л-во, квартал 11, 12, 2, 3, Довжанське л-во, квартал 17, 19,15, 12, Свидовецьке л-во, квартал 7, 12, 14, Станіславське л-во, квартал 20,;ДП “Ясінянське ЛМГ” – 574,9 га;Ріш.ОВК від 07.03.1990 р. № 55, (74,0 га увійшли до складу КБЗ з вилученням, Указ Президента від 11.04.1997 р. № 325/97 )
9;“Явірник”;заказник;Лісовий;37.4;Тячівський р-н, ДП “Брустурянське ЛМГ”, Кедринське л-во, квартал 6, виділ 25, 26, 28, 29, 30, квартал 10, виділ 11, 38;ДП “Брустурянське ЛМГ”;Ріш. ОВК від 25.07.1972 р. № 243, Ріш. ОВК від 18.10.1983 № 270, Ріш.ОВК від 23.10.1984 р. № 253 
10;“Дугласова ялиця”;заказник;Лісовий;10;Перечинський р-н, ДП “Перечинське ЛГ”, Тур'я-Реметівське л-во. квартал 5, виділ 8, 13, 15;ДП “Перечинське ЛГ”;"Ріш. ОВК від 25.07.1972 р. № 243 (""Дугласова смерека""), Ріш.ОВК від 23.10.1984 р. № 253, (знаходиться на території заповідного урочища місцевого значення ""Розтоки"")"
11;“Анталівська поляна”;заказник;Лісовий;193.1;Ужгородський р-н, Ужгородське військове лісництво, квартал 43 (виділ 1, 2) квартал 44 (виділ 1), квартал 3 (виділ 17), квартал 8 (виділ 6), квартал 9 (виділ 8-11), квартал 14 (виділ 3), квартал 39 (виділ 1, 8), квартал 8 (виділ 3, 4);Ужгородське військове лісництво;Ріш.ОВК від 18.11.1969 року № 414, Ріш. ОВК від 25.07.1972 р. № 243
12;“Темнатик”;заказник;Лісовий;1456;Воловецький р-н, ДП “Воловецьке ЛГ”, Верхньоволовецьке л-во, квартал 13 (виділ 10, 9), квартал 14 (виділ 12-14), квартал15 (виділ 50-52, 54 (1), 55, 57),квартал 20 (виділ 23, 41, 43, 44), квартал 21 (виділ 1-10), квартал 22 (виділ 1-14 (1), 15 (1), 16, 17, 19-22, квартал 23 (виділ 17, 24-26, 32, 33, 35, 38, 39), квартал 24 (виділ 20, 22, 28-33), квартал 25 (виділ 1-32), квартал 26 (виділ 1-43), квартал 27 (виділ 1-56), квартал 28 (виділ 1-28);ДП “Воловецьке ЛГ”;Рішення обласної ради від 24.04.2009 р. № 846, розширено на 241 га. Рішенням Закарпатської обласної ради від 03.02.2014 №892
13;"""Тополина""";заказник;Лісовий;74.4159;Свалявський р-н, околиця с. Солочин;Солочинська сільська рада;Рішення обласної ради від 12 серпня 2011 року № 265
14;"""Привододільний""";заказник;Лісовий;722;Воловецький р-н, ДП «Воловецьке ЛГ», Пашківське лісництво, квартали 1(188,0 га), 2 (95 га), 3 (128,0 га), 4 (165,0 га), 17 (146,0 га);ДП «Воловецьке ЛГ»;Рішення обласної ради від 16 листопада 2012 року № 553
;Разом заказників лісових;14;;3440.1159;;;
1;“Голаня”;заказник;Ботанічний;89.4;Великоберезнянський р-н, ДП “Великоберезнянське ЛГ”, Жорнавське л-во, квартал 9, виділ 27, квартал 10, виділ 51, 58, 59, 61, 64, 65;Ужанський НПП;Ріш.ОВК від 07.03.1990 р. № 55, (Увійшов до складу Ужанського НПП Указ Презид. від 27.09.1999 р. № 1230/99)
2;“Ерташі”;заказник;Ботанічний;2.1;Великоберезнянський р-н, ДП “В, Березнянське ЛГ”, Ставненське л-во, квартал 12, виділ 33, 37;Ужанський НПП;Ріш.ОВК від 07.03.1990 р. № 55 (Увійшов до складу Ужанського НПП Указ Презид. від 27.09.1999 р.№ 1230/99)
3;“Пасіки”;заказник;Ботанічний;1.2;Великоберезнянський р-н, околиці с. Забрідь;Солянська сільська рада;Ріш.ОВК від 07.03.1990 р. № 55 (Увійшов до складу Ужанського НПП Указ Презид. від 27.09.1999 р.№ 1230/99)
4;“Пікуй”;заказник;Ботанічний;425.3;Воловецький р-н, ДП “Воловецьке ЛГ”, Пашківське л-во квартал 20, Нижньоворітське квартал 2, 5, Підполозьське л-во квартал 6;ДП “Воловецьке ЛГ”;Рішення ОВК від 07.03.1990 р. № 55
5;“Голиця”;заказник;Ботанічний;79.5;Воловецький р-н, смт. Нижні Ворота, урочище Голиця (31,5 га), урочище Межипоточини (48,0 га);Гірсько–Карпатська дослідна станція;Рішення ОВК від 07.03.1990 р. № 55
6;“Млаки”;заказник;Ботанічний;58;Рахівський р-н, с. Видричка;Видричанська сільська рада;Ріш.ОВК від 07.03.1990 р. № 55
7;“Церлянка”;заказник;Ботанічний;5;Рахівський р-н, с. Видричка;Видричанська сільська рада;Ріш.ОВК від 07.03.1990 р. № 55
8;“Говерлянка”;заказник;Ботанічний;2.5;Рахівський р-н, ДП “Рахівське ЛДГ”, Білотисянське л-во, квартал 21, виділ 23, урочище Говерлянка;ДП “Рахівське ЛДГ”;Ріш.ОВК від 07.03.1990 р. № 55
9;“Станислав”;заказник;Ботанічний;5.3;Рахівський р-н, ДП “Ясінянське ЛМГ”, Станиславське лісництво, квартал 18, виділи 9, 10, квартал 19, виділ 12, урочище Станислав;ДП “Ясінянське ЛМГ”;Ріш.ОВК від 07.03.1990 р. № 55
10;“Арніка”;заказник;Ботанічний;9.5;Рахівський р-н, ДП “Великобичківське ЛМГ”, л-во ім. Томащука, квартал 23, виділ 40;ДП “Великобичківське ЛМГ”;Ріш.ОВК від 18.10.1983 р. № 270, Ріш.ОВК від 23.10.1984 р. № 253
11;“Аршична”;заказник;Ботанічний;24.5;Тячівський р-н, ДП “Брустурянське ЛМГ”, Кедринське л-во, квартал 5, виділ 22, квартал 9, виділ 25, квартал 10, виділ 1;ДП “Брустурянське ЛМГ”;Ріш.ОВК від 18.10.1983 р. № 270, Ріш.ОВК від 23.10.1984 р. № 253
12;“Бертяник”;заказник;Ботанічний;53.5;Тячівський р-н, ДП “Брустурянське ЛМГ”, Плайське л-во, квартал 45, виділи 11, 13;ДП “Брустурянське ЛМГ”;Ріш.ОВК від 18.10.1983 р. № 270, Ріш.ОВК від 23.10.1984 р. № 253
13;"""Бузок""";заказник;Ботанічний;6;Воловецький р-н, ДП “Воловецьке ЛГ”, Жденіївське л-во квартал 18 виділи 4, 5;ДП “Воловецьке ЛГ”;Ріш.ОВК від 18.10.1983 р. № 270, Ріш.ОВК від 23.10.1984 р. № 253
14;“Лілія”;заказник;Ботанічний;1;Рахівський р-н, околиці с. Видричка, урочище “Відричка-ровінь”;Богданська сільська рада;Ріш.12 сесії.21 скликання обласної ради  31.05.1993р.
15;“Чорнянський деренковач”;заказник;Ботанічний;260;Виноградівський р-н, ДП “Виноградівське ЛГ”, Виноградівське л-во, квартал 34, (виділ 1-12), квартал 35 (виділ 2, 5-9, 14, 17-24). квартал 36 (1-23), квартал 37 (1-23);ДП “Виноградівське ЛГ”;Ріш.ОВК від 07.03.1990 р. № 55
16;“Залуж”;заказник;Ботанічний;3;Берегівський р-н, ДП “Берегівське ЛГ”, л-во Нове село, квартал 1, виділ 2;ДП “Берегівське ЛГ”;Ріш.12 сесії.21 скликання обласної ради 31.05.1993 р.
17;“Шияня”;заказник;Ботанічний;3.9;Виноградівський р-н, с. Онок;Онокська сільська рада;Ріш. облради від 11.01.2002 р. № 377
18;“Ардов”;заказник;Ботанічний;25;"Берегівський р-н, філія ""Береговодержспецлісгосп"", квартал 18, виділи 1-10, урочище Ардов";"Філія ""Береговодержспецлісгосп""";Рішення обласної ради від 08.07.2010 № 1143
19;“Косоньська гора”;заказник;Ботанічний;9;"Берегівський р-н, філія ""Береговодержспецлісгосп"", квартал 7, виділи 7-9, урочище Косоньська гора";"Філія ""Береговодержспецлісгосп""";Рішення обласної ради від 08.07.2010 № 1143
20;"""Сілаш""";заказник;Ботанічний;75.5;"Берегівський р-н, філія ""Береговодержспецлісгосп"", квартал 25, виділи 1-3, 5, 6, 8, 9, 11, 12, квартал 26, виділи 1-7, урочище Сілаш";"Філія ""Береговодержспецлісгосп""";Рішення обласної ради від 08.07.2010 № 1143
21;"""Егреш""";заказник;Ботанічний;37.4;"Виноградівський р-н, ДП ""Виноградівське ЛГ"", Виноградівське л-во, квартал 52, виділи 1, 2, урочище Егреш";"ДП ""Виноградівське ЛГ""";Рішення обласної ради від 08.07.2010 № 1143
;Разом заказників ботанічних:;21;;1176.6;;;
1;“Гать”;заказник;Зоологічний;75;Іршавський р-н, ДП “Загатянське ЛГ”, Загатянське л-во, квартал 2, виділ 1, 3, 4, 7, 10-13;ДП “Загатянське ЛГ”;Ріш. ОВК від 25.07.1972 р. № 243, Ріш.ОВК від 23.10.1984 р. № 253
;Разом заказників зоологічних;1;;75;;;
1;“Товар”;заказник;Орнітологічний сезонний;49.9;Берегівський р-н, с. Дийда;Дийдянська сільська рада;Ріш. облради від 11.01.2002 р. № 377
;Разом заказників орнітологічних:;1;;49.9;;;
1;"""Жорнина""";заказник;Ентомологічний тимчасовий на 15 років;9.8;"Мукачівський р-н, ДП ""Мукачівське ЛГ"", кв. 15, виділи 9, 10";"ДП ""Мукачівське ЛГ""";Рішення обласної ради від 12 серпня 2011 року № 265
;Разом заказників ентомологічних;1;;9.8;;;
1;“Ріка”;заказник;Іхтіологічний;394;Іршавський р-н, ДП “Довжанське ЛМГ”, Річанське л-во, квартал 28, виділи 1-15, квартал 29, виділи 1-7;ДП “Довжанське ЛМГ”;Ріш. ОВК від 25.07.1972 р. № 243, Ріш. ОВК від 18.10.1983 р. № 270 Ріш ОВК від 23.10.1984 р. № 253 (Знаходиться на території загальнозоологічного заказника загальнодержавного значення “Річанський”)
2;“Усть-Чорна”;заказник;Іхтіологічний;1300;Тячівський р-н, ДП “Мокрянське ЛМГ”, Усть-Чорнянське л-во, квартал 9, Тиховецьке л-во, квартал 12;ДП “Мокрянське ЛМГ”;Ріш. ОВК від 07.03.1990 р. № 55
3;“Кантина”;заказник;Іхтіологічний;25;Міжгірський р-н, ДП “Міжгірське ЛГ”, Синевирське л-во, квартал 13;НПП “Синевир”;Ріш. ОВК від 25.07.1972 р. № 243, Ріш. ОВК від 23.10.1984 р. № 253 (Увійшов до складу НПП “Синевир” ПРМ УРСР від 05. 01. 1989 р)
4;“Біла та Чорна Тиса”;заказник;Іхтіологічний;32000;Рахівський р-н, ДП “Ясінянське ЛМГ”, Свидовецьке л-во, квартал 13, 15, 26, Чорнотисянське л-во, квартал 1, 4, 5, 7, 8, 9, 11, 14, Станіславське л-во, квартал 4, 5, 6, 7, 8, 17, 18, 19.;ДП “Ясінянське ЛМГ”;Ріш. ОВК від 07.03.1990 р. № 55
5;“Кісва”;заказник;Іхтіологічний;400;Рахівський р-н, ДП “Великобичківське ЛМГ”, Косівсько-Полянське лісництво, квартали 1 (виділи 19, 20, 25), 2 (виділи 1, 5, 10), 3 (виділи (24, 27, 28, 30, 32, 35), 4 (виділ 2) ;ДП “Великобичківське ЛМГ” – 130 га;Ріш. облради від 11.01.2002 р. № 377, (270 га увійшли до складу КБЗ з вилученням, Постанова РМ УРСР від 30.05.1990 р. № 119)
;Разом заказників іхтіологічних:;5;5;819;;;
1;“Озірце”;заказник;Гідрологічний;322.2;Міжгірський р-н, ДП “Міжгірське ЛГ”, Синевирське л-во, квартал 21, 22, 23;НПП “Синевир”;Ріш. ОВК від 18.10.1983 р. № 270, Ріш.ОВК від 23.10.1984 р. № 253 (Увійшов до складу НПП “Синевир” Постанова РМ УРСР від 05.01.1989 р)
2;“Дідівський Міц”;заказник;Гідрологічний;15.4;Берегівський р-н, с. Дийда;Дийдянська сільська рада;Ріш. облради від 11.01.2002 р. № 377
3;“Став”;заказник;Гідрологічний;18.5;Берегівський р-н, с. Дийда;Дийдянська сільська рада;Ріш. облради від 11.01.2002 р. № 377
4;„Омножанський“;заказник;Гідрологічний;495.3;Міжгірський р-н, ДП “Міжгірське ЛГ”, Міжгірське л-во, квартали 11, 12, та 4, 13 (частково);ДП “Міжгірське ЛГ”;Ріш. облради від 22.06.2005 р. № 541
;Разом заказників гідрологічних;4;;851.4;;;
;Всьоо заказників місцевого значення;49;;6630.4159;;;
1;“Дуброви”;заповідне урочище;;10;Тячівський р-н, Філія “Тячівдержспецлісгосп”, квартал 35, виділ 14;Буштинська селищна рада;Ріш.ОВК від 07.03.1990 р. № 55
2;“Розтоки”;заповідне урочище;;430;Перечинський р-н, ДП “Перечинське ЛГ”, Тур'я-реметівське л-во, квартал 1, 2, 5, 6;ДП “Перечинське ЛГ”;Ріш.ОВК від 18.10. 1983 р. № 270, Ріш.ОВК від 23.10.1984 р. № 253
3;“Берегівське горбогір_я;заповідне урочище;;33.3;Берегівський р-н, ДП “Берегівське ЛГ”, Боржавське л-во, квартал 40, виділ 3, 12, 15, 16;ДП “Берегівське ЛГ”;Ріш.ОВК від 07.03.1990 р. № 55
4;“Боржава”;заповідне урочище;;149;Виноградівський р-н ДП “Виноградівське ЛГ”, Шаланківське л-во, квартал 1 (виділ 1-10), квартал 4 (виділ 1-9), квартал 7 (виділ 1-7), квартал 11 (виділ 1-7, 32, 33), квартал 14 (виділ 1-11);ДП “Виноградівське ЛГ”;"Ріш.ОВК від 18.10. 1983 р. № 270, Ріш.ОВК від 23.10.1984 р. № 253 (входить до складу НПП ""Притисянський"")"
;;заповідне урочище;;153;Берегівський р-н, ДП “Берегівське ЛГ”, Боржавське л-во, квартал 21(виділ 1,3-6, 8-13), квартал 24 (виділ 1-10), квартал 26 (виділ 8-15), квартал 28 (виділ 14-23);ДП “Берегівське ЛГ”;"Ріш.ОВК від 18.10. 1983 р. № 270, Ріш.ОВК від 23.10.1984 р. № 253 (входить до складу НПП ""Притисянський"")"
5;“Гора Біганська”;заповідне урочище;;5;Берегівський р-н, філія “Береговодержспецлісгосп”, квартал 7, виділ 10, 21;філія “Береговодержспецлісгосп”;Рішення ОВК від 07.03.1990 р. № 55
6;“Деренів”;заповідне урочище;;300;Мукачівський р-н, ДП “Мукачівське ЛГ” Чинадіївське л-во. квартал 24, 29;ДП “Мукачівське ЛГ”;Ріш. ОВК від 07.03.1990 р. № 55
7;“Широкий”;заповідне урочище;;5;Мукачівський р-н, ДП “Мукачівське ЛГ”, Мукачівське л-во, урочище “Широкий” квартал 19, виділи 16, 18;ДП “Мукачівське ЛГ”;Ріш. облради від 31.05.1993 р.
8;“Ловачка”;заповідне урочище;;90;Мукачівський р-н, ДП “Мукачівське ЛГ”, Мукачівське л-во, квартал 27, 28;ДП “Мукачівське ЛГ”;Ріш. облради від 31.05.1993 р.
9;“Мочар”;заповідне урочище;;8;Тячівський р-н, Філія “Тячівдержспецлісгосп”, квартал 35, виділ 10;Буштинська селищна рада;Ріш. ОВК від 07.03.1990 р. № 55
;Всього заповідних урочищ;9;;1183.3;;;
1;“Великий ліс”;пам`ятка природи;Ботанічна;1.5;Виноградівський р-н, ДП “Виноградівське ЛГ”, Шаланківське л-во, квартал 1, виділ 1;ДП “Виноградівське ЛГ”;"Рішення ОВК  від 23.10.1984 р., № 253, (входить до заповідного урочища ""Боржава"", яке входить до НПП ""Притисянський"")"
2;“Берека європейська”;пам`ятка природи;Ботанічна;16.7;Іршавський р-н, ДП “Загатянське ЛГ”, Загатянське л-во, квартал 12, виділ 19, квартал 13, виділ 9, 10;ДП “Загатянське ЛГ”;Ріш.ОВК  від 23.10.1984 р. № 253
3;“Невицький кар_єр”;пам`ятка природи;Ботанічна;2.8;Ужгородський р-н, ДП “Ужгородське ЛГ”, Кам'яницьке л-во, квартал 39, виділ 5;ДП “Ужгородське ЛГ”;Рішення ОВК від 13.06.1990 р.
4;“Каштановий гай”;пам`ятка природи;Ботанічна;1;Ужгородський р-н, с. Лінці;Кіблярівська сільська рада;Ріш.ОВК від 18.11.1969 року № 414, Ріш.ОВК від 23.10.1984 р., № 253
5;“Сосна чорна”;пам`ятка природи;Ботанічна;3.2005;Ужгородський р-н, с. Оноківці, урочище “Лиса гора”;Оноківська сільська рада;Ріш.ОВК від 18.11.1969 року № 414, Ріш.ОВК від 23.10.1984 р. № 253, розширено Рішенням Закарпатської обласної ради від 10.07.2014 №1039
6;“Холмовець”;пам`ятка природи;Ботанічна;1;Виноградівський р-н, ДП “Виноградівське ЛГ”, Затисянське л-во, квартал 67, виділ 15;ДП “Виноградівське ЛГ”;Ріш.ОВК від 23.10.1984 р. № 253
7;“Дуб звичайний”;пам`ятка природи;Ботанічна;0.01;Виноградівський р-н, ДП “Виноградівське ЛГ”, Виноградівське л-во, урочище “Теплиця”, квартал 15, виділ 24;ДП “Виноградівське ЛГ”;Ріш.ОВК від 18.11.1969 року № 414, Ріш.ОВК від 23.10.1984 р. № 253
8;“Дуб пірамідальний”;пам`ятка природи;Ботанічна;0.02;м. Виноградів, вул. Тюльпанів;Виноградівська міська рада;Ріш.ОВК від 18.11.1969 року № 414, Ріш.ОВК від 23.10.1984 р. № 253
9;“Дуб бургундський”;пам`ятка природи;Ботанічна;0.02;м. Берегово, парк міськлікарні, вул. Ліннера, 2;Берегівська міська лікарня;"Ріш.ОВК від 18.11.1969 року № 414, Ріш. ОВК від 23.02.1984 р. № 253 (знаходиться на території парку-пам'ятки садово-паркового мистецтва ""Парк відпочинку"")"
10;“Дуб звичайний”;пам`ятка природи;Ботанічна;0.01;Великоберезнянський р-н, с.Ст.Стужиця;Стужицька сільська рада;Ріш.ОВК від 18.11.1969 року № 414, Ріш.ОВК від 23.10.1984 р. № 253 (Увійшла до складу Ужанського НПП Указ Президента від 27.09.1999 р. № 1230)
11;“Тис ягідний”;пам`ятка природи;Ботанічна;1.5;Воловецький р-н, Підполозянське л-во, квартал 10, виділ 6;ДП “Воловецьке ЛГ”;Ріш.ОВК від 18.11.1969 року № 414, Ріш. ОВК  від 23.10.1984 р., № 253
12;“Бузок угорський”;пам`ятка природи;Ботанічна;0.5;Воловецький р-н, ДП “Воловецьке ЛГ”, Підполозянське л-во квартал 25 виділ 14, 18;ДП “Воловецьке ЛГ” ;Ріш.ОВК від 18.11.1969 року № 414, Ріш.ОВК від 23.10.1984 р. № 253
13;“Липи вікові”;пам`ятка природи;Ботанічна;0.2;Іршавський р-н, с. Довге, вул. Перемоги;Іршавський тубдиспансер;Ріш.ОВК від 18.11.1969 року № 414, Ріш.ОВК від 23.10.1984 р. № 253
14;“Дуб звичайний”;пам`ятка природи;Ботанічна;0.01;Міжгірський р-н, смт. Міжгір'я, вул. Шевченка 132;Міжгірська селищна рада;Ріш.ОВК від 18.11.1969 року № 414, Ріш. ОВК від 23.02.1984 р. № 253
15;“Горобина домашня”;пам`ятка природи;Ботанічна;0.01;Мукачівський р-н, Червона гора;Радгосп “Червона гора”;Ріш.ОВК від 18.11.1969 року № 414, Ріш. ОВК від 23.02.1984 р. № 253
