№ з.п.;Назва території чи об’єкта ПЗФ;Категорія ;Тип;Площа, га;Місце розташування  території чи об`єкту ПЗФ;Назва установи, підпрємства, організації, землекористувача (землевласника), у віданні якого знаходиться територія чи об’єкт ПЗФ;Рішення, згідно з яким створено (змінено) дану територію чи об’єкт ПЗФ
Території та об`єкти ПЗФ загальнодержавного значення;;;;;;;
1;«Сквер І.М.Кожедуба»;пам’ятка природи;комплексна;0,9;Шосткинський р-н: Ображіївська с/р, с. Ображіїка;Ображіївська сільська рада;Рішення облради від 30.08.2005 р.
2;«Козацька могила»;пам’ятка природи;комплексна;0,3;"Конотопський р-н: Шаповалівська с/р; с. Шаповалівка";Шаповалівська сільська рада;Рішення облради від 27.06.2008 р.
3;«Кросна»;пам’ятка природи;комплексна;5,6;"Конотопський р-н: Козацька с/р; давньослов'янське городище ""Кросна"". ДП ""Конотопський агролісгосп"": кв. 37 (вид. 21-22)";ДП «Конотопський агролісгосп»;Рішення облради від27.06.2008 р.
4;«Парк»;пам’ятка природи;комплексна;22;Білопільський р-н: Куянівська с/р, с. Куянівка;Куянівська сільська рада;Рішення облради від 01.12.2006 р.
5;«Мамонтове»;пам’ятка природи;комплексна;0,1;Недригайлівський р-н: Кулішівська с/р, с. Кулішівка;Кулішівська сільська рада;Рішення облради від 09.07.2009 р.
6;"""Оксютинські кургани""";пам’ятка природи;комплексна;2,55;;;Рішення сесії облради від 22.02.2013 р.
;Разом пам’яток природи комплексних ;6;;31,45;;;
;Всього пам’яток природи місцевого значення;98;;170,715;;;
1;«Ботанічний сад СДПУ ім. А.С.Макаренка»;Ботанічний сад;;4,76;"м. Суми; вул.20 Років Перемоги";Сумський державний педагогічний університет  ім.. А.С. Макаренка;Рішення облвиконкому від 27.09.1973 р.№ 504, рішення від 19.10.2000 р.
2;«Ямпільський»;Ботанічний сад;;11;"Ямпільський р-н;  в північно-західній околиці смт. Ямпіль";Ямпільська районна станція юних натуралістів;Рішення облради від 30.08.2005 р.
3;«Юннатівський»;Ботанічний сад;;1,2779;"м. Суми; вул. Харківська, 13";Сумський міський центр еколого-натуралістичної творчості учнівської молоді;Рішення облради від 15.10.2010 р.
;Всього ботанічних садівмісцевого значення;3;;17,0379;;;
1;«Тернівський»;Парк-пам’ятка садово-паркового мистецтва;;22;Недригайлівський р-н: Тернівська селищ./р, в смт. Терни;Тернівська селищна рада;Рішення облвиконкому від 22.12.1970 р.№ 362
2;«Роменський»;Парк-пам’ятка садово-паркового мистецтва;;11,3;"м. Ромни; в центральній частині міста";Міський парк культури та відпочинкуім. Т.Г. Шевченка;Рішення облради від 30.08.2005 р.
3;«Асмолова»;Парк-пам’ятка садово-паркового мистецтва;;5,3787;"м. Суми; по пл. Свердлова, 14";КЗ «Сумський обласний спеціалізований диспансер радіаційного захисту населення»;Рішення облвиконкому від 13.07.1971 р.№ 355, рішення облради від 27.06.2008 р.
4;«Басівський»;Парк-пам’ятка садово-паркового мистецтва;;34,5814;"м. Суми; вул. Санаторна, 2";1. КП «Зеленбуд»2. КЗ «Обласний перинатальний центр»3. Сумський державний університет4. Сумська міська рада;Рішення облвиконкому від 20.06.1973 р.№ 305, рішення облради від 09.07.2009 р.
5;«Веретенівський»;Парк-пам’ятка садово-паркового мистецтва;;18,2464;"м. Суми; на території сільськогосподарського технікуму";Сумський національний аграрний університет;Рішення облвиконкому від 20.06.1973 р.№ 305, рішення облради від 27.06.2008 р.
6;«Огнівщина»;Парк-пам’ятка садово-паркового мистецтва;;43,4;"м. Ромни; на розі вулиць Горького та Урицького";Роменський сільськогосподарський технікум;Рішення облвиконкому від 20.06.1972 р.№ 305
7;«Великобобрицький»;Парк-пам’ятка садово-паркового мистецтва;;8;Краснопільський р-н: Великобобрицька с/р, в с. Великий Бобрик;Великобобрицька сільська рада;Рішення облвиконкому від 20.06.1972 р.№ 305
8;«Кочубеївський»;Парк-пам’ятка садово-паркового мистецтва;;22;Кролевецький р-н: Дубовицька с/р, в с. Дубовичі;Дубовицька сільська рада;Рішення облвиконкому від 20.06.1972 р.№ 305
9;«Ярославецький»;Парк-пам’ятка садово-паркового мистецтва;;19,6;Кролевецький р-н: Ярославецька с/р, в с. Ярославець;Ярославецька сільська рада;Рішення облвиконкому від 20.06.1972 р.№ 305
10;«Волокитинський» ;Парк-пам’ятка садово-паркового мистецтва;;11;Путивльський р-н: Волокитинська с/р, в с. Волокитине;Волокитинська сільська рада;Рішення облвиконкому від 20.06.1972 р.№ 305
11;«Низівський»;Парк-пам’ятка садово-паркового мистецтва;;6;Сумський р-н: Низівська селищ./р, в смт. Низи;Низівська селищна рада;Рішення облвиконкому від 20.06.1972 р.№ 305
12;«Гребениківський»;Парк-пам’ятка садово-паркового мистецтва;;12,6;"Тростянецький р-н: Гребениківська с/р; в с. Гребениківка. ДП ""Тростянецький агролісгосп"": кв. 3 (вид. 1)";1. ДП «Тростянецький агролісгосп»2. Гребениківська сільська рада;Рішення облвиконкому від 20.06.1972 р.№ 305
13;«Воздвиженський»;Парк-пам’ятка садово-паркового мистецтва;;42,6;"Ямпільський р-н: Воздвиженська селищ./р; в с.Воздвиженське. ДП ""Ямпільський агролісгосп"": кв. 102 (вид. 28-30, 34-39, 69-70)";1. ДП «Ямпільський агролісгосп»2. Воздвиженська сільська рада;Рішення облвиконкому від 20.06.1972 р.№ 305, рішення облради від 27.04.2001 р.
14;«Пивний ліс»;Парк-пам’ятка садово-паркового мистецтва;;5;"м. Ромни; біля Роменського пивзаводу та заводу ""Поліграфмаш""";Роменське житлово-комунальне господарство;Рішення облвиконкому від 27.09.1973 р.№ 504
15;«Кириківський»;Парк-пам’ятка садово-паркового мистецтва;;1,8;"В.-Писарівський р-н: Кириківська селищ./р; в смт. Кириківка";Кириківська селищна рада;Рішення облвиконкому від 15.04.1975 р.№ 219
16;«Камінський» ;Парк-пам’ятка садово-паркового мистецтва;;3,9;"Кролевецький р-н: Камінська с/р; в с. Камінь";Камінська сільська рада;Рішення облвиконкому від 31.12.1980 р.№ 704
17;«Хотінський»;Парк-пам’ятка садово-паркового мистецтва;;52,6;"Сумський р-н: Хотінська селищ./р; в смт. Хотінь. ДП ""Сумський агролісгосп"": кв. 19 (вид. 11-12, 15-19)";ДП «Сумський агролісгосп»;Рішення облвиконкому від 19.10.1989 р.№ 210
18;«Юнаківський»;Парк-пам’ятка садово-паркового мистецтва;;4,1;"Сумський р-н: Юнаківська с/р; в с. Юнаківка";Юнаківська сільська рада;Рішення облради від 22.04.2003 р.
19;«Княгині Львової»;Парк-пам’ятка садово-паркового мистецтва;;14,9;"Конотопський р-н: Бочечківська с/р; в с. Бочечки. ДП ""Конотопський агролісгосп"": кв. 51 (вид. 11)";1. Бочечківська сільська рада2. ДП «Конотопський агролісгосп»;Рішення облради від 22.04.2003 р.
20;"""Будинок-музей А.П. Чехова""";Парк-пам’ятка садово-паркового мистецтва;;2,3;м. Суми, в північно-східній частині мста Суми на правомку березі р. Псел, в історичному мікрорайоні Лука, між вулицями Чехова та Івана Франка;"Комунальний заклад Сумської обласної ради ""Меморіальний будинок-музей А.П. Чехова в м. Суми""";"Рішення облради від 24.01.2014 р. ""Про зміни в мережі ПЗФ області"""
;Всього парків-пам`яток садово-паркового мистецтва місцевого значення;20;;341,3065;;;
1;«Шкуратівський»;Дендрологічний парк;;3;"Білопільський р-н: Шкуратівська с/р; в с. Шкуратівка";Шкуратівська сільська рада;Рішення облвиконкому від 19.08.1991 р. № 138, рішення облради від 26.05.2004 р.
2;«Дендропарк Глухівського держлісгоспу»;Дендрологічний парк;;1,04;"м. Глухів; ДП ""Глухівський лісгосп"", подвір'я лісгоспу";ДП «Глухівське лісове господарство»;Рішення облради від 16.09.2004 р. та від 27.06.2008 р.
3;«Дендропарк Конотопського лісгоспу»;Дендрологічний парк;;1;"м. Конотоп; ДП ""Конотопський лісгосп"", подвір'я лісгоспу";ДП «Конотопське лісове господарство»;Рішення облради від 18.11.2011 р.
;Всього дендрологічних парків місцевого значення;3;;5,04;;;
;Всього територій та об’єктів ПЗФ місцевого значення;242;;130149,1414;;;
;Всього територій та об’єктів ПЗФ;261;;188782,3046;;;
