№ з.п.;Назва території чи об’єкта ПЗФ;Категорія ;Тип;Площа, га;Місце розташування  території чи об`єкту ПЗФ;Назва установи, підпрємства, організації, землекористувача (землевласника), у віданні якого знаходиться територія чи об’єкт ПЗФ;Рішення, згідно з яким створено (змінено) дану територію чи об’єкт ПЗФ
;«Резерват дуба»;пам`ятка природи;ботанічна;5,7;Болехівська міська рада, обринський лісництво,  кв.36, вид.30;ДП «Болехівський держлісгосп»;Рішення облвиконкому від 07.07.72 р. № 264
;«Алея модрини»;пам`ятка природи;ботанічна;5,4;Болехівська міська рада, обринський лісництво,  кв. 50, вид.20;ДП «Болехівський держлісгосп»;Рішення облвиконкому від 19.07.88 р. № 128
;«Дуб скельний»;пам`ятка природи;ботанічна;1,9;Болехівська міська рада, обринський лісництво,  кв. 52., вид 29-31;ДП «Болехівський держлісгосп»;Рішення обвиконкому від 13.12.76 р. № 478
;«Тис ягідний»;пам`ятка природи;ботанічна;0,03;Болехівська міська рада,  Козаківське лісництво,  кв. 11, вид.13;ДП «Болехівський держлісгосп»;Рішення обвиконкому від 07.07.72 р. № 264
;«Щавна»;пам`ятка природи;ботанічна;13,7;Болехівська міська рада, Козаківське лісництво,  кв. 30, вид.7,13,17;ДП «Болехівський держлісгосп»;Рішення обласної ради від 28.12.99 р. № 237 – 11/99
;«Набивки»;пам`ятка природи;ботанічна;22,8;Болехівська міська рада, Сукільське лісництво, кв. 9, вид. 15-17, кв. 14, вид. 24-26, 32-34;ДП «Болехівський держлісгосп»;Рішення обласної ради від 28.12.99 р. № 237 – 11/99
;«Олірки»;пам`ятка природи;ботанічна;7,4;Болехівська міська рада, Поляницьке лісництво,  кв.32, вид. 5,7,10;ДП «Болехівський держлісгосп»;Рішення обласної ради від 28.12.99 р. № 237 – 11/99
;«Еталон буково – модринового насадження»;пам`ятка природи;ботанічна;1,5;Долинський  район, Витвицьке лісництво, кв. 2, вид.11;ДП «Болехівський держлісгосп»;Рішення обвиконкому від 07.07.72 р. № 264
;«Еталон модринового насадження»;пам`ятка природи;ботанічна;2,8;Долинський район, Витвицьке лісництво, кв. 2, вид.12,15;ДП «Болехівський держлісгосп»;Рішення обвиконкому від 07.07.72 р. № 264
;«Сосна Веймутова»;пам`ятка природи;ботанічна;0,3;Долинський район, Витвицьке лісництво, кв. 3, вид.6;ДП «Болехівський держлісгосп»;Рішення обвиконкому від 13.12.76 р. № 478
;«Дугласії»;пам`ятка природи;ботанічна;1;Долинський район, Витвицьке лісництво, кв. 5, вид.9;ДП «Болехівський держлісгосп»;Рішення обвиконкому від 13.12.76 р. № 478
;«Еталон ялицевого насадження»;пам`ятка природи;ботанічна;5,4;Долинський район, Витвицьке лісництво, кв. 5, вид.14;ДП «Болехівський держлісгосп»;Рішення обвиконкому від 13.12.76 р. № 478
;«Довжанка»;пам`ятка природи;ботанічна;1,8;Долинський район, Витвицьке лісництво, кв. 5, вид.10,18;ДП «Болехівський держлісгосп»;Рішення обвиконкому від 16.09.80 р. № 335
;«Сосна кримська»;пам`ятка природи;ботанічна;0,01;Долинський район, Солотвинське лісництво, кв.1, вид.1;ДП «Вигодський держлісгосп»;Рішення обвиконкому від 07.07.72 р. № 264
;«Правич – 1»;пам`ятка природи;ботанічна;57,1;Долинський район, Правицьке лісництво, кв.16, вид.2,3;ДП «Вигодський держлісгосп»;Розпорядження облдержадміністрації від 15.07.96 р. № 451
;«Правич –2»;пам`ятка природи;ботанічна;5,6;обринськи район, Правицьке лісництво, кв.18, вид.16,19;ДП «Вигодський держлісгосп»;Розпорядження облдержадміністрації від 15.07.96 р. № 451
;«Кропивник»;пам`ятка природи;ботанічна;2,8;Долинський район, Мізунське лісництво, кв.7, вид.4,7;ДП «Вигодський держлісгосп»;Розпорядження облдержадміністрації від 15.07.96 р. № 451
;«Сосна кедрова»;пам`ятка природи;ботанічна;0,01;Долинський район, с. Шевченкове;Шевченківська сільська рада;Рішення обвиконкому від 07.07.72 р. № 264
;«Висока гора»;пам`ятка природи;ботанічна;2;Долинський район, с. Оболонь;Оболонська сільська рада;Рішення обласної ради від 15.07.93
;«Довгий міст»;пам`ятка природи;ботанічна;41,2;Долинський район, с. Оболонь та Раків;Оболонська та Надіївська сільські ради;Рішення обласної ради від 15.07.93
;«Гошівський болотний масив, урочище Гачки»;пам`ятка природи;ботанічна;11,3;Долинський район, с. Тяпче;Тяпчанська сільська рада;Рішення обласної ради від 15.07.93
;«Горіх сірий»;пам`ятка природи;ботанічна;0,01;м. Коломия  обр. Староміська;Коломийська міська рада;Рішення обвиконкому від 07.07.72 р. № 264
;«Магнолія»;пам`ятка природи;ботанічна;0,01;м. Коломия, обр. Театральна;Коломийська міська рада;Рішення обвиконкому від 07.07.72 р. № 264
;«Дуб звичайний»;пам`ятка природи;ботанічна;0,01;Надвірнянський район,  с. Молодьків;Молодьківська сільська рада;Рішення обласної ради від 15.07.93
;«Потоки»;пам`ятка природи;ботанічна;0,5;Надвірнянський район, Надвірнянське лісництво,   кв.6, вид.5;ДП «Надвірнянський держлісгосп»;Рішення обвиконкому від 07.07.72 р. № 264
;«Буковинка»;пам`ятка природи;ботанічна;2;Надвірнянський район, Надвірнянське лісництво,  кв.14, вид.32, 34;ДП «Надвірнянський держлісгосп»;Рішення обвиконкому від 07.07.72 р. № 264
;«Довбушансь-кий праліс»;пам`ятка природи;ботанічна;4,7;Надвірнянський район, Довбушанське лісництво, кв.15, вид.9, 18;ДП «Надвірнянський держлісгосп»;Рішення обвиконкому від 07.07.72 р. № 264
;«Еталон смерекового з домішкою бука насадження»;пам`ятка природи;ботанічна;11;Надвірнянський район, Довбушанське лісництво, кв.22, вид.8;ДП «Надвірнянський держлісгосп»;Рішення обласної ради від 15.07.93 р.
;«Еталон буково – смерекового насадження»;пам`ятка природи;ботанічна;6,5;Надвірнянський район, Довбушанське лісництво,  кв.23, вид.8;ДП «Надвірнянський держлісгосп»;Рішення обласної ради від 15.07.93 р.
;«Еталон ялицево – смерекового насадження»;пам`ятка природи;ботанічна;8;Надвірнянський районн, Довбушанське лісництво,  кв.36, вид.5;ДП «Надвірнянський держлісгосп»;Рішення обласної ради від 15.07.93 р.
;«Еталон ялицево – смерекового насадження»;пам`ятка природи;ботанічна;8,7;Надвірнянський район, Довбушанське лісництво,  кв.36, вид.6;ДП «Надвірнянський держлісгосп»;Рішення обласної ради від 15.07.93 р.
;«Прелуки»;пам`ятка природи;ботанічна;5;Надвірнянський р-н, Зеленське л-во, кв.4, вид 20;ДП «Надвірнянський держлісгосп»;Рішення обвиконкому від 07.07.72 р. № 264
;«Черник»;пам`ятка природи;ботанічна;3,2;Надвірнянський р-н, Зеленське л-во кв.20, вид 31-34;ДП «Надвірнянський держлісгосп»;Рішення обвиконкому від 16.09.80 р. № 335
;«Еталон змішаного ялицево-буково-смерекового насадження»;пам`ятка природи;ботанічна;5,4;Надвірнянський р-н, Бистрицьке л-во, кв.13, вид.5;ДП «Надвірнянський держлісгосп»;Рішення обласної ради від 15.07.93
;«Плюсове ялицево-смерекове насадження»;пам`ятка природи;ботанічна;22;Надвірнянський р-н, Бистрицьке л-во, кв.17, вид.7;ДП «Надвірнянський держлісгосп»;Рішення обласної ради від 15.07.93
;«Еталон змішаного насадження»;пам`ятка природи;ботанічна;4,4;Надвірнянський р-н, Бистрицьке л-во кв.20, вид.12;ДП «Надвірнянський держлісгосп»;Рішення облвиконкому від 07.07.72 р. № 264
;«Еталон змішаного ялицево-буково-смерекового насадження»;пам`ятка природи;ботанічна;7,5;Надвірнянський р-н, Бистрицьке л-во,  кв.21, вид.4;ДП «Надвірнянський держлісгосп»;Рішення обласної ради від 15.07.93
;«Еталон змішаного ялицево-буково-смерекового насадження»;пам`ятка природи;ботанічна;0,8;Надвірнянський р-н, Бистрицьке л-во, кв.21, вид.7;ДП «Надвірнянський держлісгосп»;Рішення обласної ради від 15.07.93
;«Еталон змішаного ялицево-буково-смерекового насадження»;пам`ятка природи;ботанічна;14;Надвірнянський р-н, Бистрицьке л-во, кв.23, вид.13;ДП «Надвірнянський держлісгосп»;Рішення обласної ради від 15.07.93
;«Еталон смерекового з домішкою бука, ялиці насадження»;пам`ятка природи;ботанічна;7;Надвірнянський р-н, Бистрицьке л-во кв.25, вид.4;ДП «Надвірнянський держлісгосп»;Рішення обласної ради від 15.07.93
;«Еталон смереково-букового насадження»;пам`ятка природи;ботанічна;5,2;Надвірнянський р-н, Бистрицьке л-во кв.68, вид.1;ДП «Надвірнянський держлісгосп»;Рішення облвиконкому від 07.07.72 р. № 264
;«Еталон змішаного насадження »;пам`ятка природи;ботанічна;14;Надвірнянський р-н, Бистрицьке л-во кв.69, вид.10;ДП «Надвірнянський держлісгосп»;Рішення облвиконкому від 07.07.72 р. № 264
;«Еталон смереково-букового насадження»;пам`ятка природи;ботанічна;1,9;Надвірнянський р-н, Бистрицьке л-во, кв.69, вид.11;ДП «Надвірнянський держлісгосп»;Рішення облвиконкому від 07.07.72 р. № 264
;«Еталон змішаного буково-ялицево-смерекового»;пам`ятка природи;ботанічна;5;Надвірннський р-н, Бистрицьке л-во, кв. 72, вид.7;ДП «Надвірнянський держлісгосп»;Рішення обласної ради від 15.07.93
;«Еталон смерекового з домішкою бука і ялиці насадження»;пам`ятка природи;ботанічна;4,4;Надвірнянський р-н, Бистрицьке л-во, кв.72, вид.14;ДП «Надвірнянський держлісгосп»;Рішення облвиконкому від 07.07.72 р. № 264
;«Еталон смереково-букового з домішкою явора насадження»;пам`ятка природи;ботанічна;2,9;Надвірнянський р-н, Бистрицьке л-во, кв.75, вид.8;ДП «Надвірнянський держлісгосп»;Рішення облвиконкому від 07.07.72 р. № 264
;«Еталон змішаного смерекового насадження»;пам`ятка природи;ботанічна;4,5;Надвірннський р-н, Бистрицьке л-во, кв. 75, вид.11;ДП «Надвірнянський держлісгосп»;Рішення обласної ради від 15.07.93
;«Еталон ялицево-смерекового насадження»;пам`ятка природи;ботанічна;3,8;Надвірнянський р-н, Максимецьке л-во, кв.13, вид.3;ДП «Надвірнянський держлісгосп»;Рішення облвиконкому від 07.07.72 р. № 264
;«Еталон насадження із смереки гірської »;пам`ятка природи;ботанічна;4,5;Надвірнянський р-н, Максимецьке л-во кв.21, вид.1;ДП «Надвірнянський держлісгосп»;Рішення обласної ради від 15.07.93
;«Плюсове змішане насадження смереки із смереки гірської»;пам`ятка природи;ботанічна;2,6;Надвірнянський р-н, Максимецьке л-во,  кв.21, вид.3;ДП «Надвірнянський держлісгосп»;Рішення обласної ради від 15.07.93
;«Еталон ялицево-смерекового з домішкою бука насадження »;пам`ятка природи;ботанічна;2;Надвірнянський р-н, Максимецьке л-во, кв.23, вид.11;ДП «Надвірнянський держлісгосп»;Рішення облвиконкому від 07.07.72 р. № 264
;«Еталон смерекового насадження »;пам`ятка природи;ботанічна;4;Надвірнянський р-н, Максимецьке л-во, кв.23, вид.13;ДП «Надвірнянський держлісгосп»;Рішення облвиконкому від 07.07.72 р. № 264
;«Еталон високогірного насадження смереки»;пам`ятка природи;ботанічна;3,1;Надвірнянський р-н, Максимецьке л-во, кв.31, вид.10;ДП «Надвірнянський держлісгосп»;Рішення обласної ради від 15.07.93
;«Плюсове насадження смереки у високогір’ї»;пам`ятка природи;ботанічна;7,3;Надвірнянський р-н, Максимецьке л-во, кв.32, вид.11;ДП «Надвірнянський держлісгосп»;Рішення обласної ради від 15.07.93
;«Еталон смерекового з домішкою ялиці насадження»;пам`ятка природи;ботанічна;2,7;Надвірнянський р-н, Довжинецьке л-во, кв.1, вид.12;ДП «Надвірнянський держлісгосп»;Рішення обласної ради від 15.07.93
;«Еталон смерекового з домішкою ялиці насадження»;пам`ятка природи;ботанічна;6;Надвірнянський р-н, Довжинецьке л-во, кв.4, вид.26;ДП «Надвірнянський держлісгосп»;Рішення обласної ради від 15.07.93
;«Еталон буково-смерекового насадження»;пам`ятка природи;ботанічна;1,6;Надвірнянський р-н, Довжинецьке л-во, кв.62, вид.15;ДП «Надвірнянський держлісгосп»;Рішення обласної ради від 15.07.93
;«Еталон ялицево-смерекового насадження»;пам`ятка природи;ботанічна;5,2;Надвірнянський р-н, Довжинецьке л-во, кв.62, вид.14;ДП «Надвірнянський держлісгосп»;Рішення обласної ради від 15.07.93
;«Еталон змішаного буково-смерекового з домішкою ялиці насадження»;пам`ятка природи;ботанічна;5,8;Надвірнянський р-н, Довжинецьке л-во, кв.67, вид.20;ДП «Надвірнянський держлісгосп»;Рішення обласної ради від 15.07.93
;«Еталон букового насадження»;пам`ятка природи;ботанічна;26;Надвірнянський р-н, Довжинецьке л-во, кв.64, вид.17;ДП «Надвірнянський держлісгосп»;Рішення обласної ради від 15.07.93
;«Плюсове насадження бука»;пам`ятка природи;ботанічна;25;Надвірнянський р-н, Гірське науково-дослідне л-во, кв.3, вид.8;ДП «Надвірнянський держлісгосп»;Рішення обласної ради від 15.07.93
;«Еталон ялицево-смерекового з домішкою бука насадження»;пам`ятка природи;ботанічна;2,3;Надвірнянський р-н, Річанське л-во, кв.2, вид.5;ДП «Надвірнянський держлісгосп»;Рішення обласної ради від 15.07.93
;«Еталон змішаного смерекового насадження»;пам`ятка природи;ботанічна;1,2;Надвірнянський р-н, Річанське л-во, кв.2, вид.19;ДП «Надвірнянський держлісгосп»;Рішення обласної ради від 15.07.93
;«Еталон змішаного ялицево-смерекового з домішкою бука насадження»;пам`ятка природи;ботанічна;2,2;Надвірнянський р-н, Річанське л-во, кв.2, вид.20;ДП «Надвірнянський держлісгосп»;Рішення обласної ради від 15.07.93
;«Еталон змішаного з ялицею і буком смерекового насадження»;пам`ятка природи;ботанічна;6,3;Надвірнянський р-н, Річанське л-во, кв.2, вид.28;ДП «Надвірнянський держлісгосп»;Рішення обласної ради від 15.07.93
;«Еталон буково-ялицево-смерекового насадження»;пам`ятка природи;ботанічна;5,7;Надвірнянський р-н, Річанське л-во, кв.2, вид.29;ДП «Надвірнянський держлісгосп»;Рішення обласної ради від 15.07.93
;«Еталон смерекового високогірного насадження»;пам`ятка природи;ботанічна;2,5;Надвірнянський р-н, Річанське л-во, кв.7, вид.34;ДП «Надвірнянський держлісгосп»;Рішення обласної ради від 15.07.93
;«Еталон чисто смерекового високогірсь-кого насадження»;пам`ятка природи;ботанічна;4,7;Надвірнянський р-н, Річанське л-во, кв.19, вид.1;ДП «Надвірнянський держлісгосп»;Рішення обласної ради від 15.07.93
;«Еталон високо гірського смерекового насадження»;пам`ятка природи;ботанічна;11;Надвірнянський р-н, Річанське л-во кв.24, вид.21;ДП «Надвірнянський держлісгосп»;Рішення обласної ради від 15.07.93
;«Журавлина»;пам`ятка природи;ботанічна;2;Надвірнянський р-н, Річанське л-во, кв.30, вид.7;ДП «Надвірнянський держлісгосп»;Рішення обласної ради від 15.07.93
;«Еталон змішаного смерекового насадження»;пам`ятка природи;ботанічна;1,4;Надвірнянський р-н, Річанське л-во кв.36, вид.12;ДП «Надвірнянський держлісгосп»;Рішення обласної ради від 15.07.93
;«Еталон смерекового з домішкою ялиці насадження»;пам`ятка природи;ботанічна;2;Надвірнянський р-н, Річанське л-во, кв.44, вид.26;ДП «Надвірнянський держлісгосп»;Рішення обласної ради від 15.07.93
;«Еталон змішаного смерекового насадження»;пам`ятка природи;ботанічна;2,2;Надвірнянський р-н, Річанське л-во, кв.48, вид.16;ДП «Надвірнянський держлісгосп»;Рішення обласної ради від 15.07.93
;«Тис ягідний»;пам`ятка природи;ботанічна;0,01;Надвірнянський р-н, Зарічанське л-во, кв.7, вид.4;ДП «Делятинський держлісгосп»;Рішення облвиконкому від 19.07.88 р. № 128
;«Підлісок»;пам`ятка природи;ботанічна;5,9;Надвірнянський р-н, Білоославське л-во, кв.14, вид.14,19,20;ДП «Делятинський держлісгосп»;Рішення обласної ради від 15.07.93
;«Підлісок»;пам`ятка природи;ботанічна;1;Надвірнянський р-н, Білоославське л-во, кв.14, вид.21;ДП «Делятинський держлісгосп»;Рішення обласної ради від 15.07.93
;«Тис ягідний»;пам`ятка природи;ботанічна;0,04;Надвірнянський р-н, Білоославське л-во, кв24, вид. 1;ДП «Делятинський держлісгосп»;Рішення обвиконкому від 07.07.72 р. № 264
;«Борсук»;пам`ятка природи;ботанічна;3,9;Надвірнянський р-н, Білоославське л-во, кв28, вид. 21;ДП «Делятинський держлісгосп»;Рішення обвиконкому від 16.09.80 р. № 335
;«Псевдотсуга зелена»;пам`ятка природи;ботанічна;0,14;Надвірнянський р-н, Білоославське л-во, кв29, вид. 9;ДП «Делятинський держлісгосп»;Рішення обвиконкому від 07.07.72 р. № 264
;«Бук лісовий»;пам`ятка природи;ботанічна;0,01;Надвірнянський р-н, Білоославське л-во, кв32, вид. 1;ДП «Делятинський держлісгосп»;Рішення обвиконкому від 19.07.88 р. №128
;«Славношора»;пам`ятка природи;ботанічна;5,4;Надвірнянський р-н, Білоославське л-во, кв34, вид. 15;ДП «Делятинський держлісгосп»;Рішення обвиконкому від 19.07.88 р. №128
;«Вільхівець»;пам`ятка природи;ботанічна;8,7;Надвірнянський р-н, Зарічанське л-во, кв1, вид. 24;ДП «Делятинський держлісгосп»;Рішення обласної ради від 15.07.93
;«Дуб звичайний»;пам`ятка природи;ботанічна;0,01;Надвірнянський р-н, Зарічанське л-во, кв.2, вид. 15;ДП «Делятинський держлісгосп»;Рішення облвиконкому від 13.12.76 р. № 478
;«Плющ звичайний»;пам`ятка природи;ботанічна;0,5;Надвірнянський р-н, Зарічанське л-во, кв3, вид. 10;ДП «Делятинський держлісгосп»;Рішення обласної ради від 28.12.99 р. № 237-11/99
;«Ровенька»;пам`ятка природи;ботанічна;4;Надвірнянський р-н, Зарічанське л-во, кв7, вид. 8;ДП «Делятинський держлісгосп»;Рішення обласної ради від 15.07.93
;«Кливка»;пам`ятка природи;ботанічна;1,7;Надвірнянський р-н, Зарічанське л-во, кв 9, вид. 4,6;ДП «Делятинський держлісгосп»;Рішення обласної ради від 15.07.93
;«Липи»;пам`ятка природи;ботанічна;0,18;Надвірнянський р-н, Зарічанське л-во, кв 18, вид. 29,31;ДП «Делятинський держлісгосп»;Рішення обласної ради від 15.07.93
;«Ільм гірський»;пам`ятка природи;ботанічна;1,7;Надвірнянський р-н, Любіжнянське л-во, кв 13, вид. 9;ДП «Делятинський держлісгосп»;Рішення обласної ради від 28.12.99 р. № 237-11/99
;«Страгірчик»;пам`ятка природи;ботанічна;1;Надвірнянський р-н, Зарічанське л-во, кв 21, вид. 12;ДП «Делятинський держлісгосп»;Рішення обласної ради від 15.07.93
;«Тарниці»;пам`ятка природи;ботанічна;0,12;Яремчанська міська рада, Микуличинське л-во, кв 20, вид. 4;ДП «Делятинський держлісгосп»;Рішення обласної ради від 15.07.93
;«Мала Гига»;пам`ятка природи;ботанічна;0,9;Яремчанська міська рада, Поляницьке л-во, кв 23, вид. 5;ДП «Делятинський держлісгосп»;Рішення обласної ради від 15.07.93
;«Сосна кедрова європейська»;пам`ятка природи;ботанічна;0,02;Яремчанська міська рада, Поляницьке л-во, кв 37, вид. 4;ДП «Делятинський держлісгосп»;Рішення облвиконкому від 07.07.72 р. №264
;«Груні»;пам`ятка природи;ботанічна;0,05;Надвірнянський р-н Майданське  л-во, кв 11, вид. 12;ДП «Делятинський держлісгосп»;Рішення обласної ради від 15.07.93
;«Горвіцові яри»;пам`ятка природи;ботанічна;1;Надвірнянський р-н Майданське  л-во, кв 16, вид. 8;ДП «Делятинський держлісгосп»;Рішення обласної ради від 15.07.93р.
;«Лопушанка»;пам`ятка природи;ботанічна;2,2;Надвірнянський р-н Майданське  л-во, кв 16, вид. 26;ДП «Делятинський держлісгосп»;Рішення облвиконкому від 17.05.83 р.  №166
;«Дуб звичайний»;пам`ятка природи;ботанічна;0,01;Надвірнянський р-н Майданське  л-во, кв 16, вид. 29;ДП «Делятинський держлісгосп»;Рішення облвиконкому від 19.07.88 р.  №128
;«Келія»;пам`ятка природи;ботанічна;3;Надвірнянський р-н Майданське  л-во кв 17, вид. 4;ДП «Делятинський держлісгосп»;Рішення обласної ради від 15.07.93р.
;«Спижі»;пам`ятка природи;ботанічна;1,6;Надвірнянський р-н, Майданське  л-во, кв. 19, вид. 1;ДП «Делятинський держлісгосп»;Рішення обласної ради від 15.07.93р.
;«Дубина»;пам`ятка природи;ботанічна;5,3;Надвірнянський р-н, Майданське  л-во, кв 20, вид. 2;ДП «Делятинський держлісгосп»;Рішення обласної ради від 15.07.93р.
;«Кордон»;пам`ятка природи;ботанічна;3,5;Надвірнянський р-н, Майданське  л-во, кв 48, вид. 4;ДП «Делятинський держлісгосп»;Рішення облвиконкому від 19.07.88 р.  №128
;«Смерека звичайна»;пам`ятка природи;ботанічна;0,01;Надвірнянський р-н Майданське  л-во кв 54, вид. 14;ДП «Делятинський держлісгосп»;Рішення облвиконкому від 19.07.88 р.  №128
;«Садки»;пам`ятка природи;ботанічна;4,1;Надвірнянський р-н, Майданське  л-во, кв 57, вид. 12;ДП «Делятинський держлісгосп»;Рішення обласної ради від 28.12.99 р. №237-11/99
;«Гонтарки»;пам`ятка природи;ботанічна;7;Яремчанська міська рада Дорівське  л-во, кв 8, вид. 22;ДП «Делятинський держлісгосп»;Рішення обласної ради від 15.07.93р.
;«Стайки»;пам`ятка природи;ботанічна;0,09;Яремчанська міська рада, Дорівське  л-во кв 9, вид. 3;ДП «Делятинський держлісгосп»;Рішення облвиконкому від 19.07.88 р.  №128
;«Ясені»;пам`ятка природи;ботанічна;3,1;Яремчанська міська рада, Дорівське  л-во кв 9, вид.12;ДП «Делятинський держлісгосп»;Рішення обласної ради від 15.07.93р.
;«Дебриця»;пам`ятка природи;ботанічна;4,4;Яремчанська міська рада, Дорівське л-во, кв 13, вид. 21;ДП «Делятинський держлісгосп»;Рішення облвиконкому від 16.09.80 р.  №335
;«Еталон букового насадження»;пам`ятка природи;ботанічна;5,1;Яремчанська міська рада, Дорівське л-во, кв 21, вид. 22;ДП «Делятинський держлісгосп»;Рішення облвиконкому від 07.07.72 р.  №264
;«Вабрянка»;пам`ятка природи;ботанічна;1,2;Яремчанська міська рада Горганське л-во, кв 10, вид. 14;ДП «Делятинський держлісгосп»;Рішення облвиконкому від 16.09.80 р.  №335
;«Буковиця»;пам`ятка природи;ботанічна;1;Яремчанська міська рада Горганське л-во, кв 13, вид. 20;ДП «Делятинський держлісгосп»;Рішення облвиконкому від 07.07.72 р.  №264
;«Горган»;пам`ятка природи;ботанічна;3;Яремчанська міська рада Горганське л-во, кв 18, вид. 18;ДП «Делятинський держлісгосп»;Рішення облвиконкому від 19.07.88 р.  №128
;«Катеринка»;пам`ятка природи;ботанічна;4,4;Яремчанська міська рада Горганське  л-во, кв .18, вид. 19;ДП «Делятинський держлісгосп»;Рішення облвиконкому від 07.07.72 р.  №264
;«Резерват сосни кедрової європейської »;пам`ятка природи;ботанічна;8,9;Яремчанська міська рада, Кремінцівське  л-во,  кв. 21, вид. 16,17,19,20 ,  кв. 23, вид.1-3;ДП «Ворохтянський держлісгосп»;Рішення облвиконкому від 07.07.72 р.  №264
;«Ожеред»;пам`ятка природи;ботанічна;7,6;Рогатинський р-н, с. Добринів;Добринівська сільська рада;Рішення обласної ради від 28.12.99 р. №237-11/99
;«Котови»;пам`ятка природи;ботанічна;5,3;Рожнятівський р-н, Липовецьке л-во, кв.3, вид.27;ДП «обринський держлісгосп»;Рішення облвиконкому від 16.09.80 р. № 335
;«Кораловий корінь»;пам`ятка природи;ботанічна;0,5;Рожнятівський р-н, Мшанське л-во, кв.22, вид. 36;ДП «Осмолодський держлісгосп»;Розпорядження облдержадміністрації від 15.07.96 р. № 451
;«Урочище «Сивулька-Бита»;пам`ятка природи;ботанічна;10;Снятинський р-н,  с. Красноставці;Красноставська сільська рада;Рішення обласної ради від 15.07.93 р.
;«Каштани»;пам`ятка природи;ботанічна;0,12;Тлумацький р-н, с. Бортники;Красноставська с/р;Рішення обласної ради від 15.07.93 р.
;«Липова алея»;пам`ятка природи;ботанічна;0,2;Тлумацький р-н, с. Палагичі;Палагицька с/р;Рішення обласної ради від 15.07.93 р.
;«Потіцька гора»;пам`ятка природи;ботанічна;3;Тлумацький р-н, с. Палагичі;Палагицька с/р;Рішення облвиконкому від 16.09.80 р. № 335
;«Дівич-гора»;пам`ятка природи;ботанічна;2,5;Тлумацький р-н, с. Долина;Долинянська с/р;Рішення обласної ради від 15.07.93 р.
;«Городище»;пам`ятка природи;ботанічна;55;Тлумацький р-н, с. Хотимир;обринський с/р;Розпорядження облдержадміністрації від 15.07.96 р. № 451
;«Татри»;пам`ятка природи;ботанічна;1,5;Тлумацький р-н, с. Білогірка;Білогірська с/р;Розпорядження облдержадміністрації від 15.07.96 р. № 451
;«Лиса гора»;пам`ятка природи;ботанічна;8;Тлумацький р-н, с. Герасимів;Герасимівська с/р;Розпорядження облдержадміністрації від 15.07.96 р. № 451
;«Дуб звичайний»;пам`ятка природи;ботанічна;0,01;м. Івано-Франківськ, вул. Гнатюка №4;ЖЕО № 6;Рішення облвиконкому від 13.12.76 р. №478
;«Бук пурпуролистий»;пам`ятка природи;ботанічна;0,02;м.Івано-Франківськ, вул.Княгинин № 44;ВО спиртової та горілчаної промисловості;Рішення облвиконкому від 13.12.76 р. №478
;«Гінко дволопатеве»;пам`ятка природи;ботанічна;0,01;м. Івано-Франківськ, вул. Василіанок № 54;ЖЕО №2;Рішення облвиконкому від 13.12.76 р. №478
;«Дуб віковий»;пам`ятка природи;ботанічна;0,01;м. Івано-Франківськ, вул.Маланюка № 25/1;Власник присадибної ділянки Кобринський Б.В.;Рішення обласної ради від 28.12.99 р. № 237-11/99
;«Дебриця»;пам`ятка природи;ботанічна;5,4;Надвірнянський район   Дорівське лісництво  кв. 14, вид 6;ДП «Делятинське лісове господарство»;Рішення обласної ради від 17.01.2008 р. № 490-18/2008
;«Копанки»;пам`ятка природи;ботанічна;36,8;"Калуський район  Войнилівське лісництво,  кв. 35, вид. 4 пл. 6,7 га;  кв. 35, вид. 10 пл. 27,0 га;  кв. 35, вид. 12 пл. 3,1 га;      ";ДП «Калуське лісове господарство»;Рішення обласної ради від 17.01.2008 р. № 490-18/2008
;«Дуб звичайний»;пам`ятка природи;ботанічна;0,01;м. Івано-Франківськ  вул.. Матейки, біля буд. №64;м. Івано-Франківськ;Рішення обласної ради від 11.01.2010 р. № 991-35/2010
;«Дуб Івана Франка»;пам`ятка природи;ботанічна;0,01;Коломийський район,  м. Коломия, вул. Івана Франка, біля буд. №40;Коломийська міська рада;Рішення обласної ради від 24.03.2011 р. № 90-4/2011
;«Дуб Карпінського»;пам`ятка природи;ботанічна;0,01;Коломийський район,  с. Голосків,  урочище «Хащ»;Голосківська сільська рада   Коломийський район;Рішення обласної ради від 24.03.2011 р. № 90-4/2011
;«Дуб Яноти»;пам`ятка природи;ботанічна;0,01;Снятинський район,  ДП «Коломийське лісове господарство»,  Заболотівське лісництво, кв.19;ДП «Коломийське лісове господарство»;Рішення обласної ради від 24.03.2011 р. № 90-4/2011
;«Ведмежі дуби»;пам`ятка природи;ботанічна;0,03;Рожнятівський район,   с. Берлоги,  урочище «Стара церква»;Берлогівська сільська рада  Рожнятівський район;Рішення обласної ради від 24.03.2011 р. № 90-4/2011
;«Дуб звичайний»;пам`ятка природи;ботанічна;0,01;Богородчанський район,  селище Богородчани,  вул. Могильницького,  біля будинку №3;Мартинець Віра Михайлівна;Рішення обласної ради від 24.03.2011 р. № 90-4/2011
;«Модрини»;пам`ятка природи;ботанічна;1,1;Косівський район,  Кутське лісництво, кв.19, вид.1,5;ДП «Кутське лісове господарство»; Рішення облвиконкому від 07.07.72 р. №264
