№ з.п.;Назва території чи об’єкта ПЗФ;Категорія ;Тип;Площа, га;Місце розташування  території чи об`єкту ПЗФ;Назва установи, підпрємства, організації, землекористувача (землевласника), у віданні якого знаходиться територія чи об’єкт ПЗФ;Рішення, згідно з яким створено (змінено) дану територію чи об’єкт ПЗФ
42.                ;Дахнівський;заказник;ботанічний;16,3;Черкаський район, кв. 37, вид. 10, 11, 14, 16 Дахнівського л-ва;"ДП ""Черкаське ЛМГ""";Ріш. ОВК від 12.01.82 р. № 12
43.                ;Прироські луки;заказник;ботанічний;25;Черкаський район, околиця с.Тубільці, ур. “Лузувате”, “Плашеня”, “Безева”;СТОВ ім. Мічуріна;Ріш. ОВК від 28.11.79 р. № 597
44.                ;Сфагнове болото;заказник;ботанічний;0,5;Черкаський район, кв. 292 Тясминського л-ва;"ДП ""Черкаське ЛМГ""";Ріш. ОВК від 08.01.86 р. № 7
45.                ;“Берестово”;заказник;ботанічний;2;Чигиринський район, кв. 92 вид. 1 Чигиринського л-ва;"ДП ""Чигиринське ЛГ""";Ріш. ОВК від 25.05.90 р. № 95
46.                ;Білосніжний;заказник;ботанічний;1,5;Чигиринський район, кв.17, вид. 2, 11 Креселецького лісництва, Кам_янський ДЛГ;"ДП ""Чигиринське ЛГ""";Ріш. Обл. ради від 08.04.00 р. № 15-4
47.                ;Гушівський;заказник;ботанічний;81;"Чигиринський район, кв. 56 ДП ""Чигиринське ЛГ";"ДП ""Чигиринське ЛГ""";Ріш. ОВК від 11.03.76 р. № 136
48.                ;Зам’ятницький;заказник;ботанічний;2;Чигиринський район, Сх околиця с. Зам’ятниця;Зам’ятницька сільська рада;Ріш. Обл. ради від 28.04.93 р. № 14-21
49.                ;Зубівський;заказник;ботанічний;0,2;Чигиринський район, кв. 2 вид. 3 Креселецького л-ва;"ДП ""Кам’янське ЛГ""";Ріш. ОВК від 14.04.83 р. № 205
50.                ;“Оля ”;заказник;ботанічний;0,1;Чигиринський район, кв. 2 вид. 23 Креселецького л-ва;"ДП ""Кам’янське ЛГ""";Ріш. ОВК від 25.05.90 р. № 95
51.                ;Тюльпан дібровний;заказник;ботанічний;4,5;Чигиринський район, , кв. 17, вид. 13 Креселецького лісництва;"ДП ""Кам’янське ЛГ""";ріш. обл. ради від 03.07.02 № 2-8
52.                ;Яничанський;заказник;ботанічний;55;Чигиринський район, кв. 37, 38 Яничанського л-ва;"ДП ""Чигиринське ЛГ""";Ріш. ОВК від 11.03.79 р. № 136
53.                ;Бобухівщина;заказник;ботанічний;2;Чорнобаївський район, Пд-Сх околиця с. Іркліїв, Сх колишнього с. Скородистик;СКВ “Міжгір’я”;Ріш. Обл. ради від 28.04.93 р. № 14-21
54.                ;Джулайка;заказник;ботанічний;14;Чорнобаївський район, на території Придніпровської сільскої ради;"ДП ""Золотоніське ЛГ""";Ріш.Обл.ради від 17.08.04 №17-6/ІУ
55.                ;Іркліївський;заказник;ботанічний;2;Чорнобаївський район, Пд-Зх околиця с. Іркліїв ;СКВ “Міжгір’я”;Ріш. Обл. ради від 28.04.93 р. № 14-21
56.                ;Червонохиженський;заказник;ботанічний;20;Чорнобаївський район, Червонохиженська балка бл. 800 м від дороги Золотоноша-Іркліїв;Мельниківська сільська рада;Ріш. Обл. ради від 28.04.93 р. № 14-21
56.;Разом заказників ботанічних;56;;10362,01;;;
1;Козацьке;заказник;гідрологічний;41,5;Драбівський район, адмінмежі Остапівської сільської ради;Остапівська сільська рада;Ріш. Обл. ради від 28.12.2010  № 3 - 11/VI
2.                    ;Заплавський;заказник;гідрологічний;91,7;Драбівський район, с.Великий Хутір;Великохутірська сільська рада;Ріш. ОВК від 14.04.83 р. № 205
3.                    ;Степанківський;заказник;гідрологічний;28,4;Драбівський район, с.Степанівка;Степанівська сільська рада;Ріш. ОВК від 14.04.83 р. № 205
4.                    ;Білоусівський;заказник;гідрологічний;147,3;В адмінмежах Білоусівської сільської ради Драбівського району;Білоусівська сільська рада;Ріш. Обл. ради від 21.12.07.р. № 14-19/V
5.                    ;Старорічище;заказник;гідрологічний;37,8;В адмінмежах Митлашівської сільської ради Драбівського району;Митлашівська сільська рада;Ріш. Обл. ради від 07.08.08.р. № 20-16/V
6.                    ;Свічківський;заказник;гідрологічний;19,2;В адмінмежах Свічківської сільської ради Драбівського району;Свічківська сільська рада;Ріш. Обл. ради від 28.08.09 р. № 28-8/V
7.                    ;Конельське болото;заказник;гідрологічний;600;Жашківський район, с.Конельська Попівка;"ТОВ мисливців та рибалок ""Жашківське""";Ріш. ОВК від 28.11.79 р. № 597
8.                    ;Лебедине озеро;заказник;гідрологічний;200;Жашківський район, с.Соколівка;Соколівська сільська рада;Ріш. ОВК від 14.04.83 р. № 205
9.                    ;Охматівський;заказник;гідрологічний;130;Жашківський район, с.Охматів;"ТОВ мисливців та рибалок ""Жашківське""";Ріш. ОВК від 28.11.79 р. № 597
10.                ;Сабадашківський;заказник;гідрологічний;52,4;с.Сабадаш;Сабадашківська сільська рада;Рішення ОР від 10.11.06 № 5-9/У
11.    ;Острожанський;заказник;гідрологічний;31,3;Жашківський район, с.Острожани;Острожанська сільська рада;Ріш. Обл. ради від 15.11.07.р. № 13-17/V
12.;Курячий;заказник;гідрологічний;13;Звенигородський район, с. Тарасівка;Тарасівська сільська рада;Ріш. Обл. ради від 28.12.2010  № 3 - 11/VI
13.   ;Тарасів Яр;заказник;гідрологічний;29,4;Звенигородський район, с. Моринці;Моринська сільська рада;Ріш. Обл. ради від 28.12.2010  № 3 - 11/VI
14. ;Михайлівський;заказник;гідрологічний;2,5;Звенигородський район, адмінмежі Боровиківської сільської ради;Боровиківська сільська рада;Ріш. Обл. ради від 28.12.2010  № 3 - 11/VI
15.                ;Банихівський;заказник;гідрологічний;19;Звенигородський район, с.Вільхівець;Вільхівецька сільська рада;Ріш. Обл. ради від 23.12.98 р. № 5-3
16.                ;Барабашківський;заказник;гідрологічний;3;Звенигородський район, с.Рижанівка;Рижанівська ветеринарна лікарня;Ріш. ОВК від 28.11.79 р. № 597
17.                ;Бучиківський;заказник;гідрологічний;8,4;Звенигородський район, кв. 45 вид. 1 Хлипнівського л-ва;"ДП ""Звенигородський лісгосп""";Ріш. ОВК від 28.11.79 р. № 597
18.                ;“Гільків”;заказник;гідрологічний;21,4;Звенигородський район, с.Вільхівець;Фермер Мельник В.П.;Ріш. Обл. ради від 23.12.98 р. № 5-3
19.                ;"""Графський""";заказник;гідрологічний;10,7;Звенигородського району, с.Рижанівка ;Релігійна громада церкви Євангель-ських Християн Бабтистів с.Рижанівка;ріш. обл. ради від 03.07.02 № 2-8
