№ з.п.;Назва території чи об’єкта ПЗФ;Категорія ;Тип;Площа, га;Місце розташування  території чи об`єкту ПЗФ;Назва установи, підпрємства, організації, землекористувача (землевласника), у віданні якого знаходиться територія чи об’єкт ПЗФ;Рішення, згідно з яким створено (змінено) дану територію чи об’єкт ПЗФ
13;Ділянка лікарських рослин    ;пам`ятка природи;ботанічна;1;Глибоцький район: ДП «Чернівецький лісгосп»Кузьмінське лісництвокв. 23  вид.2;ДП «Чернівецький лісгосп»;Рішення 17-ї сесії обласної ради ХХІІІ скликання від 20.12.01№ 171-17/01 
14;Ділянка дуба звичайного   ;пам`ятка природи;ботанічна;4,5;Глибоцький район: ДП «Чернівецький лісгосп»Кузьмінське лісництвокв.20  вид.8, 14;ДП «Чернівецький лісгосп»;Рішення 17-ї сесії обласної ради ХХІІІ скликання від 20.12.01№ 171-17/01
15;Францталь    ;пам`ятка природи;ботанічна;1;Глибоцький район:ДП «Чернівецький лісгосп» Кузьмінське лісництвокв.50  вид.6;ДП «Чернівецький лісгосп»;Рішення 17-ї сесії обласної ради ХХІІІ скликання від 20.12.01№ 171-17/01 
16;Вісім горіхів гікорі       ;пам`ятка природи;ботанічна;0,2;Глибоцький район: ДП «Чернівецький лісгосп»Кузьмінське л-во кв.16вид.5;ДП «Чернівецький лісгосп»;Рішення 17-ї сесії обласної ради ХХІІІ скликання від 20.12.01 № 171-17/01 
17;Насадження дуба звичайного ;пам`ятка природи;ботанічна;7,5;Глибоцький район:ДП «Чернівецький лісгосп»Кузьмінське лісництвокв. 45  вид.5;ДП «Чернівецький лісгосп»;Рішення 17-ї сесії обласної ради ХХІІІ скликання від 20.12.01№ 171-17/01 
18;Праліс буково-дубовий    ;пам`ятка природи;ботанічна;3,7;Глибоцький район: ДП «Чернівецький лісгосп»Турятське лісництвокв. 17  вид. 1 ;ДП «Чернівецький лісгосп»;Рішення 17-ї сесії обласної ради ХХІІІ скликання від 20.12.01 № 171-17/01 
19;Два велетні     ;пам`ятка природи;ботанічна;0,01;Кіцманський  районс.Стрілецький Кут;Стрілецько-Кутська сільська  рада;Рішення 17-ї сесії обласної ради ХХІІІ скликання від 20.12.01 № 171-17/01  
20;Букова ділянка ;пам`ятка природи;ботанічна;3,2;Глибоцький район:ДП «Чернівецький лісгосп»Турятське лісництвокв.1  вид.23;ДП «Чернівецький лісгосп»;Рішення 17-ї сесії обласної ради ХХІІІ скликання від 20.12.01№ 171-17/01 
21;Чотиривелетні      ;пам`ятка природи;ботанічна;0,4;Герцаївський район: ДП «Чернівецький лісгосп»Тернавське л-во кв. 9 в.5 ;ДП «Чернівецький лісгосп»;Рішення 17-ї сесії обласної ради ХХІІІ скликання від 20.12.01№ 171-17/01 
22;БоєрулСтурза ;пам`ятка природи;ботанічна;0,03;Герцаївський районс.Тернавка;Тернавська сільська рада;Рішення 18-ї сесії обласної ради XXI скликання обласної ради від 21.12.93
23;Праліс модрини європейської;пам`ятка природи;ботанічна;0,9;Сторожинецький район:  ДП «Сторожинець-кий лісгосп»Чудейське  л-во  кв. 8 вид. 9;ДП «Сторожинець-кий лісгосп»;Рішення облвиконкому від 30.05.79№ 198 
24;Праліс грабово-буково-дубовий  ;пам`ятка природи;ботанічна;5;Сторожинецький район: ДП «Сторожинець-кий лісгосп»Іжівське лісництвокв.70 вид.7;ДП «Сторожинець-кий лісгосп»;Рішення облвиконкомувід 30.05.79№ 198
25;Ділянка лучноїфлори   ;пам`ятка природи;ботанічна;1;Сторожинецький Район с.Глибочок;Кам’янська сільська рада;Рішення облвиконкому від 30.05.79№ 198 
26;Ділянка степової флори  ;пам`ятка природи;ботанічна;1;Сторожинецький район с.Заволока;Михальчанська сільська рада;Рішення облвикон-кому від 30.05.79 № 198
27;Ділянка лучної флори;пам`ятка природи;ботанічна;2;Сторожинецький район с.Спаська;Михальчанська сільська рада;Рішення облвиконкомувід 30.05.79 № 198 
28;Тисоваділянка ;пам`ятка природи;ботанічна;0,2;Сторожинецький район:Чернівецький військовий лісгоспкв.12 вид.2 кв.13 вид.1;Чернівецький військовий лісгосп;Розпоряд-ження обл-держадміні-страції від 08.02.96 № 87-р
29;Ділянка барвінку малого;пам`ятка природи;ботанічна;5;Вижницький районДП «Берегометськелісомисливське господарство»Мигівське лісництвокв.54 вид.16, 17;ДП «Берегометськелісомисливське господарство»;Рішення облвиконкомувід 30.05.79№ 198
30;Кошман;пам`ятка природи;ботанічна;3;Вижницький районДП «Берегометськелісомисливське господарство»Долішньошепітське лісництвокв.1 вид.9;ДП «Берегометськелісомисливське господарство»; Рішення облвиконкомувід 30.05.79№ 198
31;Лісничка;пам`ятка природи;ботанічна;5;Вижницький районДП «Берегометськелісомисливське господарство»Чемернарське лісництвокв.33 вид.9,кв.34  вид.15,кв.35  вид.8;ДП «Берегометськелісомисливське господарство»;Рішення облвиконкомувід 30.05.79№ 198
32;Буковинка;пам`ятка природи;ботанічна;2,8;Путильський район ДП «Путильський лісгосп»Шепітське лісниц-тво кв.17 вид.6,кв.18  вид.4;ДП «Путильський лісгосп»;Рішення 17-ї сесії обласної ради ХХІІІ скликання від 20.12.01№ 171-17/01 
33;Ділянка арніки гірської ;пам`ятка природи;ботанічна;4;Путильський район ДП«Путильський лісгосп»Сергіївське лісництво кв.33 вид.37;ДП «Путильський лісгосп»;Рішення облвиконкомувід 30.05.79№ 198
34;Жупани;пам`ятка природи;ботанічна;2;Путильський районс.Перкалабурочище Великого і  Малого Каменів;Шепітська сільська рада;Рішення облвиконкомувід 30.05.79№ 198
35;Ялинова ділянка;пам`ятка природи;ботанічна;25;Путильський район ДП «Путильський лісгосп»Яблунівське лісництво кв.25 вид.10-11;ДП «Путильський лісгосп»;Рішення облвиконкомувід 30.05.79№ 198
36;Два платани;пам`ятка природи;ботанічна;0,003;м.Вижницявул.Бурги-Семашко;Вижницька міська рада;Рішення облвиконкомувід 30.05.79 № 198
37;Арніка;пам`ятка природи;ботанічна;2;Путильський район ДП «Путильський лісгосп»Шепітське лво кв.36 вид.6;ДП «Путильський лісгосп»;Рішення 18-ї сесії обласної ради XXI скликання обласної ради від 21.12.93
38;Гінкго дволопатеве  ;пам`ятка природи;ботанічна;0,01;м. Чернівцівул. 28 Червня, 69;Прокуратура м.Чернівці;Рішення  облвиконко-му від 17.10.84 № 216
39;Група рідкісних дерев    ;пам`ятка природи;ботанічна;0,3;м. Чернівцівул. Головна, 135Обласна консультативна стоматполіклініка;Обласна консультативна стоматполіклініка;Рішення облвикон-комувід 30.05.79 № 198
40;Дуб крупно- плідний   ;пам`ятка природи;ботанічна;0,01;м. Чернівцівул.28 Червня,71;Чернівецький технікум залізнич-ного транспорту;Рішення облвикон-комувід 30.05.79№ 198
41;Псевдотсуга тисолиста;пам`ятка природи;ботанічна;0,02;м. Чернівцівул. Буковинська, 4;Дитяча міська клінічна  лікарня № 1;Рішення облвиконко-мувід 17.10.84№ 216
42;Магнолія Кобус;пам`ятка природи;ботанічна;0,01;м. Чернівцівул. 28 Червня, 71;Чернівецький технікум залізничного траснпорту;Рішення облвиконкому від 30.05.79№ 198, від 19.01.83 № 15
43;Магнолія Суланжа;пам`ятка природи;ботанічна;0,01;м. Чернівцівул. 28 Червня, 67;ПП «Регіон-центр»;Рішення облвиконкомувід 30.05.79 № 198
44;Магнолія „Суланжа”;пам`ятка природи;ботанічна;0,01;м. Чернівці вул. Фрунзе, 8-б ;Комунальне житлово- ремонтне експлуатаційне підприємство № 14;Рішення облвиконкомувід 30.05.79№ 198
45;Кедр європейський ;пам`ятка природи;ботанічна;0,3;м. Чернівцівул.Фрунзе, 2;Чернівецький національний університет ім.Ю.Федьковича;Рішення облвикон-комувід 30.05.79№ 198
46;Ялина колюча;пам`ятка природи;ботанічна;0,01;м. Чернівці вул. Федьковича, 46;Обласний ендокринологічний диспансер;Рішення облвиконкомувід 30.05.79№ 198
47;Лавр благородний;пам`ятка природи;ботанічна;0,01;м. Чернівцівул. Чернишевського, 50-б;гр.Гіндич О.В.;Рішення облвиконкому від 17.10.84 № 216
48;Берека звичайна;пам`ятка природи;ботанічна;0,03;м. Чернівцівул.Руська, 3;Комунальне житлово- ремонтне експлуатаційне підприємство № 12;Рішення 17-ї сесії обласної ради ХХІІІ скликання від 20.12.01 № 171-17/01
49;Група різновидностей рідкісних дерев;пам`ятка природи;ботанічна;0,5;м. Чернівцівул. Головна, 137Обласна клінічна лікарня;Обласна клінічна лікарня;Рішення облвиконко-мувід 17.10.84№ 216
50;Група рідкісних дерев;пам`ятка природи;ботанічна;0,06;м. Чернівцівул. Курильська, 13.;гр. Шабан Г.Є.;Рішення облвиконкомувід 30.05.79№ 198
51;Магнолія Суланжа;пам`ятка природи;ботанічна;0,01;м. Чернівцівул. Українська, 26.;гр.Білоус К.П. ;Рішення облвиконкомувід 30.05.79№ 198
52;Сквер з різно- видностями рідкісних дерев;пам`ятка природи;ботанічна;0,4;м. Чернівцівул. Л.Українки;Департамент житлово-комуналь-ного господарства м.Чернівці ;Рішенняоблвиконко-му від 17.03.92№ 72
53;Сквер з різно-видностями рідкісних дерев;пам`ятка природи;ботанічна;0,5;м. Чернівці,на розі вулицьУніверситетської та Коцюбинського ;Департамент ЖКГ м.Чернівці ;Рішенняоблвиконко-му від 17.03.92№ 72
54;Група рідкісних дерев;пам`ятка природи;ботанічна;0,03;м. Чернівці вул. Буковинська,  4-а;Обласна консультативна поліклініка;Рішення облвиконко-му від 17.03.92 № 72
55;Кедр європейський;пам`ятка природи;ботанічна;0,01;м. Чернівці вул. Стрийська, 62;ПП «Регіон-центр»;Рішення облвиконкому від 17.03.92 № 72
56;Черемхазвичайна;пам`ятка природи;ботанічна;0,003;м. Чернівцівул.Заводська, 22;Управління  ДАІ УМВС у Чернівецькій області; Рішення сесії обласної радивід 27.12.02  № 127-6/02
57;Туя західна;пам`ятка природи;ботанічна;0,003;м.Чернівцівул.Сімовича, 15;Міжрайонна природоохороннапрокуратура;Рішення 6-ї сесії облас-ної ради ХХІV скликання від 27.12.02  № 127-6/02
58;Ділянка рідкісних рослин;пам`ятка природи;ботанічна;2,1;Глибоцький район:ДП  «Чернівецький лісгосп»Турятське лісництвокв.1 вид.2;ДП  «Чернівецький  лісгосп»;Рішення облвиконкому від30.05.79 № 198,рішення 6-ї сесії обласної ради ХХІІІ скликання від 10.03.99 №14-6/99
59;Ділянка конвалії ;пам`ятка природи;ботанічна;3;Хотинський район :ДП «Хотинський  лісгосп»Новоселицьке лісництвокв. 1 вид. 9;ДП «Хотинський  лісгосп»;Рішення облвиконкому від 30.05 79 № 198 
60;Сосна чорна  ;пам`ятка природи;ботанічна;8,7;Сокирянський район:ДП «Сокирянський лісгосп»Ломачинське лісництво кв.16, вид.3;ДП «Сокирянський лісгосп»;Рішення 17-ї сесії обласної ради ХХІІІ скликання від 20.12.01№ 171-17/01
61;Липа срібляста  ;пам`ятка природи;ботанічна;0,7;Сокирянський район:ДП «Сокирянський лісгосп» Сокирянське лісництво кв.39 вид.5;ДП «Сокирянський лісгосп»;Рішення 17-ї сесії обласної ради ХХІІІ скликання від 20.12.01№ 171-17/01
62;Сторічний дуб  ;пам`ятка природи;ботанічна;0,03;Сокирянський районДП «Сокирянський лісгосп» Романківецьке лісництво кв.70 вид.3;ДП «Сокирянський лісгосп»;Рішення 17-ї сесії обласної ради ХХІІІ скликання від 20.12.01 № 171-17/01
63;Коркове дерево ;пам`ятка природи;ботанічна;0,003;м. Вижницявул.Українська, 25;Вижницька міська рада;Рішення 12-ї сесії обласної ради ХХІV скликання від 17.12.03  № 179-12/03
64;Берна;пам`ятка природи;ботанічна;5;Сторожинецький районДП «Сторожинець-кий лісгосп» Петрівецьке лісництво кв.59 вид.9;ДП «Сторожинецький лісгосп»;Рішення 7-ї сесії обласної ради V скликання від 16.10.06 № 105-7/06
65;Липа дрібнолиста  ;пам`ятка природи;ботанічна;3;Сторожинецький районДП «Сторожинець-кий лісгосп» Пе-трівецьке лісництво кв.1 вид.27;ДП «Сторожинецький лісгосп»;Рішення 7-ї сесії обласної ради V скликання від 16.10.06 № 105-7/06
66;Регат;пам`ятка природи;ботанічна;0,04;Герцаївський районДП «Герцаївське держспецлісництво АПК»,кв.21,л.д.4;ДП «Герцаївське держспецлісництво АПК»;Рішення 22-ї сесії обласної ради V скликання від 24.09.08 № 229-22/08
67;Діброва;пам`ятка природи;ботанічна;0,635;м.Чернівці,вул. Науки,1;Інститут термоелектрики Національної академії наук та Міністерства освіти і науки України;Рішення 29-ї сесії обласної ради V скликання від 17.06.09 № 148-29/09
;Разом пам`яток природи ботанічних;67;;125,797;;;
1;Джерело„Розкопинці”  ;пам`ятка природи;гідрологічна;0,3;Сокирянський районДП «Сокирянський лісгосп» Сокирянське л-вокв.21 вид.5 ;ДП «Сокирянський лісгосп»;Рішення облвиконкому від 30.05.79 № 198
2;Ожевська мінеральна ;пам`ятка природи;гідрологічна;0,5;Сокирянський районс.Ожево ;ТзОВ «Зелена липа»;Рішення облвиконкому від 30.05.79 № 198
3;Кельменецькамінеральна ;пам`ятка природи;гідрологічна;0,3;Кельменецький район смт. Кельменці; Кельменецька сільська  рада;Рішення облвиконкому  від 17.10.84 № 216
4;Джерело„Хотинське”   ;пам`ятка природи;гідрологічна;0,3;м. Хотин вул.Кутузова,34;ТзОВ «Дністер ЛТД»;Рішення облвиконкому від 30.05 79 № 198
5;Зарожанська мінеральна  ;пам`ятка природи;гідрологічна;0,3;Хотинський районс.Зарожани ;Зарожанська сільська рада;Рішення облвиконкому від 30.05 79  № 198
6;Джерело „Магала” ;пам`ятка природи;гідрологічна;0,3;Новоселицький район, с.Магала ;Магалянська сільська рада;Рішення облвиконкому від 30.05.79 № 198
7;Черленівська мінеральна-1;пам`ятка природи;гідрологічна;0,3;Новоселицький районс.Черленівка, св. №118;Черленівська сільська рада;Рішення облвиконкому від 17.10.84 № 216
8;Черленівська мінеральна-2  ;пам`ятка природи;гідрологічна;0,3;Новоселицький районс.Черленівка, св. № 22;Черленівська сільська рада;Рішення облвиконкомувід 17.10.84 № 216
9;Боянська мінеральна  ;пам`ятка природи;гідрологічна;0,3;Новоселицький районс.Бояни;Християнський табір «Джерело життя» євангельських християн-баптистів;Рішення облвиконкому від 30.05.79 № 198
10;Магалянська мінеральна-2  ;пам`ятка природи;гідрологічна;0,3;Новоселицький районс.Магала;Магалянська сільська рада;Рішення облвиконкому від 30.05.79 № 198
11;Новоселицька мінеральна  ;пам`ятка природи;гідрологічна;0,3;м.Новоселиця;Новоселицька міська рада;Рішення облвиконкому від 30.05.79 № 198
12;Брусницька мінеральна-31 ;пам`ятка природи;гідрологічна;0,3;Кіцманський районс.Кальнівці;Обласна комуналь-на установа «Облас-на лікарня віднов-ного лікування»;Рішення облвиконкому від 30.05.79 № 198
13;Брусницька мінеральна-3  ;пам`ятка природи;гідрологічна;0,3;Кіцманський район с.Кальнівці;Обласна комуналь-на установа «Облас-на лікарня віднов-ного лікування»;Рішення облвиконкомувід 30.05.79 № 198,  рішення облвиконкому від 17.10.84 № 216
14;Брусницькамінеральна-31д  ;пам`ятка природи;гідрологічна;0,3;Кіцманський район с.Кальнівці;Обласна комуналь-на установа «Облас-на лікарня віднов-ного лікування»;Рішення облвиконкому від 30.05.79 № 198
15;Брусницька мінеральна-508  ;пам`ятка природи;гідрологічна;0,3;Кіцманський район с.Кальнівці;Обласна комуналь-на установа «Облас-на лікарня віднов-ного лікування»;Рішення облвиконкому від 30.05.79 № 198
16;Брусницька мінеральна-509;пам`ятка природи;гідрологічна;0,3;Кіцманський район с.Кальнівці;Обласна комуналь-на установа «Облас-на лікарня віднов-ного лікування»;Рішення облвиконкому від 30.05.79№ 198
17;Брусницька;пам`ятка природи;гідрологічна;0,3;Кіцманський район с.Кальнівці;Обласна комуналь-на установа «Облас-на лікарня віднов-ного лікування»;Рішення облвиконкому від 30.05.79№ 198
18;Брусницькамінеральна-515;пам`ятка природи;гідрологічна;0,3;Кіцманський район с.Кальнівці;Обласна комуналь-на установа «Облас-на лікарня віднов-ного лікування»;Рішення облвиконкому від 30.05.79№ 198
19;Брусницька мінеральна-516;пам`ятка природи;гідрологічна;0,3;Кіцманський район с.Кальнівці;Обласна комуналь-на установа «Облас-на лікарня віднов-ного лікування»;Рішення облвиконкому від 30.05.79№ 198
20;Брусницька мінеральна-33Д;пам`ятка природи;гідрологічна;0,3;Кіцманський район с.Кальнівці;ТзОВ «Калина»;Рішення облвиконкому від 30.05.79 № 198
21;Оршовецька мінеральна;пам`ятка природи;гідрологічна;0,3;Кіцманський районсмт. Неполоківці;Неполоківецька селищна рада;Рішення облвиконкому від 30.05.79 № 198
22;Джерело«Вікно»;пам`ятка природи;гідрологічна;0,5;Заставнівський районс.Вікно;Вікнянська сільська рада;Рішення облвиконкому від 30.05.79 № 198
23;Джерело  «Хрещатик»;пам`ятка природи;гідрологічна;0,3;Заставнівський районс.Хрещатик;Хрещатинська сільська рада;Рішення облвиконкомувід 30.05.79 № 198
24;Звенячинська мінеральна;пам`ятка природи;гідрологічна;0,3;Заставнівський районс.Хрещатик;Хрещатинська сільська рада;Рішення облвиконкомувід 30.05.79 № 198
25;Озеро    «Бездонне»;пам`ятка природи;гідрологічна;3,4;Заставнівський районс.Прилипче;Прилипчанська сільська рада;Рішення облвиконкомувід 17.03.92 № 72   
26;Джерело «Поруб»;пам`ятка природи;гідрологічна;0,5;Сокирянський районДП «Сокирянський лісгосп» Сокирянське лісництво кв.7 вид.21;ДП «Сокирянський лісгосп»;Рішення 17-ї сесії обласної ради ХХІІІ скликання від 20.12.01 № 171-17/01
27;Мінеральна вода «Валя-Кузьминська-1»;пам`ятка природи;гідрологічна;0,3;Глибоцький районс.Валя Кузьмін;Пансіонат «Буковина»;Рішення облвикон-кому від 30.05.79 № 198
28;Мінеральна вода «Валя Кузьминська-2»;пам`ятка природи;гідрологічна;0,3;Глибоцький районс.Валя Кузьмін;Пансіонат «Буковина»;Рішення облвиконкому від 30.05.79 № 198
29;Мінеральна вода „Турбаза Буковина”;пам`ятка природи;гідрологічна;0,3;Глибоцький районс.Валя Кузьмін;Пансіонат «Буковина»;Рішення облвиконкому від 30.05.79 № 198
30;Хряцьківська мінеральна;пам`ятка природи;гідрологічна;0,3;Герцаївський районс.Хряцька ;Хряцківська сільська рада;Рішення облвикон-кому від 30.05.79 № 198
31;Джерело «Красноїльське»;пам`ятка природи;гідрологічна;0,3;Сторожинецький районсмт. Красноїльськ;Красноїльська селищна рада;Рішення облвиконкому від 30.05.79  № 198
32;Джерело «Підгірне-1»;пам`ятка природи;гідрологічна;0,5;Сторожинецький район с.Банилів-Підгірний;Банилівопідгірнів-ська сільська рада;Рішення облвиконкому від 30.05.79 № 198
33;Джерело «Підгірне-2»;пам`ятка природи;гідрологічна;0,5;Сторожинецький район, с.Банилів-Підгірний;Банилівопідгірнів-ська сільська рада;Рішення облвикон-кому від 30.05.79 № 198
34;Джерело «Підгірне-3»;пам`ятка природи;гідрологічна;0,5;Сторожинецький район с.Банилів-Підгірний;Банилівпідгірнів-ська сільська рада;Рішення облвиконкому від 30.05.79 № 198
35;Джерело «СтараКрасношора»;пам`ятка природи;гідрологічна;0,5;Сторожинецький районс.Стара Красношора;Старокрасношо-рівська сільська рада;Рішення облвиконкому від 30.05.79 № 198
36;Мінеральна водаБуковинська-1;пам`ятка природи;гідрологічна;0,3;Сторожинецький районс.Буденець;Буденецький завод мінеральних вод;Рішення облвиконкому від 30.05.79 № 198
37;Мінеральна вода Буковинська-2;пам`ятка природи;гідрологічна;0,3;Сторожинецький район с.Буденець;Буденецький завод мінеральних вод;Рішення облвиконкому від 30.05.79 № 198
38;Михальчанська мінеральна-2;пам`ятка природи;гідрологічна;0,3;Сторожинецький районс.Михальча;Михальчанська сільська рада;Рішення облвиконкому від 30.05.79 № 198
39;Джерело «Мигове-1»;пам`ятка природи;гідрологічна;0,3;Вижницький районс.Мигово;Мигівська сільська рада;Рішення облвиконкому від 17.10.84 № 216
40;Джерело «Мигове-2»;пам`ятка природи;гідрологічна;0,3;Вижницький районс.Мигово;Мигівська сільська рада;Рішення облвиконкому від 17.10.84 № 216
41;Джерело «Черешенька»;пам`ятка природи;гідрологічна;0,5;Вижницький районс.Черешенька;Черешеньська сільська рада;Рішення облвикон-кому від 30.05.79 № 198
42;Вижницька мінеральна;пам`ятка природи;гідрологічна;0,3;Вижницький районм. Вижницяна березі р.Виженка;Вижницька міська рада;Рішення облвиконкому від 30.05.79 № 198
43;Джерело«Сарата-1»;пам`ятка природи;гідрологічна;0,5;Путильський районс.Сарата;Шепітська сільська рада;Рішення облвиконкомувід 30.05.79 № 198
44;Джерело«Сарата-2»;пам`ятка природи;гідрологічна;0,5;Путильський районс.Сарата;Шепітська сільська рада;Рішення облвиконкомувід 30.05.79 № 198
45;Джерело «Сарата-3»;пам`ятка природи;гідрологічна;0,5;Путильський районс.Сарата ;Шепітська сільська рада;Рішення облвиконкомувід 30.05.79 № 198
46; Озеро«Гірське око» ;пам`ятка природи;гідрологічна;2,5;Путильський район: ДП «Путильський лісгосп» Черемоське лісництвокв.12  вид.13, 15;ДП «Путильський лісгосп»;Рішення облвиконкому від 17.10.84№ 216
47;Сергіївська мінеральна;пам`ятка природи;гідрологічна;0,3;Путильський районс.Сергії;Сергіївська сільська рада;Рішення облвиконкому від 30.05.79 № 198
48;Садгірська мінеральна;пам`ятка природи;гідрологічна;0,3;м.Чернівцівул.Підкови, 11;Обласний дитячий протитуберкульоз-ний диспансер;Рішення облвиконкому від 30.05.79№ 198
49;Озеро „Джулин”;пам`ятка природи;гідрологічна;31,2;Хотинський районс.Ширівці;Ширівецька сільська рада;Рішення обл.виконкомувід 16.06.00 № 82-11/2000
50;Джерело «Грушівське»;пам`ятка природи;гідрологічна;0,25;Кельменецький район:  ДП  «Сокирянський лісгосп», Кельменецьке лісництво кв.4 вид.2 ;ДП  «Сокирянський лісгосп» ;Рішення облвиконкому від 10.06.04 № 65-14/04
51;Широка криниця;пам`ятка природи;гідрологічна;0,6;Хотинський районс.Рукшин;Рукшинська сільська рада;Рішення облвиконкому від 10.06.04  № 65-14/04
52;Цілюще джерело;пам`ятка природи;гідрологічна;0,3;с Біла Кіцманського району;Білянська сільська рада;Рішення 22-ї сесії сесії обласної ради V скликання від 24.09.08  № 229-22/08
;Разом пам`яток природи гідрологічних;52;;54,25;;;
1;Шишкові горби;пам`ятка природи;геологічна;12;Кельменецький районс.Грушівці, Нагоряни;Грушівецька сільська рада;Рішення облвиконкому від 30.05.79 № 198
2;    Стратотипзвенигородсь-кої свити силуру;пам`ятка природи;геологічна;11,1;Хотинський районХотинське держ-спецлісництво АПКкв.19 вид.12-14;Хотинське держспецлісництво АПК;Рішення 2-ї сесії обласної ради XXII скликання від 16.12.94
3;Стратотип пригородської свити силуру;пам`ятка природи;геологічна;12;Хотинський район:Хотинське держ-спецлісництво АПКквартал 50 вид.10;Хотинське держспецлісництво АПК;Рішення 2-ї сесії обласної ради XXII скликання від 16.12.94
4;Городище «Корнети»;пам`ятка природи;геологічна;31;Хотинський район с. КорнештиХотинське ДСЛ  АПКкв.13 вид.9-21, 29;Хотинське держспецлісництво АПК;Рішення 2-ї сесії обласної ради XXII скликання від 16.12.94
5;Василівська стінка;пам`ятка природи;геологічна;2;Заставнівський районс.Василів;Василівська сільська рада;Рішення облвиконкому від 30.05.79 № 198
6;Кісткові залишки слона південного ;пам`ятка природи;геологічна;1;Заставнівський районс.Баламутівка ;Баламутівська сільська рада;Рішення облвиконкому від 17.10.84 № 216
7;Василівські водоспади;пам`ятка природи;геологічна;0,05;Заставнівський районс.Василів;Василівська сільська рада;Рішення облвиконкому від 17.03.92 № 72
8;Водоспад Дорошівецький;пам`ятка природи;геологічна;0,1;Заставнівський район, с.Дорошівці;Дорошівецька сільська рада;Рішення облвиконкому від 17.03.92 № 72  
9;Водоспад «Фалинський»;пам`ятка природи;геологічна;3,2;Заставнівський район, с. Дорошівці;Дорошовецька сільська рада;Рішення облвиконкому від 17.03.92 № 72  
10;Водоспад «Чорнопотоцький»;пам`ятка природи;геологічна;0,1;Заставнівський район с.Чорний Потік ;Чорнопотіцька сільська рада;Рішення облвиконкомувід 17.03.92 № 72
11;Водоспад «Кулівецький»;пам`ятка природи;геологічна;0,2;Заставнівський район, с.Кулівці;Кулівецька сільська рада;Рішення облвиконкому від 17.03.92 № 72  
12;Митківська стінка;пам`ятка природи;геологічна;12;Заставнівський район:с.Митків, с.Мусорівка;Митківська сільська рада;Рішення 18-ї сесії обласної ради XXI скликання від 21.12.93
13;Онутська стінка;пам`ятка природи;геологічна;24;Зставнівський район, с.Онут;Онутська сільська рада;Рішення 18-ї сесії обласної ради XXI скликання від 21.12.93
14;Печера «Фуштейка» ;пам`ятка природи;геологічна;2,5;Заставнівський районс.Погорилівка;Погорилівська сільська рада;Рішення облвиконкому від 17.03.92 № 72  
15;Кадубівська лійка;пам`ятка природи;геологічна;3,2;Заставнівський район с.Кадубівці;Кадубівецька сільська рада;Рішення облвиконкому від 17.03.92 № 72  
16;Одайський провал;пам`ятка природи;геологічна;0,75;Заставнівський районс.Чуньків;Чуньківська сільська рада;Рішення облвиконкому від 17.03.92 № 72  
17;Печера «Скитська»;пам`ятка природи;геологічна;4,2;Заставнівський районс.Кострижівка;Кострижівська сільська рада;Рішення облвиконкому від 17.03.92 № 72 
18;Печера «Руїна»;пам`ятка природи;геологічна;0,3;Заставнівський районс.Юрківці ;Юрковецька  сільська рада;Рішення облвиконкому від 17.03.92 № 72 
19;Водоспад«Королівський»;пам`ятка природи;геологічна;0,5;Сторожинецький район ДП «Сторожинецький лісгосп» Банилівське л-во  кв.20  вид.7;ДП «Сторожинець-кий лісгосп»;Рішення облвиконкому від 16.01.91№ 22
20;Дихтинецька стінка;пам`ятка природи;геологічна;1;Путильський районс.Дихтинець;Дихтинецька сільська рада;Рішення облвиконкому від 30.05.79 № 198
21;Петрашівська стінка;пам`ятка природи;геологічна;2;Путильський районс.Петраші ;Мариничівська сільська рада;Рішення облвиконкому від 30.05 79 № 198
22;Киселицькастінка;пам`ятка природи;геологічна;1;Путильський районс.Киселиці;Киселицька сільська рада;Рішення облвиконкому від 30.05.79 № 198
23;Тораківська стінка;пам`ятка природи;геологічна;1,5;Путильський районс. Тораки;Киселівська сільська рада;Рішення облвиконкому від 30.05.79 № 198
24;Закам’янілабагачка;пам`ятка природи;геологічна;0,1;Путильський районс. Усть-Путила;Усть-Путильська сільська рада;Рішення облвиконкому від 30.05.79 № 198
25;Камінь«Жаба»;пам`ятка природи;геологічна;0,01;Путильський районс.Мариничі;Мариничівська сільська рада;Рішення облвиконкому від 30.05.79 № 198
26;Скеля «Камінь Довбуша»;пам`ятка природи;геологічна;0,2;Путильський район  Карпатський  ДСЛ АПКРозтоківське лісництво кв.11 вид.4;Карпатський  держспецлісгосп АПК;Рішення облвиконкому від 30.05.79 № 198
27;Скеля «Протяте каміння»;пам`ятка природи;геологічна;2;Путильський районКарпатський  держспецлісгосп АПКРозтоківське лісництвокв.11  вид.11;Карпатський  держспецлісгосп АПК;Рішення облвиконкому від 30.05.79№ 198
28;Водоспад «Гук Сучавський»;пам`ятка природи;геологічна;0,5;Путильський районс.Шепіт Горішний;Шепітська сільська рада;Рішення облвиконкому  від 16.01.91 № 22
29;Водоспад „Поркулин”;пам`ятка природи;геологічна;1;Путильський районДП «Путильський лісгосп» Сергіївське лісництво  кв.10   вид. 49;ДП «Путильський лісгосп» ;Рішення 18-ї сесії обласної ради XXI скликання від 21.12.93
30;Водоспад „Бисків”;пам`ятка природи;геологічна;0,5;Путильський районДП «Путильський лісгосп» Усть-Путильське л-во кв.12 вид 42;ДП «Путильський лісгосп» ;Рішення 18-ї сесії обласної ради XXI скликання від 21.12.93
