№ з.п.;Назва території чи об’єкта ПЗФ;Категорія ;Тип;Площа, га;Місце розташування  території чи об`єкту ПЗФ;Назва установи, підпрємства, організації, землекористувача (землевласника), у віданні якого знаходиться територія чи об’єкт ПЗФ;Рішення, згідно з яким створено (змінено) дану територію чи об’єкт ПЗФ
19.;Сахнівський;заказник;гідрологічний;88;Заплава р. Хомори Ізяславського району;Сахнівська сільська рада Ізяславського району;Рішенням сесії обласної ради народних депутатів від 28.10.1994 року № 7
20.;Манівецький;заказник;гідрологічний;249;Заплава р. Ікопотьпоблизу с.Манівці;Кременчуківська сільська рада Красилівського району;Рішенням обласної ради народних депутатів від 17.12.1993 року № 3
21.;Безодня;заказник;гідрологічний;15;Лівобережна притока Південного Бугу;Требуховецька сільська рада Летичівського району;Рішенням виконкому обласної ради народних депутатів від 20.09.1979 року №251
22.;Голубе озеро;заказник;гідрологічний;28,5;Голицьке лісництво кв. 4 вид. 2,  кв.5 вид.5;ДП «Славутський лісгосп»;Рішенням обласної ради народних депутатів від 17.12.1993 року № 3
23.;Великочернятинський;заказник;гідрологічний;332,4;Пойма р. Ікопоть Старокостянтинівського району;Чернятинська сільська рада Старокостянтинівського району;Рішенням обласної ради народних депутатів від 25.12.1992 року № 4
24.;Ікопотський;заказник;гідрологічний;59,6;Заплава р. Ікопоть Старокостянтинівського району;Пашковецька сільська рада м. Старокостянтинів Старокостянтинівського району;Рішенням обласної ради народних депутатів від 17.12.1993 року № 3
25.;Воронківський;заказник;гідрологічний;80,4;Заплава р. Случ Старокостянтинівського району;Григорівська сільська рада Старокостянтинівського району;Рішенням обласної ради народних депутатів від 17.12.1993 року № 3
26.;Мартинівський;заказник;гідрологічний;45,4;На південний схід від с. Мартинівка;Вишнопільська сільська рада Старокостянтинівського району;Рішенням сесії обласної ради народних депутатів від 28.10.1994 року № 7
27.;Христосівський;заказник;гідрологічний;147;На захід від смт. Стара Синява;Старосинявська районна рада УТМР Старосинявського району;Рішенням сесії обласної ради народних депутатів від 28.10.1994 року № 7
28.;Човгузівський;заказник;гідрологічний;50;Верхів’я ставу в 1,5 км від Чорногузова;СС ім. Б.Хмельницького с. Чорногузів Теофіпольського району;Рішенням обласної ради народних депутатів від 17.12.1993 року № 3
29.;Грузевицький;заказник;гідрологічний;324;Пойма р. Південний Буг;Подільське торфооб’єднання; Рішенням облвиконкому від 04.09.1982 року   №  278                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
30.;Купинський;заказник;гідрологічний;12;Климентовецьке лісництво кв.44 вид 13;ДП «Шепетівський лісгосп»;Рішенням обласної ради народних депутатів від 25.12.1992 року № 4
31.;Урочище «Ожигівське»;заказник;гідрологічний;8,6;За 1,5 км від с. Ожигівці, вздовж автотраси Волочиськ-Авратин ;Ожигівська сільська радаВолочиського району;Рішенням обласної ради від 1.11.1996 року № 2 
32.;Шпичинецький;заказник;гідрологічний;55,2;Східна околиця с. Шпиченці;Шпичинецька сільська рада Деражнянського райлну;Рішенням обласної ради від 1.11.1996 року № 2 
33.;Сохужинецький;заказник;гідрологічний;53;За 1км від с.Сохуженці;Тернавська сільська рада Ізяславського району;Розпорядженням Голови ОДАвід 28.09.1995 року № 67-р
34.;Волицький;заказник;гідрологічний;56;Заплава р. Случ поблизу с.Волиця ;СТОВ «Діброва» с.ВолицяКрасилівського району;Розпорядженням Голови ОДАвід 28.09.1995 року № 67-р
35.;Волиця;заказник;гідрологічний;65;В південній частині с.Волиця;ТзОВ «Волиця» с.Волиця Теофіпольського району;Рішенням сесії обласної ради від 25.12.1997 року №5 
36.;Старокостянтинівський;заказник;гідрологічний;673,7;Південна околиця м. Старокостянтинів;ВАТ „Хмельницьке виробниче сільськогосподарсько-рибоводне підприємство ВАТ „Хмельницькрибгосп”Старокостянтинівського району;Розпорядженням Голови ОДАвід 28.09.1995 року № 67-р
37.;Урочище «Кайтанівка»;заказник;гідрологічний;12;Околиця с. В.Лазучин;Великолазучинська сільська рада Теофіпольського району;Розпорядженням Голови ОДАвід 28.09.1995 року № 67-р
38.;Колісецький;заказник;гідрологічний;40;За 1 км від с. Колісець на північний схід;Ільківська сільська радаТеофіпольського району;Рішенням обласної ради від 1.11.1996 року № 2 
39.;Зелений;заказник;гідрологічний;10;Поблизу х. Зелений;Михайлівська сільська рада Ярмолинецького району;Рішенням обласної ради народних депутатів від 17.12.1993 року № 3
40.;Урочище «Бам»;заказник;гідрологічний;44,3;Поблизу  с. Паплинці  ;Паплинецька сільська радас. ПаплинціСтаросинявського району;Рішенням сесії обласної ради від 25.12.1997 року №5 
41.;Антонінський;заказник;гідрологічний;567;В межах с. Антоніни Красилівського району;Антонінський рибцех Хмельницького облрибокомбінату;Рішенням  22 сесії обласної ради від 21.03.2002 р.      № 11
42.;Росолівецький;заказник;гідрологічний;114,5;В межах с. Росолівці Красилівського району;Антонінський рибцех Хмельницького облрибокомбінату;Рішенням  22 сесії обласної ради від 21.03.2002 р. №11
43.;Княже озеро;заказник;гідрологічний;75,8;На правому березі р. Горинь, між селами Крупець і Колом’єСлавутського р-ну ;Крупецька та Полянська сільські ради;Рішенням  22 сесії обласної ради від 21.03.2002 р. №11
44.;Урочище “Клиновецьке;заказник;гідрологічний;1157,5;Плужнянське лісництво кв. 44, 57-63, 68-72, 78, 79, 81-83, 90-93, 102-105 Ізяславського р-ну;ДП «Ізяславський лісгосп»;Рішенням 10 сесії обласної ради від 29.02.2000 р № 10
45.;Гнилий ріг ;заказник;гідрологічний;816,2;Лютарське лісництво кв. 27-30, 33-36. Ізяславський р-н;ДП «Ізяславський лісгосп»;Рішенням 10 сесії обласної ради від 29.02.2000 р № 10
46.;Михиринецький;заказник;гідрологічний;52,7;На східній околиці с. Михиринці в заплаві р. Случ Теофіпольського р-ну;Михиринецька сільська рада;Рішенням 9 сесії обласної ради від 11.07.2007 р. № 23-9/2007
47.;Іванівський;заказник;гідрологічний;51;В заплаві р. Грабарка між селами Бальківці та Іванівці Волочиського району;Гарнишівська сільська рада;Рішенням 9 сесії обласної ради від 11.07.2007 р. № 23-9/2007
;Разом заказників гідрологічних;47;;8827,2;;;
;Голицький;заказник;геологічний;6,6;Голицьке лісництво кв. 68 вид. 1, кв 58 вид 9-11 ;ДП «Славутський лісгосп» ;Рішенням сесії обласної ради народних депутатів від 28.10.1994 року № 7
;Разом заказників геологічних;1;;6,6;;;
1.;Лютарський;заказник;загально-зоологічний;35,7;Лютарське л-во кв.31 вид 1, кв. 33 вид 13-17, 21, 24 кв. 37 вид 1,5, 17, 18;ДП «Ізяславський лісгосп»;Рішенням сесії обласної ради народних депутатів від 28.10.1994 року № 7
2.;Чоботарня;заказник;загально-зоологічний;429;Козачанське л-во кв. 6-13;ДП “Летичівський лісгосп”;Рішенням облвиконкому від 20.12.1989 року № 203
3.;Лизнявський;заказник;загально-зоологічний;422;Романівське л-во кв. 37-40;ДП «Шепетівський лісгосп»; Рішенням облвиконкому від 26.10.1990 року № 194
4.;Пеньківський;заказник;загально-зоологічний;123,6;За 1,5 км.від с.Драчі;ДП „ХОСЛАП „Хмельницьк-облагроліс”Волочиського р-ну Старокостянтинівського р-ну;Рішенням обласної ради від 1.11.1996 року № 2 Розширений рішенням обласної ради від 25.12.1997 року № 5
5.;Андронівський;заказник;загально-зоологічний;55,2;На північній околиці с. Андронівка;ДП „ХОСЛАП „Хмельницьк-облагроліс”Волочиського р-ну Старокостянтинівського р-ну;Рішенням обласної ради від 1.11.1996 року № 2 
6.;Білинщина;заказник;загально-зоологічний;65;3 км. на захід від с.Підлісний Олексинець     ;ГСЛП „Горліс”Городоцького р-ну;Рішенням сесії обласної ради народних депутатів від 17.12.1993 року  №3
;Разом заказників загально-зоологічних;6;;1130,5;;;
1.;Павлові криниці;заказник;ентомологічний;6;Поблизу с.Нефедівці;Подільська сільська рада Кам’янець-Подільського р-ну;Рішенням облвиконкому від 18.10.1982 року № 306
2.;Брідок;заказник;ентомологічний;5,5;Поблизу с. Крушенівка;Крушанівська сільська рада Кам’янець-Подільського р-ну;Рішенням облвиконкому від 18.10.1982 року  № 306
3.;Бобровицький;заказник;ентомологічний;143;Між селами Лисець та В.Побійна в долині р. Бобровець;Лисецька сільська рада Дунаєвецького р-ну;      Рішенням облвиконкому від 04.09.1982 року   №  278                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
;Разом: заказників ентомологічних;3;;154,5;;;
1.;Тарасівський;заказник;орнітологічний;5,3;Сатанівське л-во кв. 1 вид 17, 18, 20 ;ДП «Ярмолинецький лісгосп»;Рішенням сесії обласної ради народних депутатів від 25.12.1992 року № 7
2.;Плужнянський;заказник;орнітологічний;1,4;Плужнянське л-во кв. 60 діл. 11;ДП «Ізяславський лісгосп»;Рішенням сесії обласної ради народних депутатів від 25.12.1992 року № 7
3.;Щедрівський;заказник;орнітологічний;1150;Щедрівське водосховище ;Хмельницький облрибокомбінат, Летичівська сільська рада;Рішенням Хмельницького облвиконкому від 15.10.1986 року № 225
4.;Ярославський;заказник;орнітологічний;990;Між селами  Ярославка і Митківці Летичівського р-ну;Хмельницький облрибокомбінат;Рішенням сесії обласної ради народних депутатів від 28.10.1994 року № 7
5.;Великоберезнянський;заказник;орнітологічний;500;Гирло р. Скрипівка та заплава р. Хомора на південний захід від с.В.Березна Полонського р-ну          ;ВАТ Хмельницький облрибокомбінат;Рішенням обласної ради народних депутатів від 17.12.1993 року № 3
6.;Миколаївський;заказник;орнітологічний;45;Заплава р. Іква;Пилявська сільська радас. Миколаївка  Старосинявського р-ну;Рішенням обласної ради народних депутатів від 17.12.1993 року № 3
7.;Червоноцвітський;заказник;орнітологічний;36;Климентовецьке л-во кв. 31 вид. 2, 3, 5, 6,8, 12-16, Мальованське л-во кв. 15 вид. 1,2, 4-9;ДП «Шепетівський лісгосп»;Рішенням сесії обласної ради народних депутатів від 25.12.1992 року № 7
8.;Кузьминський;заказник;орнітологічний;918,3;В 2,5-3 км. на північний схід від смт. Красилів.  ;Заставківська сільська радаКрасилівського р-ну;Рішенням обласної ради від 1.11.1996 року № 2 
9;Денисівський;заказник;орнітологічний;8;В межах с. Денисівка Білогірського району;Денисівська сільська рада ;Рішенням 22 сесії обласної ради від 21.03.2002 р № 11
10.;Левада ;заказник;орнітологічний;35,09;2  км н північ від с. Горбасів Летичівського району;Приватна власність;Рішенням 10 сесії обласної ради від 29.02.2001 р № 10
;Разом заказників орнітологічних;10;;3689,09;;;
;Всього заказників місцевого значення;133;;27902,89;;;
1.;Сковородецькі краєвиди;пам`ятка природи;комплексна ;82;На околиці с.Сковородки;Сковородецька сільська рада с.Сковородки Старокостянтинівського р-ну;Рішенням сесії обласної ради народних депутатів від 28.10.1994 року № 7
2.;Решнівська;пам`ятка природи;комплексна ;66,4;Біля с.Решнівка;Решнівецька сільська рада с.Решнівка Старокостянтинівського р-ну;Рішенням сесії обласної ради народних депутатів від 28.10.1994 року № 7
3.;Венеція;пам`ятка природи;комплексна ;14;Біля с. Миролюбне;Миролюбинська сільська рада с.Миролюбне Старокостянтинівського р-ну;Рішенням обласної ради народних депутатів від 17.12.1993 року № 3
4.;Жердя;пам`ятка природи;комплексна ;20;Між селамиМедисівка і Шибене;Гаврилівська сільська радаТеофіпольського р-ну;Рішенням облвиконкому від 20.12. 1989 року № 203
5.;Левківська;пам`ятка природи;комплексна ;52;На південь вздовж р.Случ, між селами Калинівка і Сергіївка.;Сербинівська сільська рада Старокостянтинівського р-ну;Рішенням сесії обласної ради від 28.09.1995 року  № 67-р
6.;Стецьківська;пам`ятка природи;комплексна ;107,6;На північний захід від м.Старокостянтинів;Стецьківська сільська рада м.СтарокостянтинівСтарокостянтинівського р-ну;Рішенням сесії обласної ради від 28.09.1995 року  № 67-р
7.;Миролюбненська;пам`ятка природи;комплексна ;90,7;В 1 км на південь від м.Старокостянтинів ;Миролюбинська сільська рада  м. СтарокостянтинівСтарокостянтинівського р-ну;Рішенням сесії обласної ради від 28.09.1995 року  № 67-р
8.;Лісок Громадський;пам`ятка природи;комплексна ;13;В північно-західній частині с. В.Каленичі ;ЛКП “Лісовик”Полонського р-ну;Рішенням сесії обласної ради від 28.09.1995 року  № 67-р
9.;Адамців гай;пам`ятка природи;комплексна ;19;В 1,5 км на північний схід від с.Коханівка;ЛКП “Лісовик”Полонського р-ну;Рішенням сесії обласної ради від 28.09.1995 року  № 67-р
10.;Богданів гайок;пам`ятка природи;комплексна ;7,4;В 1,5 км на південний західвід с.Новолабунь;ЛКП “Лісовик”Полонського р-ну;Рішенням сесії обласної ради від 28.09.1995 року № 67-р
11.;Гірчуків гайок;пам`ятка природи;комплексна ;4,1;Лісовий масив серед полів ксп ім.Кірова в 2 км від с.Титків; ЛКП “Лісовик”Полонського р-ну;Рішенням сесії обласної ради від 28.09.1995 року № 67-р
12.;Печиводська;пам`ятка природи;комплексна ;4,8;с.Печиводи, центр села;Печиводська сільська рада с.Печиводи Славутського р-ну;Рішенням сесії обласної ради від 28.09.1995 року  № 67-р
13.;Урочище «Жолоби»;пам`ятка природи;комплексна ;156;В 1,5 км на південь від с. Двірець;Двірецька сільська рада Ізяславського р-ну;Рішенням сесії обласної ради від 28.09.1995 року № 67-р
14.;Калюсецька гора ;пам`ятка природи;комплексна ;15;Поблизу с.Калюсик,урочище «Щомб»;Карачієвська сільська рада с.Калюсик Віньковецького р-ну;Рішенням сесії обласної ради від 25.12.1997 року № 5
15.;Северин;пам`ятка природи;комплексна ;40,6;На околиці с.Северин;Вишнопільська сільська рада с.Вишнопіль Старокостянтинівського р-ну;Рішенням сесії обласної ради від 25.12.1997 року № 5
16.;Завадська;пам`ятка природи;комплексна;4,6;Кв. 16, вид. 5,6,15,30Понінківського лісництва На правому березі р. Хомора смт. Понінка;ДП «Шепетівський лісгосп»;Рішенням 16 сесії обласної ради від 4.04.2001 р. № 10 
17.;Врублівецький ліс;пам`ятка природи;комплексна;89;Лісовий масив поблизу с. Врубівці Кам_янець-Подільського району ;КП “Надра Кам_янеччини”Кам’янець-Подільський район;Рішенням облвиконкому від 19.10.1988 року № 153
;Разом пам`яток природи комплексних;17;;786,2;;;
1.;Дзвінки;пам`ятка природи;ботанічна;2,5;Урочище „Дзвінки” Білогірське л-во кв. 25 діл. 5 Ізяславського ДЛГ;ДП «Ізяславський лісгосп»;Розпорядженням облвиконкому від 11.06.1970 року № 156-р «б» 7
2.;Вигорне;пам`ятка природи;ботанічна;3,7;Урочище „Вигорне” Білогірське л-во кв. 30 ДП “Ізяславський лісгосп”;ДП «Ізяславський лісгосп»;Розпорядженням облвиконкому від 11.06.1970 року № 156-р «б» 7
3.;Берека звичайна;пам`ятка природи;ботанічна;0,1;В урочищі „Корабельна роща” Віньковецьке л-во кв. 75 вид. 7;ДП «Ярмолинецький лісгосп»;Розпорядженням облвиконкому від 11.06.1970 року № 156-р «б» 7
4.;Дуб звичайний;пам`ятка природи;ботанічна;0,1;В урочищі „Корабельна роща” Віньковецьке л-во кв. 48 вид. 43;ДП «Ярмолинецький лісгосп»;Розпорядженням облвиконкому від 11.06.1970 року № 156-р «б» 7
5.;Липа серцелиста;пам`ятка природи;ботанічна;0,1;С. Охрімівні Віньковецького району;Охримовецька ЗОШ І-ІІІ ст.;Рішенням облвиконкому від 4.09.1982 року № 278
6.;Каштан кінський;пам`ятка природи;ботанічна;0,1;С. Охрімівні Віньковецького району;Охримовецька ЗОШ І-ІІІ ст.;Рішенням облвиконкому від 4.09.1982 року № 278
7.;Липа європейська;пам`ятка природи;ботанічна;0,1;На території парку в с. Бубнівка Волочиського району;Бубнівська сільська рада;Розпорядженням облвиконкому від 7.12.1972 року № 462-р
8.;Липа манжурська;пам`ятка природи;ботанічна;0,1;На території парку в с. Бубнівка Волочиського району;Бубнівська сільська рада;Розпорядженням облвиконкому від 7.12.1972 року № 462-р
9.;Каштан кінський;пам`ятка природи;ботанічна;0,1;На території парку в с. Бубнівка Волочиського району;Бубнівська сільська рада;Розпорядженням облвиконкому від 7.12.1972 року № 462-р
10.;Ялина колюча (форма сиза);пам`ятка природи;ботанічна;0,1;На території парку в с. Бубнівка Волочиського району;Бубнівська сільська рада;Розпорядженням облвиконкому від 7.12.1972 року № 462-р
11.;Туя пірамідальна;пам`ятка природи;ботанічна;0,02;В центрі м. Волочиськ;Волочиська міська рада;Рішенням сесії облради народних депутатів від 25.12.1992 року №7
12.;Городоцька дача І;пам`ятка природи;ботанічна;0,5;Ярмолинецьке л-во кв.52, діл. 2 (Городоцький район);ДП „Ярмолинецький лісгосп”;Рішенням облвиконком від 14.07.1977 року № 213 
13.;Городоцька дача ІІ;пам`ятка природи;ботанічна;0,4;Ярмолинецьке л-во кв.69, діл. 10;ДП „Ярмолинецький лісгосп”;Рішенням облвиконком від 14.07.1977 року № 213 
14.;Група вікових дерев;пам`ятка природи;ботанічна;2;С. Велика Левада Городоцького району;Купинська сільська рада;Рішенням облвиконкому від 21.11.1984 року № 242
15.;Дуб черешчатий;пам`ятка природи;ботанічна;0,01;В центрі м. Городок ;Городоцька міська рада;Рішенням облвиконкому від 16.10.1991 року № 177
16.;Урочище “Качанове”;пам`ятка природи;ботанічна;33,4;В 2.5 км. на північ від с. Зверхівці Городоцького району;ГСЛП „Горліс”Городоцького району ;Рішенням сесії облради від 28.10.1994 року № 7
17.;Деренівка;пам`ятка природи;ботанічна;17;За 2 км на захід від с. Грицьків Городоцького району;ГСЛП ”Горліс”Городоцького району;Рішенням облради від 1.11.1996 року №2
18.;Берека;пам`ятка природи;ботанічна;0,1;Урочище „Ковтун”” Дунаєвецьке л-во кв. 59;ДП «Кам’янець-Подільський лісгосп»;Розпорядженням облвиконкому від 11.06.1970 року № 156-р «б» 
19.;Дуб звичайний;пам`ятка природи;ботанічна;0,1;Малієвецьке л-во кв. 67 діл. 5  ДП «Кам’янець-Подільський лісгосп»;ДП «Кам’янець-Подільський лісгосп»;Розпорядженням облвиконкому від 11.06.1970 року № 156-р «б» 
20.;Морозівська дача;пам`ятка природи;ботанічна;5,5;Малієвецьке л-во кв. 34 діл. 7 ДП «Кам’янець-Подільський лісгосп»;ДП «Кам’янець-Подільський лісгосп»;Розпорядженням облвиконкому від 5.05.1975 року № 132
21.;Алея горіха волоського;пам`ятка природи;ботанічна;3;Вздовж дороги Васьковичі-Краснопільськ км. 341+600-343+600 ліва сторона (Дунаєвецький р-н);Служба автомобільних доріг у Хмельницькій області;Рішенням облвиконкому від 4.09.1982 року № 278          
22.;Алея горіха волоського;пам`ятка природи;ботанічна;5;Вздовж дороги Васьковичі-Краснопільськ км. 378-381 ліва сторона (Кам_янець-Подільский р-н);Служба автомобільних доріг у Хмельницькій області;Рішенням облвиконкому від 4.09.1982 року № 278          
23.;Букові дерева;пам`ятка природи;ботанічна;0,04;С. Залісці Дунаєвецького району;Залісецька сільська рада;Рішенням облвиконкому від 16.10.1991 року № 171
24.;Дуб черешчатий;пам`ятка природи;ботанічна;0,04;Маківське л-во кв. 76 вид. 8 ;ДП «Кам’янець-Подільський лісгосп»;Рішенням сесії облради від 1.11.1996 року № 2
25.;Дуб звичайний;пам`ятка природи;ботанічна;0,04;Маківське л-во кв. 75 вид. 11 ДП «Кам’янець-Подільський лісгосп»;ДП «Кам’янець-Подільський лісгосп»;Рішенням сесії облради від 1.11.1996 року № 2
26.;Плужнянська дача;пам`ятка природи;ботанічна;1;Плужнянська дача Плужнянського ліс-ва кв. 111 вид. 27 ;ДП «Ізяславський лісгосп»;Розпорядженням облвиконкому від 11.06.1970 року № 156-р- «б»
27.;Михельська дача І;пам`ятка природи;ботанічна;8,6;Михельська дача, Михельське л-во кв. 23 діл. 22 ;ДП «Ізяславський лісгосп»;Розпорядженням облвиконкому від 11.06.1970 року № 156-р- «б»
28.;Михельська дача ІІ;пам`ятка природи;ботанічна;3,1;Михельська дача, Михельське л-во кв. 25 діл. 7, кв. 5 діл. 7 ;ДП «Ізяславський лісгосп»;Розпорядженням облвиконкому від 11.06.1970 року № 156-р- «б»
29.;Дуб звичайний;пам`ятка природи;ботанічна;0,1;Плужнянське л-во кв. 58 діл. 33 Ізяславського ДЛГ;ДП «Ізяславський лісгосп»;Розпорядженням облвиконкому від 11.06.1970 року № 156-р- «б»
30.;Дуб черешчатий;пам`ятка природи;ботанічна;41;Лютарське л-во кв. 41 діл. 20 ДП «Ізяславський лісгосп»;ДП «Ізяславський лісгосп»;Рішенням облвиконкому від 15.10.1986 року № 225
31.;Віковий бук;пам`ятка природи;ботанічна;0,01;Поблизу Контори Плужнянського ліс-ва ДП «Ізяславський лісгосп»;ДП «Ізяславський лісгосп»;Рішенням сесії облради від 25.12.1992 року №7
32.;Каштан кінський;пам`ятка природи;ботанічна;0,1;С.Сохуженці Ізяславського р-ну на території ЗОШ;Сохужинецька ЗОШ ;Розпорядженням облвиконкому від 7.12.1972 року № 462-р
33.;Дуб звичайний;пам`ятка природи;ботанічна;0,1;Зростає в с. Червона діброва  Кам’янець-Подільського району;Слобідко-Рихтівська сільська рада Кам’янець-Подільського р-ну;Рішенням облвиконкому від 04.09.1982 р. № 278
34.;Явір;пам`ятка природи;ботанічна;0,1;Зростає в с. Шустівці біля будинку культури Кам’янець-Подільського району;Шустівецька сільська рада Кам’янець-Подільського р-ну;Рішенням облвиконкому від 04.09.1982 р. № 278
35.;Дуб звичайний;пам`ятка природи;ботанічна;0,11; Зростає в с. Тарасівка Кам’янець-Подільського району;Устянська сільська рада Кам’янець-Подільського р-ну;Рішенням облвиконкому від 04.09.1982 р. № 278
36.;Гінкго дволопатеве;пам`ятка природи;ботанічна;0,01;Зростає в м. Кам’янець-Подільському на вул. Шевченка, 55а  ;КП „Кам’янецький парк”;Розпорядженням облвиконкому від 22.10.1969 р. № 358-р
37.;Тюльпанове дерево;пам`ятка природи;ботанічна;0,01;Зростає в м. Кам’янець-Подільському на вул. Л.Україники, 77;КП „Кам’янецький парк”;Розпорядженням облвиконкому від 22.10.1969 р. № 358-р
38.;Липа кримська;пам`ятка природи;ботанічна;0,3;Зростає в м.Кам’янець-Подільському по вул. Л.Українки, 70;КП „Кам’янецький парк”;Розпорядженням облвиконкому від 11.06.1970 р. № 156-р”б”
39.;Липа європейська, форма розсіченолиста;пам`ятка природи;ботанічна;0,01;Зростає в м. Кам’янець-Подільському по вул. Ю Сіцінського, 2  ;Дитячий тубдиспансер;Розпорядженням облвиконкому від 11.06.1970 р. № 156-р”б”
40.;Бук червонолистий;пам`ятка природи;ботанічна;0,01;Зростає в м. Кам’янець-Подільському по вул. Ю Сіцінського, 2  ;Дитячий тубдиспансер;Розпорядженням облвиконкому від 11.06.1970 р. № 156-р”б”
41.;Бук європейський;пам`ятка природи;ботанічна;0,01;Зростає в м. Кам’янець-Подільському по вул.. Ю Сіцінського, 2  ;Дитячий тубдиспансер;Розпорядженням облвиконкому від 11.06.1970 р. № 156-р”б”
42.;Туя західна;пам`ятка природи;ботанічна;0,01;Зростає в м. Кам’янець-Подільському по вул.. Ю Сіцінського, 2  ;Дитячий тубдиспансер;Розпорядженням облвиконкому від 11.06.1970 р. № 156-р”б”
43.;Липа європейська;пам`ятка природи;ботанічна;0,01;Зростає в м. Кам’янець-Подільському по вул.. Ю Сіцінського, 2  ;Дитячий тубдиспансер;Розпорядженням облвиконкому від 11.06.1970 р. № 156-р”б”
44.;Софора японська;пам`ятка природи;ботанічна;0,01;Зростає в м. Кам’янець-Подільському по вул.. Ю Сіцінського, 2  ;Дитячий тубдиспансер;Розпорядженням облвиконкому від 11.06.1970 р. № 156-р”б”
45.;Айлант високий;пам`ятка природи;ботанічна;0,02;Зростає в м. Кам’янець-Подільському по вул.. Ю Сіцінського, 2  ;Дитячий тубдиспансер;Розпорядженням облвиконкому від 11.06.1970 р. № 156-р”б”
46.;Айлант високий;пам`ятка природи;ботанічна;0,01;Зростає в м. Кам’янець-Подільському по вул.. Ю Сіцінського, 2  ;Дитячий тубдиспансер;Розпорядженням облвиконкому від 11.06.1970 р. № 156-р”б”
47.;Тис ягідний ;пам`ятка природи;ботанічна;0,01;Зростає в м. Кам’янець-Подільському по вул.. Л.Українки, 66 ;КП „Кам’янецький парк”;Розпорядженням облвиконкому від 11.06.1970 р. № 156-р”б”
48.;Катальпа японська;пам`ятка природи;ботанічна;0,01;Зростає в м. Кам’янець-Подільському по вул.. Л.Українки, 50 ;КП „Кам’янецький парк”;Розпорядженням облвиконкому від 11.06.1970 р. № 156-р”б”
49.;Біота східна;пам`ятка природи;ботанічна;0,01;Зростає в м. Кам’янець-Подільському по вул. Драй - Хмари , 10  ;КП „Кам’янецький парк”;Розпорядженням облвиконкому від 11.06.1970 р. № 156-р”б”
50.;Горіх чорний;пам`ятка природи;ботанічна;0,01;Зростає в м. Кам’янець-Подільському по вул. Драй - Хмари , 22  ;КП „Кам’янецький парк”;Розпорядженням облвиконкому від 11.06.1970 р. № 156-р”б”
51.;Бундук канадський;пам`ятка природи;ботанічна;0,01;Зростає в м. Кам’янець-Подільському по вул. Л. Українки, 63 ;Станція юних техніків;Розпорядженням облвиконкому від 11.06.1970 р. № 156-р”б”
52.;Ялина колюча(ф. колумбіка);пам`ятка природи;ботанічна;0,01;Зростає в м. Кам’янець-Подільському по вул. Гунській, 9б. ;КП „Кам’янецький парк”;Розпорядженням облвиконкому від 11.06.1970 р. № 156-р”б”
53.;Ялівець Віргінський;пам`ятка природи;ботанічна;0,01;Зростає в м. Кам’янець-Подільському по вул. Гунській, 5. ;КП „Кам’янецький парк”;Розпорядженням облвиконкому від 11.06.1970 р. № 156-р”б”
54.;Ялівець Віргінський;пам`ятка природи;ботанічна;0,1;Зростає в м. Кам’янець-Подільському по вул. Л. Українки, 40 . ;КП „Кам’янецький парк”;Розпорядженням облвиконкому від 11.06.1970 р. № 156-р”б”
55.;Біота східна;пам`ятка природи;ботанічна;0,02;Зростає в м. Кам’янець-Подільському по вул. Л. Українки, 59.;КП „Кам’янецький парк”;Розпорядженням облвиконкому від 11.06.1970 р. № 156-р”б”
56.;Біота східна;пам`ятка природи;ботанічна;0,01;Зростає в м. Кам’янець-Подільському по вул. Л. Українки, 48. ;КП „Кам’янецький парк”;Розпорядженням облвиконкому від 11.06.1970 р. № 156-р”б”
57.;Туя західна;пам`ятка природи;ботанічна;0,02;Зростає в м. Кам’янець-Подільському по ул.. Шевченка, 39.;КП „Кам’янецький парк”;Розпорядженням облвиконкому від 11.06.1970 р. № 156-р”б”
58.;Туя західна(біогрупа);пам`ятка природи;ботанічна;0,2;Зростає в м. Кам’янець-Подільському по вул.. Шевченка, 24-26.;КП „Кам’янецький парк”;Розпорядженням облвиконкому від 11.06.1970 р. № 156-р”б”
59.;Горіх чорний;пам`ятка природи;ботанічна;0,04;Зростає в м. Кам’янець-Подільському по вул.. Гагаріна, 77 та по вул.. Гунській. ;КП „Кам’янецький парк”;Розпорядженням облвиконкому від 11.06.1970 р. № 156-р”б”
60.;Ясен звичайний(ф.плакуча);пам`ятка природи;ботанічна;0,02;Зростає в м. Кам’янець-Подільському по вул.. Суворова, 2.;КП „Кам’янецький парк”;Розпорядженням облвиконкому від 11.06.1970 р. № 156-р”б”
