№ з.п.;Назва території чи об’єкта ПЗФ;Категорія ;Тип;Площа, га;Місце розташування  території чи об`єкту ПЗФ;Назва установи, підпрємства, організації, землекористувача (землевласника), у віданні якого знаходиться територія чи об’єкт ПЗФ;Рішення, згідно з яким створено (змінено) дану територію чи об’єкт ПЗФ
27;„Дубово-соснове насадження”;пам`ятка природи;ботанічна;3,2;Ківерцівський р-н, Луцьке військове л-во,  кв.4 вид.1 пл.3,2 га;Луцьке військове л-во;Рішення облради від 10.02.95 № 3/5
28;„Дуби велетні звичайні”;пам`ятка природи;ботанічна;0,02;Ковельський р-н, с.Волошки;Колодяжненська сільська рада;Рішення облради від 30.05.2000 № 12/3
29;„Соснина-1”;пам`ятка природи;ботанічна;8;Ковельський р-н, ДП «Ковельське ЛГ», Скулинське л-во, кв.25, вид.25;ДП «Ковельське ЛГ»;Розпорядження облради від 3.03.93 № 18
30;„Лісова хаща”;пам`ятка природи;ботанічна;6,7;Ковельський р-н, ДП «Ковельське ЛГ», Скулинське л-во, кв.26, вид.6,7;ДП «Ковельське ЛГ»;Розпорядження облради від 3.03.93 № 18
31;„Соснова дача”;пам`ятка природи;ботанічна;14,4;Ковельський р-н, ДП «Ковельське ЛГ», Скулинське л-во, кв.49, вид.12,13,27;ДП «Ковельське ЛГ»;Розпорядження облради від 3.03.93 № 18
32;„Волога судіброва”;пам`ятка природи;ботанічна;1,2;Ковельський р-н, ДП «Ковельське ЛГ», Скулинське л-во, кв.51, вид.16;ДП «Ковельське ЛГ»;Розпорядження облради від 3.03.93 № 18
33;„Вільшаник-1”;пам`ятка природи;ботанічна;4,3;Ковельський р-н, ДП «Ковельське ЛГ», Скулинське л-во, кв.36, вид.41;ДП «Ковельське ЛГ»;Розпорядження облради від 3.03.93 № 18
34;„Вільшаник-2”;пам`ятка природи;ботанічна;2,5;Ковельський р-н, ДП «Ковельське ЛГ», Скулинське л-во, кв.37, вид.32;ДП «Ковельське ЛГ»;Розпорядження облради від 3.03.93 № 18
35;„Соснянка”;пам`ятка природи;ботанічна;17;Ковельський р-н, ДП «Ковельське ЛГ», Ковельське л-во, кв.37, вид.2;ДП «Ковельське ЛГ»;Рішення облвиконкому від 31.10.91 № 226
36;„Сосновий бір”;пам`ятка природи;ботанічна;6,2;Ковельський р-н, ДП «Ковельське ЛГ», Ковельське л-во, кв.37, вид.15,25;ДП «Ковельське ЛГ»;Рішення облвиконкому від 31.10.91 № 226
37;„Соснина-2”;пам`ятка природи;ботанічна;23;Ковельський р-н, ДП «Ковельське ЛГ», Ковельське л-во, кв.39, вид.13;ДП «Ковельське ЛГ»;Рішення облвиконкому від 31.10.91 № 226
38;„Хвойна”;пам`ятка природи;ботанічна;4,5;Ковельський р-н, ДП «Ковельське ЛГ», Ковельське л-во, кв.36, вид.10;ДП «Ковельське ЛГ»;Рішення облвиконкому від 31.10.91 № 226
39;„Сосна звичайна велетень”;пам`ятка природи;ботанічна;0,01;Локачинський р-н, ДП «Володимир-Волинське ЛМГ», Губинське л-во, кв.17, вид.26;ДП «Володимир-Волинське ЛМГ»;Рішення облвиконкому від 11.07.72 № 255
40;„Дуб звичайний велетень-1”;пам`ятка природи;ботанічна;0,01;Локачинський р-н, ДП «Володимир-Волинське ЛМГ», Губинське л-во, кв.14, вид.16;ДП «Володимир-Волинське ЛМГ»;Рішення облвиконкому від 11.07.72 № 255
41; „Дуб звичайний велетень-2”;пам`ятка природи;ботанічна;0,01;Локачинський р-н, ДП «Володимир-Волинське ЛМГ», Губинське л-во, кв.49, вид.43;ДП «Володимир-Волинське ЛМГ»;Розпорядження облвиконкому від 29.10.76 № 486-р
42;„Модриновий ліс”;пам`ятка природи;ботанічна;1,6;Локачинський р-н, ДП «Володимир-Волинське ЛМГ», Губинське л-во, кв.13, вид.18;ДП «Володимир-Волинське ЛМГ»;Рішення облвиконкому від 27.12.72 № 563
43;„Група дубів велетнів”;пам`ятка природи;ботанічна;0,05;Луцький р-н, ДП „Ківерцівське ЛГ”, Боголюбське л-во, кв.37;ДП „Ківерцівське ЛГ”;Рішення облвиконкому від 11.07.72 № 255
44;„Меморіал”;пам`ятка природи;ботанічна;5;м. Луцьк;КП «Зелене господарство»;Розпорядження облради від 3.03.93 № 18-р
45;„Дубовий гай”;пам`ятка природи;ботанічна;1;м. Луцьк;КП «Зелене господарство»;Розпорядження облради від 3.03.93 № 18-р
46;„Лесин ясен”;пам`ятка природи;ботанічна;0,01;м. Луцьк;КП «Зелене господарство»;Рішення облвиконкому від 11.07.72 № 255
47;„Платан західний”;пам`ятка природи;ботанічна;0,01;м. Луцьк;КП «Зелене господарство»;Розпорядження облвиконкому від 29.10.76 № 486-р
48;„Дуб плакучої форми”;пам`ятка природи;ботанічна;0,01;м. Луцьк;КП «Зелене господарство»;Розпорядження облвиконкому від 29.10.76 № 486-р
49;„В’язівенська”;пам`ятка природи;ботанічна;0,1;Любешівський р-н, ДП СЛАП «Любешівагроліс», Любешівське л-во, кв.25, вид.27;ДП СЛАП «Любешівагроліс»;Рішення облради від 9.12.98 № 4/3
50;„Сосна веймутова”;пам`ятка природи;ботанічна;0,5;Любешівський р-н, ДП «Любешівське ЛГ», Любешівське л-во;ДП «Любешівське ЛГ»;Рішення облради від 9.12.98 № 4/3
51;„Група дубів-1”;пам`ятка природи;ботанічна;0,2;Любешівський р-н, ДП «Любешівське ЛГ», Білоозерське л-во;ДП «Любешівське ЛГ»;Рішення облвиконкому від 11.07.72 № 255
52;„Група дубів-2”;пам`ятка природи;ботанічна;0,3;Любешівський р-н, ДП «Любешівське ЛГ», Білоозерське л-во;ДП «Любешівське ЛГ»;Рішення облвиконкому від 11.07.72 № 255
53;„Ділянка лісу -1”;пам`ятка природи;ботанічна;5;Любешівський р-н, ДП «Любешівське ЛГ», Білоозерське л-во;ДП «Любешівське ЛГ»;Рішення облвиконкому від 11.07.72 № 255
54;„Ділянка лісу-2”;пам`ятка природи;ботанічна;1,7;Любешівський р-н, ДП «Любешівське ЛГ», Білоозерське л-во;ДП «Любешівське ЛГ»;Рішення облвиконкому від 11.07.72 № 255
55;„Дуб звичайний велетень”;пам`ятка природи;ботанічна;0,01;Любомльський р-н, ДП «Любомльське ЛГ», Головненське л-во;ДП «Любомльське ЛГ»;Рішення облвиконкому від 11.07.72 № 255
56;„Гряда-1”;пам`ятка природи;ботанічна;6;Любомльський р-н, ДП «Любомльське ЛГ», Мосирське л-во;ДП «Любомльське ЛГ»;Рішення облради від 20.12.93 № 16/6
57;„Гряда-2”;пам`ятка природи;ботанічна;5,6;Любомльський р-н, ДП «Любомльське ЛГ», Мосирське л-во;ДП «Любомльське ЛГ»;Рішення облради від 20.12.93 № 16/6
58;„Урочище ялинник”;пам`ятка природи;ботанічна;12;Любомльський р-н, ДП «Любомльське ЛГ», Головненське л-во;ДП «Любомльське ЛГ»;Рішення облради від 20.12.93 № 16/6
59;„Кокоровець”;пам`ятка природи;ботанічна;8,9;Любомльський р-н, ДП «Любомльське ЛГ», Головненське л-во;ДП «Любомльське ЛГ»;Рішення облради від 20.12.93 № 16/6
60;„Девяте”;пам`ятка природи;ботанічна;9,2;Любомльський р-н, ДП «Любомльське ЛГ», Головненське л-во;ДП «Любомльське ЛГ»;Рішення облради від 20.12.93 № 16/6
61;„Чорторийський ялинник”;пам`ятка природи;ботанічна;5,9;Маневицький р-н, ДП «Маневицьке ЛГ», Чорторийське л-во;ДП «Маневицьке ЛГ»;Рішення облради від 9.12.98 № 4/3
62;„Оконський ялинник”;пам`ятка природи;ботанічна;2,6;Маневицький р-н, ДП «Маневицьке ЛГ», Оконське л-во;ДП «Маневицьке ЛГ»;Рішення облради від 9.12.98 № 4/3
63;„Соснова субір”;пам`ятка природи;ботанічна;24,9;Маневицький р-н, ДП „Ковельське ЛГ”, Кашівське л-во;ДП „Ковельське ЛГ”;Розпорядження облради від 3.03.93 № 18-р
64;„Дуб звичайний”;пам`ятка природи;ботанічна;0,01;Маневицький р-н, ДП „Колківське ЛГ”, Осницьке л-во;ДП „Колківське ЛГ”;Рішення облвиконкому від 11.07.72 № 255
65;„Дуб звичайний-2”;пам`ятка природи;ботанічна;0,01;Маневицький р-н, ДП „Колківське ЛГ”, Осницьке л-во;ДП „Колківське ЛГ”;Рішення облвиконкому від 11.07.72 № 255
66;„Дуб звичайний-3”;пам`ятка природи;ботанічна;0,01;Маневицький р-н, ДП „Колківське ЛГ”, Осницьке л-во;ДП „Колківське ЛГ”;Рішення облвиконкому від 11.07.72 № 255
67;„Журавичівська”;пам`ятка природи;ботанічна;2,4;Маневицький р-н, ДП „Колківське ЛГ”, Рудниківське л-во, кв.33, вид.2;ДП „Колківське ЛГ”;Рішення облради від 17.03.94 № 17/19
68;„Городоцький ялинник”;пам`ятка природи;ботанічна;4,3;Маневицький р-н, ДП „Городоцьке ЛГ”, Городоцьке л-во, кв.54, вид.3;ДП „Городоцьке ЛГ”;Розпорядження облвиконкому від 20.11.86 № 361-р
69;„Болітце”;пам`ятка природи;ботанічна;2,91;Маневицький р-н, с.Карасин;Карасинська сільська рада;Рішення облради від 29.03.05 № 19/27
70;„Красний дуб”;пам`ятка природи;ботанічна;0,2;Маневицький р-н, с.Городок;Городоцька сільська рада;Рішення облради від 25.07.03 № 6/33
71;„Кедр сибірський”;пам`ятка природи;ботанічна;0,01;Ратнівський р-н, с.Поступель;Поступельська сільська рада;Рішення облвиконкому від 11.07.72 № 255
72;„Гірницький ялинник”;пам`ятка природи;ботанічна;2,1;Ратнівський р-н, ДП „Ратнівське ЛГ”, Гірницьке л-во, кв.23, вид.17;ДП „Ратнівське ЛГ”;Розпорядження облвиконкому від 20.11.86 № 361-р
73;„Дуби звичайні”;пам`ятка природи;ботанічна;0,01;Ратнівський р-н, ДП „Ратнівське ЛГ”, Гірницьке л-во, кв.23, вид.17;ДП „Ратнівське ЛГ”;Рішення облради від 17.03.94 № 17/19
74;„Мацеївські дачі”;пам`ятка природи;ботанічна;4,3;Старовижівський р-н, ДП „Старовижівське ЛГ”, Старовижівське л-во;ДП „Старовижівське ЛГ”;Рішення облвиконкому від 31.10.91 № 226
75;„Дуб звичайний велетень”;пам`ятка природи;ботанічна;0,1;Старовижівський р-н, ДП „Старовижівське ЛГ”, Дубечненське л-во;ДП „Старовижівське ЛГ”;Рішення облвиконкому від 11.07.72 № 255
76;„Сосна звичайна – 200 років”;пам`ятка природи;ботанічна;0,01;Старовижівський р-н, ДП „Старовижівське ЛГ”, Дубечнівське л-во;ДП „Старовижівське ЛГ”;Рішення облвиконкому від 11.07.72 № 255
77;„Береза чорна”;пам`ятка природи;ботанічна;0,01;Старовижівський р-н, с.Черемшанка;Служба автомобільних доріг у Волинській області;Рішення облвиконкому від 25.09.73 № 312-р
78;„Дуби скельні-1”;пам`ятка природи;ботанічна;2,1;Старовижівський р-н, ДП „Старовижівське ЛГ”, Любохинівське л-во;ДП „Старовижівське ЛГ”;Рішення облвиконкому від 15.07.74 № 273-р
79;„Дуби скельні-2”;пам`ятка природи;ботанічна;0,4;Старовижівський р-н, ДП „Старовижівське ЛГ”, Любохинівське л-во;ДП „Старовижівське ЛГ”;Рішення облвиконкому від 15.07.74 № 273-р
80;„Модрина”;пам`ятка природи;ботанічна;0,2;Старовижівський р-н, ДП „Старовижівське ЛГ”, Дубечнівське л-во;ДП „Старовижівське ЛГ”;Рішення облвиконкому від 31.10.91 № 226
81;„Лісонасіннева ділянка”;пам`ятка природи;ботанічна;2,1;Старовижівський р-н, ДП „Старовижівське ЛГ”, Старовижівське л-во;ДП „Старовижівське ЛГ”;Рішення облвиконкому від 31.10.91 № 226
82;„Іванчицівська липа”;пам`ятка природи;ботанічна;0,01;Рожищенський р-н, с.Іванчиці;Іванчицівська сільська рада;Рішення облвиконкому від 11.07.72 № 255
83;„Ясен  звичайний”;пам`ятка природи;ботанічна;0,01;м. Рожище;Рожищенське УЖКГ;Рішення облвиконкому від 27.12.72 № 563
84;„Липа звичайна”;пам`ятка природи;ботанічна;0,05;Рожищенський р-н, с.Іванчиці;Іванчицівська сільська рада;Рішення облвиконкому від 15.07.74 № 273-р
85;„Алея модрини європейської”;пам`ятка природи;ботанічна;0.20;Рожищенський р-н, ДП „Ківерцівське ЛГ”, Копачівське л-во, кв.122, вид.1;ДП „Ківерцівське ЛГ”;Рішення облвиконкому від 18.03.82 № 134
86;„Сосни звичайні”;пам`ятка природи;ботанічна;0,01;Рожищенський р-н, с.Кременець;Кременецька сільська рада;Рішення облради від 29.03.05 № 19/27
87;„Дуб звичайний”;пам`ятка природи;ботанічна;0,01;Камінь-Каширський р-н, с.Підріччя, оз.Добре;Шахтоуправління „Жовтневе»;Рішення облвиконкому від 11.07.72 № 255
88;„Сосна і дуб-1”;пам`ятка природи;ботанічна;0,1;Шацький р-н, ДП „Шацьке УДЛГ”, Шацьке л-во, кв.36, вид.19;„Шацьке УДЛГ”;Рішення облвиконкому від 27.12.72 № 563
89;„Сосна і дуб-2”;пам`ятка природи;ботанічна;0,1;Шацький р-н, ДП „Шацьке УДЛГ”, Шацьке л-во, кв.36, вид.34;„Шацьке УДЛГ”;Рішення облвиконкому від 27.12.72 № 563
90;„Дуб-велетень-1”;пам`ятка природи;ботанічна;0,1;Шацький р-н, ДП „Шацьке УДЛГ”, Шацьке л-во, кв.39, вид.30;„Шацьке УДЛГ”;Рішення облвиконкому від 27.12.72 № 563
91;„Дуб-велетень-2”;пам`ятка природи;ботанічна;0,1;Шацький р-н, ДП „Шацьке УДЛГ”, Шацьке л-во, кв.26, вид.22;„Шацьке УДЛГ”;Рішення облради від 30.05.2000 № 4/5
92;«Модрина»;пам`ятка природи;ботанічна;0,5;Любомльський р-н, Латинська сільрада, ДП «Любомльське ЛГ», Мосирське лісництво, кв. 14, вид. 18.;ДП «Любомльське ЛГ»;Рішення обласної ради від 28.11.2008 № 24/14
93;«Ялина»;пам`ятка природи;ботанічна;5,3;Любомльський р-н, Латинська сільрада, ДП «Любомльське ЛГ», Мосирське лісництво, кв. 10, вид. 29.;ДП «Любомльське ЛГ»;Рішення обласної ради від 28.11.2008 № 24/14
117;«Дуб Волиняка»;пам`ятка природи;ботанічна;0,01;Любомльський р-н, Нудиженська сільська рада, с. Нудиже;Нудиженська сільська рада;Рішення обласної ради від 04.11.2011 № 7/21
118;«Пам'ять Дулібів»;пам`ятка природи;ботанічна;0,01;Любомльський р-н, Полапівська сільська рада, с. Полапи;Полапівська сільська рада;Рішення обласної ради від 04.11.2011 № 7/21
119;«Криничка»;пам`ятка природи;ботанічна;0,01;Любомльський р-н, Машівська сільська рада, с. Машів;Машівська сільська рада;Рішення обласної ради від 04.11.2011 № 7/21
120;«Криничка»;пам`ятка природи;ботанічна;0,01;Маневицький р-н, Карасинська сільська рада, с. Замостя;Карасинська сільська рада;Рішення обласної ради від 04.11.2011 № 7/21
121;«Ділянка дубового лісу»;пам`ятка природи;ботанічна;2,1;Любомльський р-н, ДП «Любомльське ЛГ», Замлинське лісництво, кв. 35, вид. 10.;ДП «Любомльське ЛГ»;Рішення обласної ради від 31.07.2014 № 27/64
122;«Ділянка дубового лісу»;пам`ятка природи;ботанічна;14;Ківерцівський р-н, ДП «Цумансьське ЛГ», ; ДП «Цумансьське ЛГ»,;Рішення облвикрнкому від 26.05.1992 №132
;Разом пам`яток природи ботанічних;98;;309,35;;;
94;„Озеро Невидимка”;пам`ятка природи;гідрологічна;2,2;Володимир-Волинський р-н, ДП „Володимир-Волинське ЛМГ”, Стенжаричівське л-во, кв.1, вид.34.35;ДП „Володимир-Волинське ЛМГ”;Рішення облради від 30.05.2000 № 4/5
95;„Цуманські джерела”;пам`ятка природи;гідрологічна;0,01;Ківерцівський р-н, с.Путилівка;Дубищенська сільська рада;Рішення облвиконкому від 11.07.72 № 255
96;„Путилівка”;пам`ятка природи;гідрологічна;86,5;Ківерцівський р-н, смт.Цумань, с.Башлики;Цуманська селищна рада, ;Рішення облради від 4.11.97 № 12/4
97;„Озерце”;пам`ятка природи;гідрологічна;4;Ківерцівський р-н, с.Озерце;Озерцівська сільська рада;Розпорядження облради від 3.03.93 № 18-р
98;„Озеро”;пам`ятка природи;гідрологічна;9;Ківерцівський р-н, с.Озеро;Озерська сільська рада;Розпорядження облради від 3.03.93 № 18-р
99;„Гор’янівські джерела”;пам`ятка природи;гідрологічна;0,5;Ківерцівський р-н, с.Гор’янівка;Дідичівська сільська рада;Рішення облвиконкому від 31.10.91 № 226
100;„Затурцівські джерела”;пам`ятка природи;гідрологічна;0,2;Локачинський р-н, с.Затурці;Затурцівська сільська рада;Рішення облвиконкому від 26.09.77 № 468-р
101;„Витік р.Турії”;пам`ятка природи;гідрологічна;0,2;Локачинський р-н, с.Затурці;Затурцівська сільська рада;Рішення облвиконкому від 26.09.77 № 468-р
102;„Турійські джерела”;пам`ятка природи;гідрологічна;0,02;Локачинський р-н, с.Мовчанів;Локачинський відгодівельний радгосп;Рішення облвиконкому від 26.09.77 № 468-р
103;„Теремнівські ставки”;пам`ятка природи;гідрологічна;5,91;м.Луцьк, вул.Теремнівська;КП «Зелене господарство»;Розпорядження облради від 3.03.93 № 18-р Рішення обласної ради від 04.11.2011 № 7/21
104;„Попова криниця”;пам`ятка природи;гідрологічна;0,1;Любомльський р-н, смт.Головне;Головненська селищна рада;Рішення облвиконкому від 26.09.77 № 468-р
105;„Джерело Чайка”;пам`ятка природи;гідрологічна;0,02;Любомльський р-н, смт.Головне;Головненська селищна рада;Рішення облвиконкому від 26.09.77 № 468-р
106;„Джерело Трактова криниця”;пам`ятка природи;гідрологічна;0,03;Любомльський р-н, с.Нудиже;Нудижівська сільська рада;Рішення облвиконкому від 26.09.77 № 468-р
107;„Джерело Польова криниця;пам`ятка природи;гідрологічна;0,03;Любомльський р-н, с.Нудиже;Нудижівська сільська рада;Рішення облвиконкому від 26.09.77 № 468-р
108;„Оконські джерела”;пам`ятка природи;гідрологічна;0,53;Маневицький р-н, с.Оконськ;Рибцех „Маневицький”;Рішення облвиконкому від 11.07.72 № 255
116;«Криничка»;пам`ятка природи;гідрологічна;2,9;Маневицький р-н, Довжицька сільрада, ДП «Поліське ЛГ», Куклинське лісництво, кв. 7, вид. 12, 12а, 13.;ДП «Поліське»;Рішення обласної ради від 28.11.2008 № 24/14
;Разом пам`яток природи гідрологічних;16;;112,15;;;
109;„Урочище Бискупичі”;пам`ятка природи;зоологічна;3,4;Володимир-Волинський р-н, ДП „Володимир-Волинське ЛМГ”, Микуличівське л-во, кв.38, вид.4;ДП „Володимир-Волинське ЛМГ”;Рішення облвиконкому від 11.07.72 № 255
110;„Поселення бобрів”;пам`ятка природи;зоологічна;4;Камінь-Каширський р-н, с.Нові Червища; Новочервищанська сільська рада;Рішення облвиконкому від 11.07.72 № 255
111;„Чапля”;пам`ятка природи;зоологічна;5,3;Камінь-Каширський р-н, ДП „Ратнівське ЛМГ”, Поступельське л-во, кв.30, вид.25;ДП „Ратнівське ЛМГ”;Рішення облвиконкому від 11.07.72 № 255
112;„Чорний бусел”;пам`ятка природи;зоологічна;8,5;Камінь-Каширський р-н, ДП „Ратнівське ЛМГ”, Поступельське л-во, кв.24, вид.3;ДП „Ратнівське ЛМГ”;Рішення облвиконкому від 31.10.91 № 226
113;„Урочище Ревні”;пам`ятка природи;зоологічна;7;"Ківерцівський р-н, Луцьке військове л-во,  кв.35 вид.8; кв.36 вид.2;3";Луцьке військове л-во;Розпорядження облдержадміністрації від 12.12.95 № 213
114;„Ялиновий ліс”;пам`ятка природи;зоологічна;15,5;Ратнівський р-н, ДП „Ратнівське ЛМГ”, Кортеліський л-во, кв.43, вид.30;ДП „Ратнівське ЛМГ”;Рішення облвиконкому від 15.12.78 № 532-р
115;„Козакова нива”;пам`ятка природи;зоологічна;0,8;Турійський р-н, ДП „Турійське ЛГ”, Осівське л-во, кв.6, вид.18;ДП „Турійське ЛГ”;Розпорядження облвиконкому від 26.09.77 № 468-р
;Разом пам`яток природи зоологічних;7;;44,5;;;
;Всього пам`яток природи місцевого значення;121;;466;;;
1;„Холонів”;заповідне урочище;;14;Горохівський р-н, ДП „Горохівське ЛМГ”, Бужанівське л-во, кв.48, вид.10;ДП „Горохівське ЛМГ”;Рішення облвиконкому від 23.11.79 № 401
2;„Насадження сосни”;заповідне урочище;;26,5;Ківерцівський р-н, ДП „Ківерцівське ЛГ”, Ківерцівське л-во, кв.4, вид.3,4;ДП „Ківерцівське ЛГ”;Розпорядження облдержадміністрації від 12.12.95 № 213
3;„Цуманська пуща;заповідне урочище;;8 930,60;Ківерцівський р-н, ДП „Цуманське ЛГ”;ДП „Цуманське ЛГ”;Рішення облради від 29.03.05 № 19/27
4;„Мощаницька дача”;заповідне урочище;;8,6;Ківерцівський р-н, ДП „Цуманське ЛГ”, Мощаницьке л-во;ДП „Цуманське ЛГ”;Рішення облвиконкому від 23.11.79, № 401
5;„Ківерцівська дача-1”;заповідне урочище;;6,3;Ківерцівський р-н, ДП „Ківерцівське ЛГ”, Ківерцівське л-во, кв.117, вид.6;ДП „Ківерцівське ЛГ”;Розпорядження облдержадміністрації від 12.12.95 № 213
6;„Діброва”;заповідне урочище;;24,8;Ківерцівський р-н, ДП „Ківерцівське ЛГ”, Ківецівське л-во, кв.106, вид.1,6, кв. 128 вид.1,2;ДП „Ківерцівське ЛГ”;Рішення облвиконкому від 4.11.97 № 12/4
7;„Ківерцівське”;заповідне урочище;;75,3;Ківерцівський р-н, ДП „Ківерцівське ЛГ”, Ківецівське л-во, кв. 99, 121, вид.5,13, кв. 122 вид. 1-5, кв. 123 вид. 1,2,4;ДП „Ківерцівське ЛГ”;Рішення облвиконкому від 4.11.97 № 12/4
8;„Ківерцівська дача-6”;заповідне урочище;;7,1;Ківерцівський р-н, ДП „Ківерцівське ЛГ”, Ківерцівське л-во, кв.118, вид.1,8,18;ДП „Ківерцівське ЛГ”;Рішення облвиконкому від 23.11.79, № 401
9;„Папики”;заповідне урочище;;606;Ківерцівський р-н, ДП „Цуманське ЛГ”, Мощаницьке л-во;ДП „Цуманське ЛГ”;Розпорядження облдержадміністрації від 26.05.92 № 132
10;„Божетарня і Культура”;заповідне урочище;;329;Ківерцівський р-н, смт.Олика;Держплемрадгосп”;Розпорядження облдержадміністрації від 26.05.92 № 132
11;„Дубово-сосновий ліс-1”;заповідне урочище;;29,6;Ківерцівський р-н, Луцьке військове лісництво кв.7вид.3 пл. 8,0 га кв.15вид.1 пл. 21,6 га;Луцьке військове лісництво;Розпорядження облдержадміністрації від 12.12.95 № 213
12;„Дубово-сосновий ліс-2”;заповідне урочище;;45,5;"Ківерцівський р-н, Луцьке військове лісництво кв.24вид.4;5;6;7; кв.25вид.1, кв.26вид.2";Луцьке військове лісництво;Розпорядження облдержадміністрації від 12.12.95 № 213
13;„Дубово-сосновий ліс-3”;заповідне урочище;;100,9;"Ківерцівський р-н, Луцьке військове лісництво кв.26вид.6;7; кв.27вид.1; кв.39вид.1;3;4;5;7; кв.40вид.1; 4;кв.41вид4;кв. 47вид2;5;6;кв.48 вид1";Луцьке військове лісництво;Розпорядження облдержадміністрації від 12.12.95 № 213
14;„Дубово-сосновий ліс-4 ”;заповідне урочище;;50,6;Ківерцівський р-н, Луцьке військове лісництво;Луцьке військове лісництво;Розпорядження облдержадміністрації від 12.12.95 № 213
15;„Дубово-сосновий ліс-5”;заповідне урочище;;23,5;Ківерцівський р-н, Луцьке військове лісництво;Луцьке військове лісництво;Розпорядження облдержадміністрації від 12.12.95 № 213
16;„Радомишль”;заповідне урочище;;18;Луцький р-н, ДП „Ківерцівське ЛГ”, Боголюбське л-во кв. 97, вид. 8;ДП „Ківерцівське ЛГ”;Рішення облвиконкому від 15.12.78 № 532-р
17;„Озеро Глибоцьке”;заповідне урочище;;9,5;Маневицький р-н, ДП „Городоцьке ЛГ”, кв.13, вид.46,47,51;ДП „Городоцьке ЛГ”;Рішення облвиконкому від 23.11.79, № 401
18;„Озеро Тур”;заповідне урочище;;1 346,00;Ратнівський р-н, с.Тур;Турська сільська рада;Рішення облради від 30.06.2000 № 12/3
19;„Велимчанська дача”;заповідне урочище;;22,6;Ратнівський р-н, ДП „Ратнівське ЛМГ”, Замшанське л-во”;ДП „Ратнівське ЛМГ”;Рішення облради від 30.06.2000 № 12/3
20;„Озеро Ченське”;заповідне урочище;;52;Старовижівський р-н, с.Глухи;Глухівська сільська рада;Рішення облвиконкому від 23.11.79, № 401
21;„Бобли”;заповідне урочище;;25,4;Турійський р-н, ДП „Турійське ЛГ”, Осівське л-во, кв.3, вид.15-17,19,21-24.27.29;ДП „Турійське ЛГ”;Рішення облради від 9.12.98 № 4/3
22;„Діброва-1”;заповідне урочище;;65;Ківерцівський р-н, ДП „Ківерцівське ЛГ”, Ківецівське л-во, кв.140,141,151;ДП „Ківерцівське ЛГ”;Рішення облради від 16.12.03 № 9/12
23;„Зозулині черевички”;заповідне урочище;;65;Ківерцівський р-н, ДП „Ківерцівське ЛГ”, Ківерцівське л-во, кв.113,114;ДП „Ківерцівське ЛГ”;Рішення облради від 16.12.03 № 9/12
24;«Гора конвалій»;заповідне урочище;;1;Ковельський р-н, Мельницька сільська рада;Фермерське господарство «Ставеччина»;Рішення обласної ради від 28.11.2008 № 24/14
25;«Гута»;заповідне урочище;;435,9;Володимир-Волинський р-н ДП «Володимир-Волинське ЛМГ», Стенжаричівське лісництво , кв. 12 виділ 1-43, кв. 13 від. 1-50, кв. 14 від. 17,23-28, кв. 18 вид. 3-5,17,22,23,26-29,36-38,40,47, кв. 19 від 41-47. 49-58, кв. 36 від 1, кв. 37 вид 1-6,8,10,39;ДП «Володимир-Волинське ЛМГ»,;Рішення обласної ради від 21.06.2012 №12/35
26;«Красна гора»;заповідне урочище;;75,7;Горохівський р-н, ДП «Любомльське ЛГ», Замлинське лісництво, кв. 35 вид. 10;ДП «Любомльське ЛГ»;Рішення обласної ради від 31.07.2014 №27/64
27; „Садівська дача”;заповідне урочище;;2 669,62;Локачинський р-н, Луцький р-н, ДП „Ківерцівське ЛГ”, Торчинське л-во, кв.52-96,103,107,108;ДП „Ківерцівське ЛГ”, Садівська сільська рада;Рішення облради від 29.03.05 № 19/27 Рішення обласної ради від 04.11.2011 № 7/21 (зміна категорії із заповідного урочища за рішенням облради від 12.03.12 № 10/67)
;Всього заповідних урочищ;27;;15 064,02;;;
1;„Слов’янський”;парк-пам`ятка садово-паркового мистецтва;;27,53;м.Володимир-Волинський;УЖКГ Володимир-Волинської міськради;Рішення облради від 4.11.97 № 12/4
2;„Берестечківський”;парк-пам`ятка садово-паркового мистецтва;;4,5;Горохівський р-н, м.Берестечко;УЖКГ Берестечківської міськради;Рішення облради від 17.03.94 № 17/19
3;„Горохівський”;парк-пам`ятка садово-паркового мистецтва;;12;Горохівський р-н, м.Горохів;УЖКГ Горохівської міськради;Рішення облвиконкому від 11.07.72 № 255
4;„Макаревичівський”;парк-пам`ятка садово-паркового мистецтва;;0,9;Ківерцівський р-н, с.Омельне;Омельненська сільрада;Рішення облвиконкому від 26.07.83 № 272
5;„Першотравневий”;парк-пам`ятка садово-паркового мистецтва;;12;Луцький р-н, ДП „Ківерцівське ЛГ”, Боголюбське л-во. кв.37, вид.8-13;ДП „Ківерцівське ЛГ”;Рішення облвиконкому від 26.09.77 № 468-р
6;„Садиба Липинського”;парк-пам`ятка садово-паркового мистецтва;;3;Локачинський р-н, с.Затурці;Затурцівська сільрада;Рішення облради від 17.03.94 № 17/19
7;„Любешівський”;парк-пам`ятка садово-паркового мистецтва;;12;Любешівський р-н, смт.Любешів;Любешівське УЖКГ;Рішення облвиконкому від 11.07.72 № 255
8;„Літинський”;парк-пам`ятка садово-паркового мистецтва;;8,4;Турійський р-н, с.Літин;Туличівська сільрада;Рішення облвиконкому від 11.07.72 № 255
