№ з.п.;Назва території чи об’єкта ПЗФ;Категорія ;Тип;Площа, га;Місце розташування  території чи об`єкту ПЗФ;Назва установи, підпрємства, організації, землекористувача (землевласника), у віданні якого знаходиться територія чи об’єкт ПЗФ;Рішення, згідно з яким створено (змінено) дану територію чи об’єкт ПЗФ
330;Переходівський;заказник;гідрологічний;318;Ніжинський район,                                   с. Переходівка;Стодольська сільська рада Ніжинського району;"рішення Чернігівського облвиконкому від 24.12.1979 року № 561;                                                     рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                                                             рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
331;Ракове;заказник;гідрологічний;14;Ніжинський район,                                кв. 30, 31, 34, 35 Ніжинського лісництва                   ;"ДП ""Ніжинське лісове господарство""";"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                              рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
332;Совине;заказник;гідрологічний;13;Ніжинський район,                                            кв. 26, 27 Вертіївського лісництва ;"ДП ""Ніжинське лісове господарство""";"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                           рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
333;Сухе;заказник;гідрологічний;13;Ніжинський район,                                 кв. 22, 23 Ніжинського лісництва                  ;"ДП ""Ніжинське лісове господарство""";"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                              рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
334;Черняхівський;заказник;гідрологічний;106;Ніжинський район,                                      с. Черняхівка;Черняхівська сільська рада Ніжинського району;"рішення Чернігівського облвиконкому від 24.12.1979 року № 561;                         рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                               рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
335;"Болото ""Гнатівське-Лосківське""";заказник;гідрологічний;400;Новгород-Сіверський район,                               с. Ігнатівка ;Об'єднанська сільська рада Новгород-Сіверського району;рішення Чернігівської обласної ради від 14.05.1999 року
336;"Болото ""Смелявницьке""";заказник;гідрологічний;220;Новгород-Сіверський район,                            с. Бирине;Биринська сільська рада Новгород-Сіверського району;рішення Чернігівської обласної ради від 14.05.1999 року
337;Буда-Вороб'ївський;заказник;гідрологічний;122;Новгород-Сіверський район,                           с. Буда-Вороб'ївська ;Б.-Вороб'ївська сільська рада Новгород-Сіверського району;"рішення Чернігівського облвиконкому від 24.12.1979 року № 561;                          рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                         рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
338;Гало;заказник;гідрологічний;10;Новгород-Сіверський район,              кв. 35, 36 Вороб'ївського лісництва ;"ДП ""Новгород-Сіверське лісове господарство""";"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                         рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
339;Зяти;заказник;гідрологічний;190;Новгород-Сіверський район,                        с. Володимирівка   ;Печенюгівська сільська рада Новгород-Сіверського району;"рішення Чернігівського облвиконкому від 24.12.1979 року № 561;                                                               рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                          рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
340;Криниця;заказник;гідрологічний;288;Новгород-Сіверський район,                            с.с. Печенюги, Ларинівка;Печенюгівська сільська рада Новгород-Сіверського району;"рішення Чернігівського облвиконкому від 24.12.1979 року № 561;                                           рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                                       рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
341;Купели;заказник;гідрологічний;98;Новгород-Сіверський район,                         сс.. Бучки, Михальчина Слобода  ;Бучківська, М.-Слобідська сільські ради Новгород-Сіверського району;"рішення Чернігівського облвиконкому від 24.12.1979 року № 561;                                          рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                         рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
342;Лагине;заказник;гідрологічний;8;Новгород-Сіверський район,                   кв. 26 Задеснянського лісництва Новгород-Сіверського держлісгоспу ;"ДП ""Новгород-Сіверське лісове господарство""";"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                                 рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
343;Ларинівський;заказник;гідрологічний;39;Новгород-Сіверський район,                           с. Ларинівка   ;Ларинівська сільська рада Новгород-Сіверського району;"рішення Чернігівського облвиконкому від 24.12.1979 року № 561;                                      рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                                  рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
344;Лизунівка;заказник;гідрологічний;38;Новгород-Сіверський район,                             с. Лизунівка   ;Печенюгівська сільська рада Новгород-Сіверського району;"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                               рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
345;Лизунівський;заказник;гідрологічний;200;Новгород-Сіверський район,                            с.с. Лизунівка, с. Попівка ;Попівська, Печенюгівська сільські ради Новгород-Сіверського району;"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                               рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
346;Михальчино-Слобідський;заказник;гідрологічний;74;Новгород-Сіверський район,                 с. Михальчина Слобода;Михальчино-Слобідська сільська рада Новгород-Сіверського району;"рішення Чернігівського облвиконкому від 24.12.1979 року № 561;                                      рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                                  рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
347;Рванецьке;заказник;гідрологічний;82;Новгород-Сіверський район,                          с. Лизунівка   ;Печенюгівська сільська рада Новгород-Сіверського району;"рішення Чернігівського облвиконкому від 24.12.1979 року № 561;                         рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                                 рішення Чернігівського облвиконкому від 28.08.1989 року № 164 "
348;Рогозинське;заказник;гідрологічний;200;Новгород-Сіверський район,                   с. Грем'яч;Грем'яцька сільська рада Новгород-Сіверського району;"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                                   рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
349;Роменське;заказник;гідрологічний;350;Новгород-Сіверський район,                                    с.с. Леньків, Шептаки  ;Мамекинська сільська рада Новгород-Сіверського району;"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                         рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
350;Сінове;заказник;гідрологічний;8;Новгород-Сіверський район,                   кв. 12, 13 Вороб'ївського лісництва ;"ДП ""Новгород-Сіверське лісове господарство""";"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                              рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
351;Студинський;заказник;гідрологічний;180;Новгород-Сіверський район,                    с. Студинка  ;Об'єднанська сільська рада Новгород-Сіверського району;"рішення Чернігівського облвиконкому від 24.12.1979 року № 561;                           рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                         рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
352;Торфовище;заказник;гідрологічний;9,5;Новгород-Сіверський район,                      кв. 17, 20, 27  Володимирівського лісництва ;"ДП ""Новгород-Сіверське лісове господарство""";"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                                    рішення Чернігівського облвиконкому від 28.08.1989 року № 164;                                рішення Чернігівського облвиконкому від 31.07.1991 року № 159"
353;"Урочище ""Броди""";заказник;гідрологічний;183;Новгород-Сіверський район,                  с.с. Клевин, Узруй   ;Чайкинська сільська рада Новгород-Сіверського району;"рішення Чернігівського облвиконкому від 24.12.1979 року № 561;                                     рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                            рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
354;Фаївський;заказник;гідрологічний;350;Новгород-Сіверський район,                           с.с. Фаївка, Попівка, Березова Гать;Ларинівська сільська рада Новгород-Сіверського району;"рішення Чернігівського облвиконкому від 24.12.1979 року № 561;                                                                  рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                                        рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
355;Грабівщина;заказник;гідрологічний;38;Носівський район,                                       кв. 49-51, 58, 68 Носівського лісництва ;"ДП ""Ніжинське лісове господарство""";"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                             рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
356;Загірне;заказник;гідрологічний;14;Носівський район,                             кв. 48, 49 Носівського лісництва ;"ДП ""Ніжинське лісове господарство""";"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                             рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
357;Камінське;заказник;гідрологічний;32;Носівський район,                             кв. 65, 71 Носівського лісництва;"ДП ""Ніжинське лісове господарство""";"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                             рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
358;Кам'яне;заказник;гідрологічний;36;Носівський район,                                     кв. 16, 17, 29 Іржавського лісництва ;"ДП ""Ніжинське лісове господарство""";"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                             рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
359;Козаче;заказник;гідрологічний;19;Носівський район,                                            кв. 34, 35, 41 Іржавського лісництва ;"ДП ""Ніжинське лісове господарство""";"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                             рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
360;Куликове;заказник;гідрологічний;24;Носівський район,                                           кв. 43, 47 Носівського лісництва ;"ДП ""Ніжинське лісове господарство""";"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                             рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
361;Лихачівський;заказник;гідрологічний;301;Носівський район,                                              с. Лихачів;Лихачівська сільська рада Носівського району;"рішення Чернігівського облвиконкому від 24.12.1979 року № 561;                                рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                             рішення Чернігівського облвиконкому від 28.08.1989 року № 164                           "
362;Хрещатинське;заказник;гідрологічний;12;Носівський район,                                        кв. 42 Мринського лісництва ;"ДП ""Ніжинське лісове господарство""";"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                             рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
363;Бунилівське;заказник;гідрологічний;1370,9;Прилуцький район,                                      с.с. Смош, Мільки, Переволочна;Переволочанська сільська рада Прилуцького району;рішення Чернігівського облвиконкому від 28.08.1989 року № 164 
364;Гетьманщина-Свидок;заказник;гідрологічний;1303;Прилуцький район,                              с.с. Погреби, Миколаївка, Піддубівка;Піддубівська, Погребівська сільські ради Прилуцького району;"рішення Чернігівського облвиконкому від 24.12.1979 року № 561;                         рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                             рішення Чернігівського облвиконкому від 28.08.1989 року № 164           "
365;Густинський;заказник;гідрологічний;873,9;Прилуцький район,                           с.с.Замістя, Густиня, Капустинці, Дідівці;Замістянська, Дідовецька сільські ради Прилуцького району;"рішення Чернігівської обласної ради від 21.03.1995 року;                                   рішення Чернігівської обласної ради від 22.12.2005 року"
366;Заїздський;заказник;гідрологічний;1450;Прилуцький район,                              с.с. Сорочинці, Товкачівка, Заїзд;Лісовосорочинська, Заїздська, Товкачівська сільські ради Прилуцького району;рішення Чернігівської обласної ради від 21.03.1995 року
367;Заудаївський;заказник;гідрологічний;234;Прилуцький район,                              с.с. Високе, Заудаївське;Смошанська сільська рада Прилуцького району;"рішення Чернігівського облвиконкому від 24.12.1979 року № 561;                         рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                             рішення Чернігівського облвиконкому від 28.08.1989 року № 164           "
368;Обичівський;заказник;гідрологічний;1038;Прилуцький район,                                      с. Обичів;Обичівська сільська рада Прилуцького району;"рішення Чернігівського облвиконкому від 28.08.1989 року № 164;                                             рішення Чернігівської обласної ради від 21.03.1995 року "
369;Пирогівський;заказник;гідрологічний;259;Прилуцький район,                                 с. Пирогівці;Сухополов'янська сільська рада Прилуцького району;рішення Чернігівського облвиконкому від 28.08.1989 року № 164 
370;Полівщина;заказник;гідрологічний;535;Прилуцький район,                                         с. Красляни, с. Подище;"ДП ""Прилуцьке лісове господарство""";"рішення Чернігівського облвиконкому від 24.12.1979 року № 561;                         рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                             рішення Чернігівського облвиконкому від 28.08.1989 року № 164           "
371;Приміське;заказник;гідрологічний;197;Прилуцький район,                                       кв. 96-100 Прилуцького лісництва ;"ДП ""Прилуцьке лісове господарство""";"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                             рішення Чернігівського облвиконкому від 28.08.1989 року № 164 "
372;Ряшківський;заказник;гідрологічний;425;Прилуцький район,                                      с.с. Ряшки, Смош;Ряшківська, Смошанська сільські ради Прилуцького району;"рішення Чернігівського облвиконкому від 24.12.1979 року № 561;                         рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                             рішення Чернігівського облвиконкому від 28.08.1989 року № 164           "
373;Удайцівський;заказник;гідрологічний;1040;Прилуцький район,                            с. Удайці;Удайцівська сільська рада Прилуцького району;рішення Чернігівської обласної ради від 21.03.1995 року
374;Вербівський;заказник;гідрологічний;166;Ріпкинський район,                                      с. Вербівка;Добрянська селищна рада Ріпкинського району;"рішення Чернігівського облвиконкому від 24.12.1979 року № 561;                         рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                             рішення Чернігівського облвиконкому від 28.08.1989 року № 164  "
375;Гало;заказник;гідрологічний;10;Ріпкинський район,                          кв. 28, 29 Олександрівського лісництва;"ДП ""Добрянське лісове господарство""";"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                             рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
376;Дор;заказник;гідрологічний;166;Ріпкинський район,                          кв. 60, 61 Новояриловицького лісництва ;"ДП ""Добрянське лісове господарство""";"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                             рішення Чернігівського облвиконкому від 28.08.1989 року № 164;                                       рішення Чернігівського облвиконкому від 31.07.1991 року № 159"
377;Кички;заказник;гідрологічний;40;Ріпкинський район,                          кв. 1-4 Олешнянського лісництва ;"ДП ""Добрянське лісове господарство""";"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                             рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
378;Криві гряди;заказник;гідрологічний;129,2;"Ріпкинський район,                                     кв. 47 Любецького лісництва ДП ""Чернігівське лісове господарство""";"ДП ""Чернігівське лісове господарство""";"рішення Чернігівського облвиконкому від 24.12.1979 року № 561;                                        рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                        рішення Чернігівського облвиконкому від 28.08.1989 року № 164;                            рішення Чернігівського облвиконкому від 31.07.1991 року № 159 "
379;"Озера ""Симбаль"", ""Святе"" та прилеглі болота";заказник;гідрологічний;140;Ріпкинський район,                                 с. Малинівка;"ТОВ ""Придніпров'є"" (с. Малинівка Ріпкинського району)";"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                             рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
380;Растереби;заказник;гідрологічний;23;Ріпкинський район,                                 с. Вербівка;Добрянська селищна рада Ріпкинського району;"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                             рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
381;Рублене;заказник;гідрологічний;10;Ріпкинський район,                          кв. 7, 8, 11 Ріпкинського лісництва ;"ДП ""Добрянське лісове господарство""";"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                             рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
382;Северин;заказник;гідрологічний;112;Ріпкинський район,                           кв. 95, 96 Чудівського лісництва ;"ДП ""Добрянське лісове господарство""";"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                             рішення Чернігівського облвиконкому від 28.08.1989 року № 164;                                 рішення Чернігівського облвиконкому від 31.07.1991 року № 159  "
383;Суховирське болото;заказник;гідрологічний;139;Ріпкинський район,                              с. Грибова Рудня;Олешнянська сільська рада Ріпкинського району;"рішення Чернігівського облвиконкому від 24.12.1979 року № 561;                         рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                             рішення Чернігівського облвиконкому від 28.08.1989 року № 164;                                     рішення Чернігівського облвиконкому від 31.07.1991 року № 159  "
384;Фролове;заказник;гідрологічний;415;Ріпкинський район,                                 сел. Радуль;Радульська селищна рада Ріпкинського району;рішення Чернігівської обласної ради від 14.05.1999 року
385;Чорне болото;заказник;гідрологічний;1264;"Ріпкинський район,                                           с. Пилипча, с. Грибова Рудня;                   кв. 41-43, 60, 61, 63, 64 Олешнянського лісництва,                      кв. 93, 94 Чудівського лісництва ";Олешнянська сільська рада,                 Добрянський держлісгосп;"рішення Чернігівського облвиконкому від 24.12.1979 року № 561;                                        рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                           рішення Чернігівського облвиконкому від 28.08.1989 року № 164;                             рішення Чернігівської обласної ради від 14.05.1999 року"
386;Чумакові кар'єри;заказник;гідрологічний;180;Ріпкинський район,                                     сел. Замглай;Замглайська селищна рада Ріпкинського району;"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                             рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
387;Гало;заказник;гідрологічний;7;Семенівський район,                         кв. 50 Семенівського лісництва;Семенівський держлісгосп;"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                             рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
388;Гаркавка;заказник;гідрологічний;302;Семенівський район,                                   с. Костобобрів;Костобобрівська сільська рада Семенівського району;"рішення Чернігівського облвиконкому від 24.12.1979 року № 561;                         рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                             рішення Чернігівського облвиконкому від 28.08.1989 року № 164  "
389;Дреснівський;заказник;гідрологічний;100;Семенівський район,                            с.с. Миколаївка, Жовтневе;Миколаївська сільська рада Семенівського району;"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                             рішення Чернігівського облвиконкому від 28.08.1989 року № 164 "
390;Лубня;заказник;гідрологічний;403;Семенівський район,                                       с.с. Радомка, Стара Гутка;Радомська, Старогутківська сільські ради Семенівського району;"рішення Чернігівського облвиконкому від 24.12.1979 року № 561;                         рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                             рішення Чернігівського облвиконкому від 28.08.1989 року № 164  "
391;Лубянка;заказник;гідрологічний;128;Семенівський район,                                    с.с. Хотіївка, Медведівка;Хотіївська, Тимоновицька сільські ради Семенівського району;"рішення Чернігівського облвиконкому від 24.12.1979 року № 561;                         рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                             рішення Чернігівського облвиконкому від 28.08.1989 року № 164  "
392;Машевський;заказник;гідрологічний;333;Семенівський район,                                   с. Машеве;Машівська сільська рада Семенівського району;"рішення Чернігівського облвиконкому від 24.12.1979 року № 561;                         рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                             рішення Чернігівського облвиконкому від 28.08.1989 року № 164  "
393;Мшари;заказник;гідрологічний;52;Семенівський район,                          м. Семенівка;Семенівська міська рада;"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                             рішення Чернігівського облвиконкому від 28.08.1989 року № 164 "
394;Орликівський;заказник;гідрологічний;6;Семенівський район,                               вид. 12, кв. 78 Орликівського лісництва ;"ДП ""Семенівське лісове господарство""";"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                             рішення Чернігівського облвиконкому від 28.08.1989 року № 164;                               рішення Чернігівського облвиконкому від 31.07.1991 року № 159 "
395;Пенькомочище;заказник;гідрологічний;6;Семенівський район,                         кв. 58, 59 Семенівського лісництва ;"ДП ""Семенівське лісове господарство""";"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                             рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
396;Ревна;заказник;гідрологічний;100;Семенівський район,                                         с. Баранівка;Орликівська сільська рада Семенівського району;"рішення Чернігівського облвиконкому від 24.12.1979 року № 561;                         рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                             рішення Чернігівського облвиконкому від 28.08.1989 року № 164  "
397;Ревнище;заказник;гідрологічний;26;Семенівський район,                               вид. 3, кв. 21 Орликівського лісництва Семенівського держлісгоспу;"ДП ""Семенівське лісове господарство""";"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                             рішення Чернігівського облвиконкому від 28.08.1989 року № 164;                                 рішення Чернігівського облвиконкому від 31.07.1991 року № 159 "
398;Рутське;заказник;гідрологічний;7;Семенівський район,                         кв. 51 Семенівського лісництва Семенівського держлісгоспу;"ДП ""Семенівське лісове господарство""";"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                             рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
399;Семенівський;заказник;гідрологічний;137;Семенівський район,                          м. Семенівка;Семенівська міська рада;"рішення Чернігівського облвиконкому від 24.12.1979 року № 561;                         рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                             рішення Чернігівського облвиконкому від 28.08.1989 року № 164  "
400;Слотський;заказник;гідрологічний;300;Семенівський район,                                      с. Стара Гутка;Старогутківська сільська рада Семенівського району;"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                             рішення Чернігівського облвиконкому від 28.08.1989 року № 164 "
401;Топкий лог;заказник;гідрологічний;270;Семенівський район,                                      с. Машеве;Машівська сільська рада Семенівського району;"рішення Чернігівського облвиконкому від 24.12.1979 року № 561;                         рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                             рішення Чернігівського облвиконкому від 28.08.1989 року № 164  "
402;Чорна річка;заказник;гідрологічний;31,8;"Семенівський район,                        вид. 2, 3, 4, кв. 236 ДП ""Семенівкарайагролісгосп""";"ДП ""Семенівкарайагролісгосп""";рішення Чернігівської обласної ради від 22.12.2005 року
403;Вузьке;заказник;гідрологічний;11;Сосницький район,                                кв. 42, 43 Сосницького лісництва ;"ДП ""Холминське лісове господарство""";"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                             рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
404;Довженківський;заказник;гідрологічний;282;Сосницький район,                                       с. Загребелля;"ДАСЛГСП ""Сосницярайагролісництво""";"рішення Чернігівського облвиконкому від 24.12.1979 року № 561;                         рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                             рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
405;Масалаївське;заказник;гідрологічний;23;Сосницький район,                                кв. 107, 108 Сосницького лісництва ;"ДП ""Холминське лісове господарство""";"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                             рішення Чернігівського облвиконкому від 28.08.1989 року № 164;                                             рішення Чернігівського облвиконкому від 31.07.1991 року № 159"
406;Матвіївський;заказник;гідрологічний;283;Сосницький район,                                        с. Матвіївка;"ДАСЛГСП ""Сосницярайагролісництво""";"рішення Чернігівського облвиконкому від 24.12.1979 року № 561;                         рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                             рішення Чернігівського облвиконкому від 28.08.1989 року № 164"
407;Смирновщина;заказник;гідрологічний;11;Сосницький район,                                кв. 111 Сосницького лісництва ;"ДП ""Холминське лісове господарство""";"рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                             рішення Чернігівського облвиконкому від 28.08.1989 року № 164;                               рішення Чернігівського облвиконкому від 31.07.1991 року № 159                                  "
408;Сосницький;заказник;гідрологічний;108;Сосницький район,                        смт. Сосниця;ПСП ім. Довженка (сел. Сосниця);"рішення Чернігівського облвиконкому від 24.12.1979 року № 561;                         рішення Чернігівського облвиконкому від 27.12.1984 року № 454;                             рішення Чернігівського облвиконкому від 28.08.1989 року № 164  "
