№ з.п.;Назва території чи об’єкта ПЗФ;Категорія ;Тип;Площа, га;Місце розташування  території чи об`єкту ПЗФ;Назва установи, підпрємства, організації, землекористувача (землевласника), у віданні якого знаходиться територія чи об’єкт ПЗФ;Рішення, згідно з яким створено (змінено) дану територію чи об’єкт ПЗФ
43.   ;Цілинні водоохоронні землі;заказник;ботанічний;7;Кам’янсько Дніпровський р-н, околиця с.Велика Знам’янка;Великознам`янська сільська рада;Рішення Запорізького облвиконкому від 28.05.1980р. №253
44.   ;«Степова балка»;заказник;ботанічний;7;Чернігівський р-н, біля с.Розівка;Просторівська сільська рада;Рішення Запорізького облвиконкому від 9.10.1990р. №281
45.   ;«Правий берег Молочного лиману»;заказник;ботанічний;7;Якимівський р-н, околиця с.Охримівка;Охримівська сільська рада;Рішення Запорізького облвиконкому від 28.05.1980р. №253
46.   ;«Відріг Чебрецовий»;заказник;ботанічний;7,5;Мелітопольський район, біля поля №8 сівообігу №5;Терпінівська сільська рада;Рішення Запорізького облвиконкому від 9.10.1990р. №281
47.   ;«Степовий схил Молочного лиману»;заказник;ботанічний;7,7;Якимівський р-н, біля поля №5 сівообігу №2, смт. Кирилівка;Кирилівська селищна рада;Розпорядження Представника Президента від 2.10.1992р. №321
48.   ;«Цілинна ділянка»;заказник;ботанічний;8;Гуляйпольський р-н, околиця с.Новогригорівка і с. Новоіванівка;Новомиколаївська сільська рада;Рішення Запорізького облвиконкому від 28.05.1980р. №253
49.   ;«Май-гора»;заказник;ботанічний;8;Кам’янсько-Дніпровський р-н, біля с.Велика Знам’янка;Великознам`янська сільська рада;Рішення Запорізького облвиконкому від 28.05.1980р. №253
50.   ;«Цілинна балка Вербова»;заказник;ботанічний;10;Вільнянський р-н, околиця с.Георгієвка;Михайлівська сільська рада;Рішення Запорізького облвиконкому від 2.06.1987р. №207
51.   ;«Балка Кащенова»;заказник;ботанічний;10;Вільнянський р-н, Московська сільська рада;Московська сільська рада;Рішення Запорізького облвиконкому від 9.10.1990р. №281
52.   ;«Балка Рівна»;заказник;ботанічний;10;на південний схід від с. Рівне 2 км;Новенська сільська рада;Рішенням Запорізького облвиконкому від 02.06.1987 № 207
53.   ;«Цілинна ділянка вздовж залізниці»;заказник;ботанічний;10;Михайлівський р-н, між залізничими станціями «Пришиб» і «Плодородіє»;Залізнича станція «Мелітополь», Придніпровської залізниці;Рішення Запорізького облвиконкому від 28.05.1980р. №253
54.   ;«Балка Гайчур»;заказник;ботанічний;10;Куйбишевський р-н, с.Новоукраїнка;Новоукраїнська сільська рада;Рішення Запорізького облвиконкому від 28.05.1980р. №253
55.   ;«Балка Безводна»;заказник;ботанічний;10;Куйбишевський р-н, біля с.Білоцерковка;Білоцерківська сільська рада;Рішення Запорізького облвиконкому від 28.05.1980р. №253
56.   ;«Урочище Винцевський сад» (охоронна зона 30 м);заказник;ботанічний;12;Вільнянський р-н, 2,2 км  від с.Терсянка;Привільненська сільська рада;Розпорядження Представника Президента від 2.10.1992р. №321
57.   ;«Балка Казача»;заказник;ботанічний;12;Вільнянський р-н, біля с.Казаче;Максимівська сільська рада;Рішення Запорізького облвиконкому від 28.05.1980р. №253
58.   ;«Цілинна ділянка вздовж балки»;заказник;ботанічний;14;Токмакський р-н, околиця с.Трудове;Остриківська сільська рада;Рішення Запорізького облвиконкому від 28.05.1980р. №253
59.   ;«Цілинна балка з ділянкою лісу»;заказник;ботанічний;15;Токмакський р-н, околиця с.Очерувате;Осчеретуватьська сільська рада;Рішення Запорізького облвиконкому від 2.06.1987р. №207
60.   ;«Балка Берда»;заказник;ботанічний;15;Куйбишевський р-н, с.Олексіївка;Смирнівська сільська рада;Рішення Запорізького облвиконкому від 28.05.1980р. №253
61.   ;«Балка Молодецька»;заказник;ботанічний;15;Куйбишевський р-н, с,Тітове;Титовська сільська рада;Рішення Запорізького облвиконкому від 28.05.1980р. №253
62.   ;«Цілинна ділянка»;заказник;ботанічний;15;Приморський р-н, водоохоронна зона р.Обіточної;Ногайський держаний агротехнічний технікум;Рішення Запорізького облвиконкому від 28.05.1980р. №253
63.   ;«Балка Ульянівка»;заказник;ботанічний;16;Вільнянський р-н, біля с.Ульянівка;Петромихайлівська сільська рада;Рішення Запорізького облвиконкому від 28.05.1980р. №253
64.   ;«Балка Годинова» (охоронна зона 30 м);заказник;ботанічний;17,1;Вільнянський р-н,;Привільненська сільська рада;Розпорядження Представника Президента від 2.10.1992р. №321
65.   ;«Цілинна ділянка»;заказник;ботанічний;18;Гуляйпольський р-н с.Воздвижівка, вздовж залізниці;Воздвижівська сільська рада;Рішення Запорізького облвиконкому від 28.05.1980р. №253
66.   ;«Цілинна ділянка»;заказник;ботанічний;18;Приморський р-н, біля с. Єлисеївка;Єлисеївська сільська рада;Рішення Запорізького облвиконкому від 28.05.1980р. №253
67.   ;«Балка Канцерівська»;заказник;ботанічний;20;Запорізький р-н, біля с. Бабурка;Долинська  сільська рада;Рішення Запорізького облвиконкому від 28.05.1980р. №253
68.   ;«Балка Чистопільска»;заказник;ботанічний;20;Токмацький район, біля с. Чистопілля;Новенська сільська рада;Рішенням Запорізького облвиконкому від 02.06.1987 № 207
69.   ;«Балка Мирнівська»;заказник;ботанічний;20;Токмацький район, біля с. Мирне;Новенська сільська рада;Рішення Запорізького облвиконкому від 25.09.1984р. №315
70.   ;«Степногірський»;заказник;ботанічний;22,8;Василівський р-н, біля с.м.т.Степногірська;Степногорська селищна рада;Рішення Запорізької облради вівд 17.08.1999 №7
71.   ;«Балка Чапаївка»;заказник;ботанічний;25;Вільнянський р-н, на захід від с.Чапаївка;Дніпровська сільська  рада;Рішення Запорізького облвиконкому від 28.05.1980р. №253
72.   ;«Цілинна ділянка вздовж залізниці»;заказник;ботанічний;25;Михайлівський р-н, між залізничими станціями «Пришиб» і «Бурчак»;Залізнича станція «Мелітополь», Придніпровської залізниці;Рішення Запорізького облвиконкому від 28.05.1980р. №253
73.   ;«Балка Конькова»;заказник;ботанічний;25;Куйбишевський р-н, околиця с.Благовіщенка;Благовіщенська сільська рада;Рішення Запорізького облвиконкому від 28.05.1980р. №253
74.   ;«Вишнева балка»;заказник;ботанічний;25;Бердянський р-н, околиця с.Карла Маркса»;Карла Марксівська сільська рада;Рішення Запорізького облвиконкому від 28.05.1980р. №253
75.   ;«Байраки»;заказник;ботанічний;26;Гуляйпольський р-н, біля с.Прилуки між полями № 11 і № 9 полевої сівозміни № 1;Воздвижівська сільська рада;Рішення Запорізького облвиконкому від 9.10.1990р. №281
76.   ;«Урочище Старобогданівське»;заказник;ботанічний;26;Михайлівський р-н, с.Старобогданівка, в бік м. Молочанськ;Старобогданівська сільська рада;Рішення Запорізького облвиконкому від 28.05.1980р. №253
77.   ;«Балка Вознесенівка»;заказник;ботанічний;30;Вільнянський р-н, біля с.Осокорівка, південний схил балки;Новогуполівська сільська рада;Рішення Запорізького облвиконкому від 28.05.1980р. №253
78.   ;«Малиш»;заказник;ботанічний;30;Бердянський р-н, 5 км на південний схід від с.Успенівка;Андріївська селищна рада;Рішення Запорізької обласної ради від 27.11.1998р. №10
79.   ;«Схил балки»;заказник;ботанічний;30;Василівський р-н, біля с. Підгірне;Підгірненська сільська рада;Рішення Запоізького облвиконкому від 9.10.1990р. №281
80.   ;«Цілинна балка»;заказник;ботанічний;30;Приморський р-н, с.Новоолексіївка;Навоолексіївська сільська рада;Рішення Запорізького облвиконкому від 28.05.1980р. №253
81.   ;«Зелена гора»;заказник;ботанічний;35;Бердянський р-н, с.м.т.Андріївка;Андріївська селищна рада;Розпорядження Представника Президента України від 31.12.1993р. №665
82.   ;«Острів Таволжанін»;заказник;ботанічний;31;Запорізький р-н, о.Таволжанін, посередині р.Дніпро кв.47 Хортицького лісництва;Хортицьке лісництво, ДП «Запорізьке лісомисливське господарство»;Рішення Запорізького облвиконкому від 25.09.1984р. №315
83.   ;«Солов’їна роща»;заказник;ботанічний;45;Запорізький р-н, Крутоярівське лісництво, кв.№28;ДП «Запорізьке лісомисливське гоподарство»;Рішення Запорізького облвиконкому від 28.05.1980р. №253
84.   ;«Цілинна балка»;заказник;ботанічний;50;Пологівський р-н, Біля с.Новофедорівка;Новофедорівська сільська рада;Рішення Запорізької ради від 17.08.99р.№7
85.   ;«Цілинна ділянка»;заказник;ботанічний;58,3;Гуляйпольський р-н с.Дорожнянка;Дорожнянська сільська рада;Рішення Запорізького облвиконкому від 28.05.1980р. №253
86.   ;Балка Сухі Яли;заказник;ботанічний;65;Розівський р-н, с.Новомлиновка;Новомлинівська сільська рада;Рішення Запорізького облвиконкому від 28.05.1980р.№253
87.   ;«Урочище Преображенське»;заказник;ботанічний;89;Оріхівський р-н, околиця с.Преображенка, кв.№16 Оріхівське лісництво;ДП « Пологівське лісомисливське гоподарство»;Рішення Запорізького облвиконкому від 28.05.1980р. №253
88.   ;«Балка Бабакова» (охоронна зона 30 м);заказник;ботанічний;99,4;Оріхівський р-н, на північ від с.Мала Токмачка,;Мала Токмачненська сільська рада, ДП «Пологівське ЛМГ»;Розпорядження Представника Президента від 2.10.1992р. №321
89.   ;«Балка Білоглинка»;заказник;ботанічний;127;Оріхівський р-н, околиця с. Новоданилівка, кв.17-19 Оріхівське лісництво;ДП « Пологівське лісомисливське гоподарство»;Рішення Запорізького облвиконкому від 28.05.1980р. №253
90.   ;«Цілинна ділянка»;заказник;ботанічний;150;Мелітопольський  район, правий берег р.Молочна, на захід від ст. Мордвинівка;Новенська сільська рада;Рішення Запорізького облвиконкому від 28.05.1980р. №253
91.   ;«Урочище Мала Токмачка»;заказник;ботанічний;159;Оріхівський р-н, с.Мала Токмачка, кв.№№20-22 Оріхівське лісництво;ДП « Пологівське лісомисливське гоподарство»;Рішення Запорізького облвиконкому від 28.05.1980р. №253
