№ з.п.;Назва території чи об’єкта ПЗФ;Категорія ;Тип;Площа, га;Місце розташування  території чи об`єкту ПЗФ;Назва установи, підпрємства, організації, землекористувача (землевласника), у віданні якого знаходиться територія чи об’єкт ПЗФ;Рішення, згідно з яким створено (змінено) дану територію чи об’єкт ПЗФ
Території та об`єкти ПЗФ загальнодержавного значення;;;;;;;
154;“Семенівський”;заказник;гідрологічний;185,6;"с.Іванівка,Барвінківський район;с. СеменівкаБлизнюківський район";СТОВ “Африканівське”–35,6 га, Семенівська сільська рада – 150,0га;Рішення облради від 17.11.1998
155;“Дмитрівський”;заказник;гідрологічний;39,7;с. ДмитрівкаБарвінківський район;Барвінківська районна державна адміністрація;Рішення облради від 29.11.2009 № 1423-V
156;«Надеждинський»;заказник;гідрологічний;96,1;с. НадеждинеБлизнюківський район ;Близнюківська районна державна адміністрація;Рішення облради від 16.06.2012 № 184-VІ
157;“Підлиманський”;заказник;гідрологічний;43,1;с. ПідлиманБорівський район;Підлиманська сільська рада;Рішення облради від 23.02.1999
158;“Іллюхівський”;заказник;гідрологічний;110;с. Іллюхівка,Валківський район;СТОВ “Агроном”;Рішення облради від 17.11.1998 
159;“Мерчицький”;заказник;гідрологічний;37;смт. Старий Мерчик,Валківський район;ПАП агрофірма “Восток”;Рішення облради від 17.11.1998
160;“Коломачки”;заказник;гідрологічний;68,7;с. ВисокопілляВалківський район;СТОВ “Господар” – 44,4га, ПСП “Перекіп” – 10,0га, Високопільська сільська рада–14,3га;Рішення облради від 25.09.2001 
161;“Малобурлуцький”;заказник;гідрологічний;50;с.с.Вільхуватка, Малий Бурлук,Великобурлуцький район;ТОВ Вільхуватка” – 29,2га,ПСП “Україна” – 20,8га;Рішення облради від 17.11.1998 
162;“Гнилицький”;заказник;гідрологічний;175,8;с. Гнилиця-1 ,Великобурлуцький район;ПСП “.Марс”;Рішення облради від 23.02.1999
163;“Радянський”;заказник;гідрологічний;497,3;між сел. Огірцеве та РадянськеВовчанський район;ТОВ ПП «Ізбицьке»;Рішення обласної ради  від 27.08.2009 №1354-V
164;“Орільський”;заказник;гідрологічний;196;с. Залінійне,Зачепилівський район;ПОСП “Рассвєт” – 162,5га, Малоорчицька сільська рада – 33,5га;Рішення облради від 30.10.2001 
165;“Рогозянський”;заказник;гідрологічний;40;с. Цапівка,Золочівський район;ВАТ “Промінь”-27,18 гаІванова Т.О.-12,82 га;Рішення облради від 23.02.1999 
166;“Берестовий”;заказник;гідрологічний;87,5;с. Охоче, Нововодолазький район,Зміївський держлісгосп, Таранівське лісництво, кв.94: вид.5, 6 ,с. ТаранівкаЗміївський район;СЗАТ “Охоче” – 43,4га,ВАТ “Таранівка” – 26,6га, ДП “Зміївське лісове господарство” – 17,5га;Рішення облради від 17.11.1998 
167;“Чернещинський”;заказник;гідрологічний;6,9;с.ЧернещинаКраснокутський район;Краснокутський науково-дослідний центр садівництва Інституту садівництва УААН;Рішення облради від 25.06.2009 №1274-V
168;“Коханівський”;заказник;гідрологічний;110,6;с. Коханівка, Кегичівський район;ТОВ «Аграрний дім ім. Горького»;Рішення облради від 23.02.1999 
169;“Єфремівський”;заказник;гідрологічний;28;с. Єфремівка,Первомайський район;Первомайська районна державна адміністрація;Рішення облради від 17.11.1998 
170;“Крюківський”;заказник;гідрологічний;39,3;м. Харків, Червонозаводський район;Харківська міська рада;Рішення облради від 23.12.2005 
;Разом заказників гідрологічних;17;;1811,6;;;
171;“Протопопівський”;заказник;геологічний;14,6;с. Протопопівка,Балаклійський район;СТОВ “Протопопівське”;Рішення облради від 17.11.1998
;Разом заказників геологічних;1;;14,6;;;
;Всього заказників місцевого значення;166;;36921,56;;;
172;“Гора Крем’янець”;пам`ятка природи;комплексна;176;"Артемівське лісництво, кв.кв. 117 -118; Піщанське лісництво, кв. 13, Ізюмський район";ДП “Ізюмське лісове господарство”;Рішення облвиконкому від 03.12.1984 № 562
173;“Юннатівська”;пам`ятка природи;комплексна;0,3;м. Балаклія, Балаклійський район;Балаклійська районна станція юних натуралістів;Рішення облради від 17.11.1998
;Разом пам`яток природи комплексних;2;;176,3;;;
174;“Гутянський дуб-велетень;пам`ятка природи;ботанічна;0,1;Гутянське лісництво, кв. 77: вид. 7, Богодухівський район;ДП “Гутянське лісове господарство”;Рішення облвиконкому від 03.12.1984 № 562
175;“Полянський дуб-велетень”;пам`ятка природи;ботанічна;0,1;Гутянське лісництво, кв. 88: вид. 9, Богодухівський район;ДП “Гутянське лісове господарство”;Рішення облвиконкому від 03.12.1984 № 562
176;“Дуб-велетень № 1”;пам`ятка природи;ботанічна;0,1;Мерчицьке лісництво, кв. 56: вид. 1, Валківський район;ДП “Жовтневе лісове господарство”;Рішення облвиконкому від 03.12.1984 № 562
177;“Дуб-велетень № 2”;пам`ятка природи;ботанічна;0,1;Мерчицьке лісництво, кв. 51: вид. 2, Валківський район;ДП “Жовтневе лісове господарство”;Рішення облвиконкому від 03.12.1984 № 562
178;“Дуб-велетень № 3”;пам`ятка природи;ботанічна;0,1;Мерчицьке лісництво, кв. 73: вид. 1, Валківський район;ДП “Жовтневе лісове господарство”;Рішення облвиконкому від 03.12.1984 № 562
179;“Дуб-велетень № 4”;пам`ятка природи;ботанічна;0,1;Мерчицьке лісництво, кв. 74: вид. 6, Валківський район;ДП “Жовтневе лісове господарство”;Рішення облвиконкому від 03.12.1984 № 562
180;“Дуб-велетень № 5”;пам`ятка природи;ботанічна;0,1;Мерчицьке лісництво, кв. 81: вид. 1, Валківський район;ДП “Жовтневе лісове господарство”;Рішення облвиконкому від 03.12.1984 № 562
181;“Неруб”;пам`ятка природи;ботанічна;6,2;Великобурлуцьке лісництво, кв. 44: вид. 4,5, Великобурлуцький район;ДП “Куп’янське лісове господарство”;Рішення облвиконкому від 03.12.1984 № 562
182;“Новоєгорівська”;пам`ятка природи;ботанічна;2,5;с. Новоєгорівка,Дворічанський район;Дворічанська районна державна адміністрація;Рішення облвиконкому від 03.12.1984 № 562
183;“Пересічанський дуб”;пам`ятка природи;ботанічна;0,1;Дергачівське лісництво, кв. 59: вид. 3, Дергачівський район;Данилівський дослідний держлісгосп УкрНДІЛГА ім. Г.М. Висоцького;Рішення облвиконкому від 03.12.1984 № 562
184;“Південне”;пам`ятка природи;ботанічна;14,7;"Данилівський дослідний лісгосп кв. 137: вид.2; кв. 138: вид. 1, Дергачівський район";Данилівський дослідний лісгосп УкрНДІЛГА ім. Г.М. Висоцького;Рішення обласної ради від 20.03.2001
185;“П’ять братів”;пам`ятка природи;ботанічна;0,15;Золочівське лісництво, Урочище Шапарське,кв. 62: вид. 7, Золочівський район;ДП “Жовтневе лісове господарство”;Рішення облвиконкому від 03.12.1984 № 562
186;“Скорики”;пам`ятка природи;ботанічна;5;с. Одноробівка,Золочівський район;Золочівська райдержадміністрація;Рішення облвиконкому від 03.12.1984 № 562
187;“Петрівський дуб-велетень”;пам`ятка природи;ботанічна;0,1;Петрівське лісництво, кв. 153, вид. 18, Ізюмський район;ДП “Ізюмське лісове господарство”;Рішення облвиконкому від 03.12.1984 № 562
188;“Пісківська”;пам`ятка природи;ботанічна;0,1;Пісківське лісництво, кв. 356, вид. 11, Ізюмський район;ДП “Ізюмське лісове господарство”;Рішення облвиконкому від 03.12.1984 № 562
189;“Ізюмська дача”;пам`ятка природи;ботанічна;30;Ізюмське лісництво, кв.кв. 270, 301, Ізюмський район;ДП “Ізюмське лісове господарство”;Рішення облвиконкому від 03.12.1984 № 562
190;“Красношахтарська”;пам`ятка природи;ботанічна;71,9;Придонецьке лісництво, кв.кв. 426, 427, 466, Ізюмський район;ДП “Ізюмське лісове господарство”;Рішення облвиконкому від 03.12.1984 № 562
191;“Гуртовівка”;пам`ятка природи;ботанічна;2;с. Гуртовівка,Коломацькій район;Різуненківська сільська рада;Рішення облради від 21.03.1995
192;“Мурафська дача”;пам`ятка природи;ботанічна;5,2;Володимирівське лісництво, кв. 121: вид. 2,Краснокутський район;ДП “Гутянське лісове господарство”;Рішення облвиконкому від 03.12.1984 № 562
193;“Козіївська № 1”;пам`ятка природи;ботанічна;4,2;Пархомівське лісництво, кв. 56: вид. 5, 8,Краснокутський район;ДП “Гутянське лісове господарство”;Рішення облвиконкому від 03.12.1984 № 562
194;“Козіївська № 2”;пам`ятка природи;ботанічна;3,9;Пархомівське лісництво, кв. 57: вид. 8, 16,Краснокутський район;ДП “Гутянське лісове господарство”;Рішення облвиконкому від 03.12.1984 № 562
195;“Дуб Петра 1”;пам`ятка природи;ботанічна;0,1;Краснокутське лісництво, кв. 27: вид. 9, Краснокутський район;ДП “Гутянське лісове господарство”;Рішення облвиконкому від 03.12.1984 № 562
196;“Лісосмуга № 65”;пам`ятка природи;ботанічна;0,4;с. Рогань,Харківський район;ДПУ-ДГ “Комуніст” Харківського національного аграрного університету ім. В.В. Докучаєва;Рішення облвиконкому від 03.12.1984 № 562
197;“Просіки”;пам`ятка природи;ботанічна;4,2;Бабаївське лісництво, кв. 14: вид. 5, 8, Харківський район;ДП “Жовтневе лісове господарство”;Рішення облвиконкому від 03.12.1984 № 562
198;“Великий ліс”;пам`ятка природи;ботанічна;0,1;Люботинське лісництво, кв. 14: вид. 20,м. Люботин, Харківський район;ДП “Жовтневе лісове господарство”;Рішення облвиконкому від 03.12.1984 № 562
199;“Два дуби-велетні”;пам`ятка природи;ботанічна;0,2;Люботинське лісництво, кв. 21: вид.7,м. Люботин, Харківський район;ДП “Жовтневе лісове господарство”;Рішення облвиконкому від 03.12.1984 № 562
200;„Шишківська”;пам`ятка природи;ботанічна;15;с. Шишківка, Шевченківський район;Нижньобурлуцька сільська рада;Рішення обласної ради від 17.04.2008 №699-V
201;“Сокольники-Помірки”;пам`ятка природи;ботанічна;163,1;Лісопаркове господарство, кв.кв. 52-54, 60, 61, 65, 68: вид. 1-9, 13, 15-24, м. Харків;СКП “Харківзеленбуд”;Рішення облвиконкому від 17.07.1972 №377
202;“Помірки”;пам`ятка природи;ботанічна;120,4;м. Харків, Помірки, лісопаркове господарство, кв.кв. 8, 9, 16, 23, 29, ;СКП “Харківзеленбуд”;Рішення облвиконкому від 17.07.1972 № 377
203;“Дерева гінкго”;пам`ятка природи;ботанічна;0,1;м. Харків, вул. Сокольники, 12;Гр.Фельдман О.О.;Рішення облвиконкому від 03.12.1984 № 562
204;“Пушкінська”;пам`ятка природи;ботанічна;0,2;м. Харків,вул. Пушкінська, 39;Житлово-виробниче ремонтно-експлуатаційне підприємство №1;Рішення облвиконкому від 03.12.1984 № 562
205;“Будинок вчених”;пам`ятка природи;ботанічна;0,1;м. Харків, вул. Раднаркомівська, 10;Центр культури, науки та мистецтва “Харківський Будинок вчених”;Рішення облвиконкому від 03.12.1984. № 562
206;“Чорноглазівські дуби”;пам`ятка природи;ботанічна;0,15;м. Харків, вул. Маршала Бажанова, 11;Державна комунальна установа “Протитуберкульозний диспансер № 1”;Рішення облвиконкому від 03.12.1984 № 562
207;“Дуб Бабушкін”;пам`ятка природи;ботанічна;0,1;м. Харків, Жовтневий районвул. Бабушкіна, 16;Станція переливання крові Південної залізниці;Рішення облвиконкому від 03.12.1984 № 562
208;Інститутська”;пам`ятка природи;ботанічна;0,35;м. Харків,вул. Пушкінська, 86;Укр. ордена “Знак Пошани” НДІ лісового господарства та агролісомеліорації ім. Г.М. Висоцького;Рішення облвиконкому від 03.12.1984 №562
209;“Сад ім. Т.Г. Шевченка”;пам`ятка природи;ботанічна;0,75;м. Харків,вул. Сумська, 29;СКП “Харківзеленбуд”;Рішення облвиконкому від 03.12.1984 № 562
210;“Чорноглазівська”;пам`ятка природи;ботанічна;0,2;м. Харків,вул. Маршала Бажанова, 5;Комунальне житлово-експлуатаційне підприємство № 4 Київського району;Рішення облвиконкому від 03.12.1984 № 562
211;“Залютинська”;пам`ятка природи;ботанічна;3;м. Харків,Ленінський район, Залютине;АТЗТ “ЗЕМВ - 1”;Рішення облради від 23.02.1999
;Разом пам`яток природи ботанічних;38;;455,2;;;
212;“Мохувате болото”;пам`ятка природи;гідрологічна;1,7;Дергачівське лісництво, кв. 176: вид. 4, Дергачівський район;Данилівський дослідний лісгосп УкрНДІЛГА ім. Г.М. Висоцького;Рішення облвиконкому від 03.12.1984 № 562
213;“Мурафа”;пам`ятка природи;гідрологічна;0,6;с. Мурафа,Краснокутський район;Мурафська сільська рада;Рішення облвиконкому від 03.12.1984 № 562
214;“Джерело ім. Г.С. Сковороди”;пам`ятка природи;гідрологічна;6,3;Бабаївське лісництво, кв. 18: вид. 4-7, 25, Харківський район;ДП “Жовтневе лісове господарство”;Рішення облвиконкому від 03.12.1984 № 562
215;“Любівська”;пам`ятка природи;гідрологічна;5,8;Краснокутське лісництво , кв. 113 (вид. 1),Краснокутський район;ДП “Гутянське лісове господарство”;Рішення облради від 23.12.2003
;Разом пам`яток природи гідрологічних;4;;14,4;;;
;Всього пам`яток природи місцевого значення;44;;645,9;;;
216;“Бір”;заповідне урочище;;734;Завгороднівське лісництво, кв.кв. 635-648, Балаклійський район;ДП “Ізюмське лісове господарство”;Рішення облвиконкому від 03.12.1984 № 562
217;“Тюндик”;заповідне урочище;;988;Андріївське лісництва кв.кв.45-49,50-56,57-63Балаклійський район;ДП “Балаклійське лісове господарство”;Рішення облради від 08.02.2007 №172-V
218;“Холодноярське”;заповідне урочище;;10;Старицьке лісництво кв. 12, вид. 9., Вовчанський район;ДП “Вовчанське лісове господарство”;Рішення облради від 27.01.2005
219;“Довжик”;заповідне урочище;;27,5;Мерчицьке лісництво, кв. 140: вид. 17-23, Валківський район;ДП “Жовтневе лісове господарство”;Рішення облвиконкому від 03.12.1984 № 562
220;“Дегтярне”;заповідне урочище;;179;Великобурлуцьке лісництво,кв.кв. 79, 80, 89,Великобурлуцький район;ДП “Куп’янське лісове господарство”;Рішення облвиконкому від 03.12.1984. № 562
221;“Божкове”;заповідне урочище;;79;Великобурлуцьке лісництво, кв. 132, Великобурлуцький район;ДП “Куп’янське лісове господарство”;Рішення облвиконкому від 03.12.1984 № 562
222;“Пивне”;заповідне урочище;;142;Старосалтівське лісництво,  кв.кв. 4, 5, Вовчанський район;ДП “Вовчанське лісове господарство”;Рішення облвиконкому від 03.12.1984 № 562
223;“Дубові гряди”;заповідне урочище;;129,7;с. Дубові гряди,Сахновщинський район;ПСП “Победа”;Рішення облради від 24.09.2002
224;“Миколаївські насадження”;заповідне урочище;;248;Печенізьке лісництво, кв.кв. 120-124, Чугуївський район;ДП “Чугуєво-Бабчанське лісове господарство”;Рішення облвиконкому від 03.12.1984 № 562
;Всього заповідних урочищ;9;;2537,2;;;
225;“Дружба”;Дендрологічний парк;;51,5;м. Лозова;Відділ житлово-комунального господарства та будівництва міської ради м. Лозова;Рішення облради від 27.06.2000
;Всього дендрологічних парків місцевого  значення;1;;51,5;;;
226;“Литвинівка”;парк-пам`ятка садово-паркового мистецтва;;10,8;с. Литвинівка,Валківський район;ДГ “Мерефа” УкрНДІ овочівництва і бахчівництва;Рішення облвиконкому від 20.02.1984 № 93
;Всього парків-пам`яток садово паркового мистецтва місцевого  значення ;1;;10,8;;;
227;“Кулиничі”;ботанічний сад;;13,25;смт. КулиничіХарківський район;Фермерське господарство “Кегичівське”;Рішення Харківської обласної ради від 26.12.07 №568-V
;Всього ботанічних садів місцевого значення;1;;13,25;;;
;Всього територій та об`єктів ПЗФ місцевого  значення;229;;60724,54;;;
;Всього територій та об`єктів ПЗФ;242;;84709,14;;;
