№ з.п.;Назва території чи об’єкта ПЗФ;Категорія ;Тип;Площа, га;Місце розташування  території чи об`єкту ПЗФ;Назва установи, підпрємства, організації, землекористувача (землевласника), у віданні якого знаходиться територія чи об’єкт ПЗФ;Рішення, згідно з яким створено (змінено) дану територію чи об’єкт ПЗФ
Території та об`єкти ПЗФ загальнодержавного значення;;;;;;;
17;Климівський;заказник;ботанічний;144,3;Карлівський р-н, с. Климівка;Климівська с/р;Рішення облради від 20.12.93, від 07.12.2011
18;Драбинівка;заказник;ботанічний;55;Кобеляцький р-н, с. Драбинівка;Золотарівська с/р – 38 га, Бутенківська с/р – 17 га;Рішення облради від 27.10.94
19;Скоробір;заказник;ботанічний;2;Котелевський р-н, с. Більськ  по межі із Зіньківським районом;Більська с/р;Рішення облради від 29.04.93
20;Підварівський;заказник;ботанічний;35,4;Котелевський р-н, с. Підварівка, Руднянське л-во, кв. 4 вид.  7, кв. 5 вид. 7, кв. 13, вид. 3, кв. 14 вид. 1;ДП “Полтавський лісгосп”;Рішення облради від 20.12.93
21;Борівський;заказник;ботанічний;50;Котелевський р-н, між с.с. Милорадове і Матвіївка, Борівське л-во,  кв. 71;ДП “Полтавський лісгосп”;Рішення облвиконкому від 16.11.79 № 437
22;Приворсклянський;заказник;ботанічний;10;Котелевський р-н, біля с. Матвіївка, Борівське л-во, кв. 55 вид. 2;ДП “Полтавський лісгосп”;Рішення облвиконкому від 14.03.89 № 75
23;Довгораківський;заказник;ботанічний;278;Кременчуцький р-н, с. Кам’яні Потоки, Крюківське л-во, кв. 46-49;ДП “Кременчуцький лісгосп”;Рішення облради від 27.10.94
24;Балка Поповиця;заказник;ботанічний;50,4;Лохвицький р-н, між селами Луценки та Бербениці;Луценківська с/р;Рішення облради від 23.03.05
25;Вовчанський;заказник;ботанічний;4,5;Лубенський р-н, с. Вовчик;Вовчицька с/р;Рішення облвиконкому від 16.11.79 № 437
26;Михайлівська балка;заказник;ботанічний;14,1;Машівський р-н, с. Михайлівка;Михайлівська с/р;Рішення облради від 14.01.02
27;Дикунова балка;заказник;ботанічний;45,7;Машівський р-н, неподалік с. Манилівка;Сахнівщинська с/р – 29,7 га, Базилівщинська с/р – 16,0 га;Рішення облради від 15.08.03
28;Великий і Малий ліс;заказник;ботанічний;90;Миргородський р-н, с. Велика Обухівка, Гоголівське л-во, кв. 10, 11;ДП “Миргородський лісгосп” – 74,2 га, Великообухівська с/р – 15,8 га;Рішення облради від 27.10.94
29;Зачепилівський;заказник;ботанічний;826,8;Новосанжарський р-н, околиці с. Зачепилівка;Зачепилівська с/р – 287,6 га, ДП “Новосанжарський лісгосп” – 539,2 га;Рішення облради  від 27.10.94, рішення облради  від 14.01.02
30;Шкуратівський;заказник;ботанічний;12;Пирятинський р-н, с. Шкурати, Пирятинське л-во;ДП “Пирятинський лісгосп”;Рішення облради від 23.03.05
31;Розсошенський;заказник;ботанічний;15,7;Полтавський р-н, с. Пожарна Балка, Розсошенське л-во,  кв. 56 вид. 5,  кв. 57 вид. 2;ДП “Полтавське лісове господарство”;Рішення облвиконкому від 28.12.82 № 671
32;Руднянський;заказник;ботанічний;14,2;Полтавський р-н, Руднянське л-во, кв.31 вид. 6-8,  кв. 32 вид. 2;ДП “Полтавський лісгосп”;Рішення облради від 20.12.93
33;Воронянський;заказник;ботанічний;35,6;Полтавський р-н, с. Ворони, Руднянське л-во, кв. 23 вид. 5, кв. 27 вид. 1, 2, 4;ДП “Полтавський лісгосп”;Рішення облради від 20.12.93
34;Рожаївський;заказник;ботанічний;14;Полтавський р-н, с. Рожаївка;Абазівська сільська рада;Рішення облради від 21.11.2000
35;Новодиканський;заказник;ботанічний;50,9;Решетилівський р-н, між селами  Демидівка і Нова Диканька;Демидівська с/р;Рішення облради від 28.02.95
36;Харсіцька полона;заказник;ботанічний;174;Чорнухинський р-н, між с. Харсіки  та Бондарі,Чорнухинське л-во, кв. 6-8;ДП “Пирятинський лісгосп”;Рішення облради від 27.10.94
37;Чутівські степи;заказник;ботанічний;120,5;Чутівській р-н, між смт. Чутове та с. Стінка;Черняківська с/р;Рішення облради від 24.12.02
38;Воскобійницький;заказник;ботанічний;52,4;Шишацький р-н, с. Величкове;Воскобійницька с/р;Рішення облради від 12.02.99
;Разом заказників ботанічних;38;;5148,14;;;
1;Байрак;заказник;загально-зоологічний;197,2;Зіньківський р-н, між селами Шилівка, Іщенківка, Зіньківське л-во, кв. 75-78;ДП “Гадяцький лісгосп” – 109 га, Шилівська с/р – 79,1 га, Зіньківська м/р – 9,1 га;Рішення облради від 04.09.95
2;Сухий  Яр;заказник;загально-зоологічний;18,6;Зіньківський р-н, околиці с. Лютенські  Будища;Лютенсько-Будищанська с/р;Рішення облради від 27.10.94
3;Середній;заказник;загально-зоологічний;130,7;Новосанжарський р-н, неподалік сіл Судіївка, Лелюхівка та Назаренки;Судіївська с/р – 110,1 га, Лелюхівська с/р – 20,6 га;Рішення облради від 15.08.03
4;Мазанка;заказник;загально-зоологічний;191,7;Новосанжарський р-н, між с. Кунцеве та Балівка;ДП “Новосанжарський лісгосп” – 63,9 га, Кунцівська с/р – 85,9 га, Руденківська с/р – 41,9 га;Рішення облради від 23.03.05
5;Сьомківщіна;заказник;загально-зоологічний;275;Новосанжарський р-н, заплава р. Різничка разом з прилеглою до неї системою заплавних озер в районі сіл Грекопавлівка, Дмитренки, Полузір’я та Білоконі;Полузірська с/р – 166,6 га, Стовбино-Долинська с/р – 103,5 га,   ДП “Новосанжарське лісове господарство” – 4,9 га;Рішення облради від 06.09.07
6;Леляківський;заказник;загально-зоологічний;746;Пирятинський р-н, в районі сіл Леляки та Кейбалівка;Сасинівська с/р – 379,9 га, Каплинцівська с/р – 184,4 га, ВАТ “Каплинцівське” – 149 га, ДП “Пирятинський лісгосп” – 32,7 га;Рішення облради від 23.03.05,  від 06.09.07
7;Озерище;заказник;загально-зоологічний;55;Шишацький р-н, с. Федунка;Федунська с/р;Рішення облвиконкому від 29.04.93 № 437
;Разом заказників загально-зоологічних;7;;1614,2;;;
1;Будникове;заказник;орнітологічний;51,5;Зіньківський р-н, с. Васьки;СФГ “Колос”;Рішення облради від 23.03.05
2;Лабурівський;заказник;орнітологічний;50;Котелевський р-н, с. Лабурівка, неподалік гирла р. Мерла;Милорадівська с/р;Рішення облради від 27.10.94
;Разом заказників орнітологічних;2;;101,5;;;
1;Бурівщина;заказник;ентомологічний;73,2;Гребінківський р-н, між селами  Тарасівка та Жовтневе;Тарасівська с/р – 38,3 га, Ульяновська с/р – 34,9 га;Рішення облради від 23.06.2010
2;Тетянин гай;заказник;ентомологічний;11,9;Новосанжарський р-н, заплава  р. Ворскла в районі с. Клюсівка та смт. Нові Санжари;Клюсівська с/р – 11,4 га, ДП “Новосанжарське лісове господарство” – 0,5 га;Рішення облради від 06.09.07
3;Тарасенківський;заказник;ентомологічний;3;Оржицький р-н, біля а/д Тарасівка-Оржиця;Чутівська с/р;Рішення облвиконкому від 14.03.89 № 75
4;Гришківка;заказник;ентомологічний;79,2;Пирятинський р-н, на північ від с. Малютинці;Смотриківська с/р;Рішення облради від 28.08.09
;Разом заказників ентомологічних;4;;167,3;;;
1;Артополот;заказник;гідрологічний;88;Гадяцький р-н, с. Краснознаменка;Краснознаменська с/р;Рішення облвиконкому від 28.12.82 № 671
2;Болото  Моховате;заказник;гідрологічний;34,1;Гадяцький р-н, с. Хитці;Краснолуцька с/р;Рішення облради від 30.01.98
3;Гирло Хоролу;заказник;гідрологічний;169;Глобинський р-н, с. Попівка;Федорівська  с/р;Рішення облради від 04.09.95
4;Пологи;заказник;гідрологічний;100;Гребінківський р-н, с. Сліпорід-Іванівка;Майорщинська с/р;Рішення облради від 27.10.94
5;Романівський;заказник;гідрологічний;50;Зіньківський р-н, с. Романівка;Загрунівська с/р;Рішення облвиконкому від 16.11.79 № 437
6;"Озеро ""Журавлине""";заказник;гідрологічний;51;Зіньківський р-н, с. Підозірка;Дейкалівська с/р;Рішення облради від 27.10.94
7;Пеленківщина;заказник;гідрологічний;54,8;Зіньківський р-н, Неподалік а/д Зіньків-Дейкалівка;Зіньківська м/р;Рішення облради від 27.10.94
8;Сухе;заказник;гідрологічний;8,9;Зіньківський р-н, неподалік а/д Зіньків-Дейкалівка;Власівська с/р;Рішення облради від 27.10.94
9;Твань-Кар’єри;заказник;гідрологічний;41;Зіньківський р-н, с. Пилипенки;Зіньківська м/р;Рішення облради від 27.10.94
10;"Озеро ""Лазьки""";заказник;гідрологічний;65,8;Зіньківський р-н, с. Лазьки;Батьківська с/р;Рішення облради від 04.09.95
11;Глинський;заказник;гідрологічний;276,6;Кобеляцький р-н, с. Красне, справа а/д  Кобеляки – Дніпропетровськ;Красненська с/р;Рішення облради від 04.09.95
12;Ситникове;заказник;гідрологічний;300;Кобеляцький р-н, с. Іванівка, зліва а/д  Кобеляки-Дніпропетровськ;Іванівська с/р;Рішення облвиконкому від 28.12.82 № 671
13;Ударник;заказник;гідрологічний;39;Козельщинський р-н, смт. Козельщина, західна околиця;Козельщинська сел/р;Рішення облради від 20.12.93
14;Хорунжівський;заказник;гідрологічний;25;Козельщинський р-н, с. Омельниче;Козельщинська сел/р;Рішення облради від 20.12.93
15;Михайликівський;заказник;гідрологічний;400;Козельщинський р-н,  с. Михайлики;Михайликівська с/р;Рішення облвиконкому від 17.04.92 № 74
16;Буртівський;заказник;гідрологічний;150;Козельщинський р-н,  с. Піски;Пісківська с/р;Рішення облвиконкому від 16.11.79 № 437
17;Ксендзівський;заказник;гідрологічний;98;Козельщинський р-н, біля сіл Бутенки та Йосипівка;Пісківська с/р;Рішення облвиконкому від 16.11.79 № 437
18;Попенківський;заказник;гідрологічний;96;Козельщинський р-н,  с. Харченки;Мануйлівська с/р;Рішення облвиконкому від 16.11.79 № 437
19;Брідок;заказник;гідрологічний;551,9;Козельщинський р-н, с. Буняківка;Говтвянська с/р;Рішення облради від 12.02.99
20;Дубове;заказник;гідрологічний;40;Котелевський р-н, смт. Котельва;Котелевська сел/р;Рішення облвиконкому від 28.12.82 № 674
21;Любка;заказник;гідрологічний;67;Котелевський р-н, с. Любка;Деревківська с/р;Рішення облради від 20.12.93
22;Малорублівський;заказник;гідрологічний;222;Котелевський р-н, між  с. Мала Рублівка та Мар’їне;Малорублівська с/р;Рішення облради від 20.12.93
23;Біловагівський;заказник;гідрологічний;70;Кременчуцький р-н, с. Соснівка, Кременчуцьке л-во, кв. 17  вид. 10;ДП “Кременчуцький лісгосп”;Рішення облвиконкому від 28.12.82 № 671
24;Артополот;заказник;гідрологічний;507,4;Лохвицький р-н, між селами Піски, Пісочки та Гаєвщина, охоплюючи долини р. Сули та її лівої притоки – р. Артополот, кв.1 уч. 12, діл. 11,13, кв.1 уч. 14 діл.14, кв.1 уч.17 діл. 23, кв.3 уч. 24, діл.3, кв.3 уч. 30 діл. 19,  кв. 3 уч. 31 діл.7;Пісківська  с/р – 449,9 га, Полтавське державне лісогосподарське підприємство „Полтаваоблагроліс” – 57,5 га;Рішення облради від 06.09.07
25;Крутий  берег;заказник;гідрологічний;50;Лубенський р-н, с. Крутий берег;Тишківська с/р;Рішення облвиконкому від 28.12.82 № 671
26;Байрак;заказник;гідрологічний;179,1;Лубенський р-н, с. Березоточа;Березотоцька с/р;Рішення облвиконкому від 22.11.84 № 453
27;Окіпський;заказник;гідрологічний;31;Лубенський р-н, с.  Окіп;Окіпська с/р;Рішення облвиконкому від 22.11.84 № 453
28;В’язівський;заказник;гідрологічний;36,4;Лубенський р-н, с. В’язівок;Михнівська с/р;Рішення облвиконкому від 22.11.84 № 453
29;Снітинський;заказник;гідрологічний;34;Лубенський р-н, с. Снітин;Снітинська с/р;Рішення облвиконкому від 22.11.84 № 453
30;Ревазівський;заказник;гідрологічний;300;Новосанжарський р-н,  с. Руденківка;Великосолонцівська с/р – 213 га,  Руденківська с/р – 87 га;Рішення облвиконкому від 16.11.79 № 437
31;Шедієво;заказник;гідрологічний;273;Новосанжарський р-н,  с. Шедієве;Шедіївська с/р;Рішення облвиконкому від 17.04.92 № 74
32;Чутівський;заказник;гідрологічний;742;Оржицький р-н, с. Чутівка;Чутівська с/р;Рішення облради від 04.09.95
33;Оржицький;заказник;гідрологічний;195;Оржицький р-н, між смт. Оржиця і с. Онішки;Онішківська с/р;Рішення облвиконкому від 28.12.82 № 671
34;Яблунівський;заказник;гідрологічний;28;Оржицький р-н, с. Яблуневе;Яблунівська с/р;Рішення облвиконкому від 22.11.84 № 453
35;Тимківський;заказник;гідрологічний;43;Оржицький р-н, с. Тимки;Куйбишевська с/р;Рішення облвиконкому від 22.11.84 № 453
36;Харківецький;заказник;гідрологічний;540,2;Пирятинський р-н,  с. Харківці, Пирятинське л-во, кв. 43-45;Харківецька с/р – 367,2 га, ДП “Пирятинський лісгосп” – 173,0 га;Рішення облвиконкому від 17.04.92 № 74, рішення облради від 06.09.07
37;Великокручанський;заказник;гідрологічний;90;Пирятинський р-н, с. Велика Круча;Великокручанська с/р;Рішення облради від 30.01.98
38;Гурбинський;заказник;гідрологічний;400;Пирятинський р-н, с. Гурбинці;Давидівська с/р;Рішення облвиконкому від 17.04.92 № 74
39;Сасинівський;заказник;гідрологічний;150;Пирятинський р-н, с. Сасинівка;Сасинівська с/р;Рішення облвиконкому від 17.04.92 № 74
40;Березоворудський;заказник;гідрологічний;150;Пирятинський р-н, с. Березова Рудка;ДП “Сільськогосподарське підприємство “Березівське”;Рішення облвиконкому від 17.04.92 № 74
41;Давидівський;заказник;гідрологічний;120;Пирятинський р-н, с. Давидівка;Давидівська с/р;Рішення облради від 30.01.98
42;Лубкове;заказник;гідрологічний;260;Семенівський р-н, с. Очеретувате;Очеретуватська с/р;Рішення облвиконкому від 17.04.92 № 74
43;Криворудський;заказник;гідрологічний;260;Семенівський р-н, смт. Семенівка, с. Веселий Поділ;Семенівська селищна рада – 80 га, Вереміївська с/р – 180 га;Рішення облвиконкому від 17.04.92 № 74
44;Хвощівка;заказник;гідрологічний;120;Хорольський р-н, с. Хвощівка, Хорольське л-во, кв. 50;ДП “Лубенський лісгосп”;Рішення облвиконкому від 17.04.92 № 74
45;Голованька;заказник;гідрологічний;44,8;Хорольський р-н, с. Бовбасівка;Трубайцівська с/р;Рішення облвиконкому від 17.04.92 № 74
46;Єньки;заказник;гідрологічний;82,5;Хорольський р-н, с. Єньки;Петрівська с/р;Рішення облвиконкому від 17.04.92 № 74
47;Комишитовий;заказник;гідрологічний;364;Хорольський р-н, між  с. Трубайці, Єньки і Бовбасівка;ДП “Керамсервіс”;Рішення облради від 20.12.93
48;Костюки;заказник;гідрологічний;237;Хорольський р-н, с. Костюки, Хорольське л-во, кв. 52-55;ДП “Лубенський лісгосп”;Рішення облради від 20.12.93
49;Заплава р. Многа;заказник;гідрологічний;183,3;Чорнухинський р-н, між  смт. Чорнухи та с. Кізлівка;Чорнухинська  сел/р – 76,3 га,  Кізлівська  с/р – 82 га,  Харсіцька  с/р – 25 га;Рішення облради від 27.10.94
50;Піско-Удайський;заказник;гідрологічний;289,6;Чорнухинський р-н, с. Піски-Удайські;Мокіївська с/р;Рішення облвиконкому від 17.04.92 № 74
51;Сторожовий;заказник;гідрологічний;683,24;Чутівський р-н, с. Сторожове, Іскрівське л-во, кв. 102-107, 108 (вид.1-5, 8-9),  109-113, 117;ДП “Полтавське лісове господарство” – 435,2 га, Войнівська с/р – 227,74 га, Зеленківська с/р – 20,3 га;Рішення облвиконкому від 14.03.89 № 75, рішення облради від 23.06.2010 
52;Калениківський;заказник;гідрологічний;114,2;Решетилівський р-н, околиці с. Каленики;Калениківська с/р;Рішення Полтавської обласної ради від 28.02.2013
;Разом заказників гідрологічних;52;;9505,84;;;
;Всього заказників місцевого значення;156;;38154,88;;;
1;Садиба;пам`ятка природи;комплексна;15,32;Гадяцький р-н, с. Тимофіївка;Плішивецька  с/р;Рішення облради від 04.09.95
2;Академія;пам`ятка природи;комплексна;33,6;Карлівський р-н, с. Лип’янка;Лип’янська с/р;Рішення облради від 20.12.93
3;Розрита могила;пам`ятка природи;комплексна;2,6;Котелевський р-н, біля а/д  на  с. Лихачівку;Малорублівська с/р;Рішення облради від 27.10.94
4;Міський сад;пам`ятка природи;комплексна;7;Кременчуцький р-н, м. Кременчук, біля  електростанції;КЗФКіС “МФК “Кремінь”;Рішення облради від 20.12.93
5;Олександрівський  горб;пам`ятка природи;комплексна;12,4;Лубенський р-н, с. Олександрівка;Михнівська с/р;Рішення облради від 04.09.95
6;Городище;пам`ятка природи;комплексна;18,7;Лубенський р-н, с. Мацківці, Оржицьке л-во, кв. 35 вид. 7-12;ДП “Лубенський лісгосп”;Рішення облради від 28.02.95
7;Киндинів  сад;пам`ятка природи;комплексна;7,1;Оржицький р-н, с. Чайківщина;Староіржавецька с/р;Рішення облради від 04.09.95
8;Бурти;пам`ятка природи;комплексна;2,3;Пирятинський р-н, правий берег р. Удай, на пн.-сх. вниз по течії від с. Повстин;Великокручанська с/р;Рішення облради від 28.08.09
9;Старий шлях;пам`ятка природи;комплексна;2,5;Пирятинський р-н, між селами Гурбинці та Леляки;Сасинівська с/р;Рішення облради від 28.08.09
10;Грушеві могили;пам`ятка природи;комплексна;2,5;Чутівський р-н, між с. Кочубеївка та смт. Чутове;Черняківська  с/р;Рішення облради від 28.08.09
11;"Урочище ""Берези""";пам`ятка природи;комплексна;5;Шишацький р-н, с. Федунка;Федунська с/р;Рішення облради від 04.09.95
12;Озеро;пам`ятка природи;комплексна;5,5;на відстані 1 км на схід від с. Березівка;Березівська с/р;Рішення облради від 07.12.2011
;Разом пам`яток природи комплексних;12;;114,52;;;
1;Дуб черешчатий;пам`ятка природи;ботанічна;0,02;Великобагачанський р-н,  смт. Велика Багачка;Великобагачанська сел/р;Рішення облвиконкому  № 329 від 22.07.69
2;Дуб черешчатий;пам`ятка природи;ботанічна;0,02;Великобагачанський р-н, с. Марьянське;Михайлівська  с/р;Рішення облвиконкому від 18.04.64 № 135
3;Липа;пам`ятка природи;ботанічна;0,02;Гадяцький р-н,  по дорозі  м. Гадяч - с. Сари;Сарівська с/р;Рішення облвиконкому від 18.04.64 № 135
4;Дубова алея;пам`ятка природи;ботанічна;0,5;Гадяцький р-н, с. Максимівка, центральна вулиця;Римарівська  с/р;Рішення облвиконкому від 22.07.69 № 329
5;Дуб черешчатий;пам`ятка природи;ботанічна;0,01;Гадяцький р-н, с. Максимівка;Римарівська  с/р;Рішення облвиконкому від 22.07.69 № 329
6;Дуб черешчатий;пам`ятка природи;ботанічна;0,02;Гадяцький р-н, с. Римарівка;Римарівська  с/р;Рішення облвиконкому від 22.07.69 № 329
7;Гадяцький  бір;пам`ятка природи;ботанічна;5;Гадяцький р-н, Вельбівське л-во, кв. 116-117;ДП “Гадяцький лісгосп”;Рішення облвиконкому від 16.11.79 № 437
8;Дуб черешчатий;пам`ятка природи;ботанічна;0,05;м. Гадяч;Гадяцька  центральна районна лікарня;Рішення облвиконкому від 17.04.92 №  74
9;Дуб черешчатий;пам`ятка природи;ботанічна;0,05;Гадяцький р-н, с. Краснознаменка;Краснознаменська  с/р;Рішення облвиконкому від 17.04.92 № 74
10;Дуб черешчатий;пам`ятка природи;ботанічна;0,07;Гадяцький р-н, Краснолуцьке л-во, кв.21;ДП “Гадяцький лісгосп”;Рішення облвиконкому від 17.04.92 № 74
11;Дуб черешчатий;пам`ятка природи;ботанічна;0,07;Гадяцький р-н, Краснолуцьке л-во, кв. 26;ДП “Гадяцький лісгосп”;Рішення облвиконкому від 17.04.92 № 74
12;Дуби  черешчаті;пам`ятка природи;ботанічна;1;Гадяцький р-н, садиба  Краснолуцького л-ва,  кв. 18, вид. 19;ДП “Гадяцький лісгосп”;Рішення облвиконкому від 17.04.92 № 74
13;Урочище  ‘‘Галочка’’;пам`ятка природи;ботанічна;115;Гадяцький р-н, Вельбівське л-во, кв. 142, 143, 151, 146 вид. 5, 4 км на пд.-сх. від м. Гадяча;ДП “Гадяцький лісгосп”;Рішення облвиконкому від 13.12.75, № 531, рішення облради від 28.08.09
14;Краснолуцький  гай;пам`ятка природи;ботанічна;75;Гадяцький р-н, Краснолуцьке л-во, кв. 11-13;ДП “Гадяцький лісгосп”;Рішення облвиконкому від 22.07.69 № 329
15;Липа  дрібнолиста;пам`ятка природи;ботанічна;0,02;Гадяцький р-н, по дорозі Рашівка -Лисівка;Лисівська с/р;Рішення облвиконкому від 22.11.84 № 453
16;Дуб  черешчатий;пам`ятка природи;ботанічна;0,02;м. Гадяч, на  території  санепідстанції;Гадяцька райсанепідстанція;Рішення облвиконкому від 22.11.84 № 453
17;Березовий  гайок;пам`ятка природи;ботанічна;0,6;Гадяцький р-н, Вельбівське л-во, кв. 88,  вид. 4;ДП “Гадяцький лісгосп”;Рішення облради від 04.09.95
18;Дуби  черешчаті;пам`ятка природи;ботанічна;0,2;Гребінківський р-н, с. Майорщина;Майорщинська допоміжна школа-інтернат;Рішення облради від 27.10.94
19;Соснова  алея;пам`ятка природи;ботанічна;0,5;Гребінківський р-н, с. Майорщина;Майорщинська допоміжна школа-інтернат;Рішення облради від 27.10.94
20;Гребінчин каштан;пам`ятка природи;ботанічна;0,01;Гребінківський р-н, с. Мар’янівка;Мар’янівська с/р;Рішення облради від 28.08.09
21;Гостра могила;пам`ятка природи;ботанічна;0,06;Гребінківський р-н, в околицях с. Олександрівка;Олександрівська с/р;Рішення облради від 23.06.2010
22;Ульяновські могили;пам`ятка природи;ботанічна;1,7;Гребінківський р-н, с. Ульяновка;Ульяновська  с/р;Рішення облради від 23.06.2010
23;Лісосмуга  О.О. Ізмаїльського;пам`ятка природи;ботанічна;5;Диканський р-н, с. Дячкове;Чапаєвська с/р;Рішення облвиконкому від 16.11.79 № 437
24;Пустовітка;пам`ятка природи;ботанічна;6;Диканський р-н, біля а/д  Диканька-Шишаки за с. Василівка;Балясненська с/р – 3 га, Диканська сел/р – 3 га;Рішення облради від 27.10.94
25;Храпачів  Яр;пам`ятка природи;ботанічна;22,7;Зіньківський р-н, околиці сіл Кілочки та  Храпачів Яр;Першотравнева с/р;Рішення облради від 27.10.94, від 28.08.09
26;Дуби черешчаті;пам`ятка природи;ботанічна;3,5;м. Карлівка, в районі залізничної станції;Карлівське виробниче управління житлово-комунального господарства;Рішення облради від 24.12.02
27;Дуб  черешчатий;пам`ятка природи;ботанічна;0,02;Котелевський р-н, с. Деревки, територія кладовища;Деревківська с/р;Рішення облвиконкому від 13.12.75 № 531
28;"Урочище  ""Дуби""";пам`ятка природи;ботанічна;1;Котелевський р-н, шосте поле кормової сівозміни господарства;Більська с/р;Рішення облради від 29.04.93
29;Барвінкова  гора;пам`ятка природи;ботанічна;15;Котелевський р-н, Котелевське л-во, кв. 40 вид. 13, 15, 16;ДП “Полтавський лісгосп”;Рішення облради від 04.09.95
30;Дуб  черешчатий;пам`ятка природи;ботанічна;0,01;Лохвицький р-н, с. Яхники, територія лікарні;Яхниківська с/р, дільнича лікарня;Рішення облвиконкому від 24.12.70 № 555
31;"Урочище  ""Шумейкове""";пам`ятка природи;ботанічна;17;Лохвицький р-н, с. Дрюківщина;Ісковецька с/р;Рішення облвиконкому від 22.07.69 № 329
32;Сосновий  парк;пам`ятка природи;ботанічна;50;м.  Лохвиця;Лохвицьке управління житлово-комунального господарства;Рішення облвиконкому від 24.12.70 № 555
33;Дуб  черешчатий;пам`ятка природи;ботанічна;0,05;м. Лохвиця, територія ветлабораторії;Лохвицька міська рада, ветбаклабораторія;Рішення облвиконкому від 14.03.89 № 75
34;Дуб  черешчатий;пам`ятка природи;ботанічна;0,05;Лохвицький р-н, с. Криниця;Лохвицьке управління житлово-комунального господарства;Рішення облвиконкому від 14.03.89 № 75
35;Дубовий  гай;пам`ятка природи;ботанічна;1;м. Лохвиця, навпроти  ветбаклабораторії;Лохвицьке управління житлово-комунального господарства;Рішення облвиконкому від 14.03.89 № 75
36;Дуб  черешчатий;пам`ятка природи;ботанічна;0,02;Лубенський р-н, Приміське л-во, кв. 1 вид. 2;ДП “Лубенський лісгосп”;Рішення облвиконкому від 22.07.69 № 329
37;Дуб  черешчатий;пам`ятка природи;ботанічна;0,01;м. Лубни, вул. Гомона, поблизу б. № 13;Відділ комунального господарства Лубенського міськвиконкому;Рішення облради від 15.08.03
38;Дуби  черешчаті;пам`ятка природи;ботанічна;0,04;м. Лубни, вул. Перші Плютенці, 40;Відділ комунального господарства Лубенського міськвиконкому;Рішення облвиконкому від 28.12.82 № 671
39;Дуби  черешчаті;пам`ятка природи;ботанічна;0,5;Лубенський р-н, с. Снітин;Снітинська с/р;Рішення облради від 14.01.02
40;Дубовий  гай;пам`ятка природи;ботанічна;0,5;м.  Лубни;Відділ комунального господарства Лубенського міськвиконкому;Рішення облвиконкому від 16.11.79 № 437
41;Мгарська  дача;пам`ятка природи;ботанічна;182;Лубенський р-н, с. Мгар, Приміське л-во,кв. 23-25;ДП “Лубенський лісгосп”;Рішення облвиконкому від 22.07.69 № 329
42;Морозівська  дача;пам`ятка природи;ботанічна;865;Південна околиця м. Лубен, Приміське л-во, кв. 27-50;ДП “Лубенський лісгосп”;Рішення облвиконкому від 22.07.69 № 329
43;Жовтнева  дача;пам`ятка природи;ботанічна;57;Східна  околиця  м. Лубни,  Приміське л-во, кв. 63;ДП “Лубенський лісгосп”;Рішення облвиконкому від 20.06.72 № 242
44;Дуб  черешчатий;пам`ятка природи;ботанічна;0,02;Миргородський р-н, смт. Комишня, садиба лісничого;ДП “Миргородський лісгосп” Комишнянське  л-во;Рішення облвиконкому від 28.12.82 № 671
45;Липова  алея;пам`ятка природи;ботанічна;0,15;Миргородський р-н, смт. Комишня;Комишнянська с/р;Рішення облвиконкому від 16.11.79 № 437
46;Дуби  черешчаті;пам`ятка природи;ботанічна;0,2;Миргородський р-н, поблизу  с. Бакумівки, Комишнянське  л-во, кв. 125 вид. 12;ДП “Миргородський лісгосп”;Рішення облвиконкому від 14.03.89 № 75
47;Дуб  черешчатий;пам`ятка природи;ботанічна;0,05;Миргородський р-н, с. Остапівка,  Комишнянське  л-во, кв. 55 вид. 7;ДП “Миргородський лісгосп”;Рішення облвиконкому від 14.03.89 № 75
48;Парк  відпочинку;пам`ятка природи;ботанічна;3,4;Новосанжарський р-н, смт. Нові  Санжари;Новосанжарський районний центр культури і дозвілля;Рішення облвиконкому від 22.07.69 № 329
49;Вовчі гори;пам`ятка природи;ботанічна;11,9;Новосанжарський р-н, Східна околиця с. Лелюхівка;Новосанжарська сел./рада;Рішення облради від 23.03.05
50;Дуб  черешчатий;пам`ятка природи;ботанічна;0,03;Оржицький р-н, смт. Оржиця, вул. Леніна,  89;Оржицька сел./р;Рішення облради від 04.09.95
51;Дуб  черешчатий;пам`ятка природи;ботанічна;0,02;м. Пирятин, вул. Пушкіна, 33;Будинок дитячої та юнацької творчості м. Пирятина;Рішення облвиконкому від 24.12.70 № 555
52;"Лісопарк ""Острів Масальський""";пам`ятка природи;ботанічна;47;Пирятинський р-н, Пирятинське л-во, кв. 46;ДП “Пирятинський лісгосп”;Рішення облвиконкому від 24.12.70 № 555
53;Парк;пам`ятка природи;ботанічна;1;Пирятинський р-н, с. Березова Рудка;Березоворудська загальноосвітня школа 1-3 ступеня;Рішення облвиконкому від 28.12.82 № 671
54;Олександрівський дуб;пам`ятка природи;ботанічна;0,02;Пирятинський р-н, с. Олександрівка;Олександрівська с/р;Рішення облради від 28.08.09
55;Козацькі  дуби;пам`ятка природи;ботанічна;0,04;Полтавський р-н, Розсошенське л-во, кв. 7 вид. 11;ДП “Полтавське лісове господарство”;Рішення облвиконкому від 22.07.69 № 329
