№ з.п.;Назва території чи об’єкта ПЗФ;Категорія ;Тип;Площа, га;Місце розташування  території чи об`єкту ПЗФ;Назва установи, підпрємства, організації, землекористувача (землевласника), у віданні якого знаходиться територія чи об’єкт ПЗФ;Рішення, згідно з яким створено (змінено) дану територію чи об’єкт ПЗФ
17;Ділянка дубового лісу Василівської лісової дачі;пам`ятка природи ;ботанічна;5,8;Східна околиця с. Василівка Новомосковського району Новомосковський  військлісгосп;Новомосковський  військлісгосп ;Рішення облвиконкому 22.06.1972  №391
18;Вікові дуби;пам`ятка природи ;ботанічна;3;Біля с. Вільне  Новомосковського району Новомосковський  військлісгосп кв.199, діл.12;Новомосковський  військлісгосп;Рішення облвиконкому 22.06.1972 №391
19;Вікові дуби;пам`ятка природи ;ботанічна;11;Південно-західна околиця  с. Андріївка  Новомосковського району Новомосковський  військлісгосп кв.21, діл.15;Новомосковський  військлісгосп;Рішенням облвиконкому 22.06.1972 №391
20;Штучні дубові насадження;пам`ятка природи ;ботанічна;2,2;с. Василівка Новомосковського району Новомосковський військлісгосп кв.81, діл.2;Новомосковський військлісгосп;Рішення облвиконкому від 22.06.1972 №391
21;Сторічні дубові насадження Василівської лісової дачі;пам`ятка природи ;ботанічна;3,4;Східніше с. Підлісного Новомосковського району Новомосковський військлісгосп кв.66, діл.5;Новомосковський військлісгосп ;Рішення облвиконкому 22.06.1972 №391
22;Ділянка вікових дубів Василівської лісової дачі;пам`ятка природи ;ботанічна;2,4;с. Вільне Новомосковського району Новомосковський військлісгосп кв.83, діл.37;Новомосковський військлісгосп ;Рішення облвиконкому 22.06.1972 №391
23;Штучні дубові насадження;пам`ятка природи ;ботанічна;4,3;Новомосковський район Новомосковського  військлісгоспу кв.80 діл.13;Новомосковський військлісгосп;Рішення облвиконкому 22.06.1972 №391,
24;Вікові дуби;пам`ятка природи ;ботанічна;15;Павлоградський район Кочерізьке лісництво, кв.3;Новомосковський держлісгосп ;Рішення облвиконкому 22.06.1972 №391
25;Ділянка насаджень сосни звичайноі;пам`ятка природи ;ботанічна;43;Павлоградський район Кочерізьке лісництво, кв.21;Новомосковський держлісгосп ;Рішення облвиконкому 26.05.1977 №346
26;Столітні дубові насадження;пам`ятка природи ;ботанічна;1,8;Південно-західна околиця  с. Івано-Михайлівка  Новомосковського району Новомосковський військлісгосп кв.192, діл.9;Новомосковський військлісгосп ;Рішення облвиконкому 22.06.1972 №391
27;В’язівські вікові дуби;пам`ятка природи ;ботанічна;5;Павлоградський район  Кочерізьке лісництво, кв.40;Новомосковський держлісгосп;Рішення облвиконкому 22.06.1972 №391
28;Віковий дуб;пам`ятка природи ;ботанічна;0,3;Павлоградського району Кочерізьке лісництво кв.9;Новомосковський держлісгосп;Рішення облвиконкому 28.11.1974 №687
29;Високопродуктивні насадження сосни звичайної;пам`ятка природи ;ботанічна;5;с. Кочережки  Павлоградського району ;Кочерізьке лісництво кв.17 Новомосковського держлісгоспу;Рішення облвиконкому 26.05.1977 №346
30;Роздорський;пам`ятка природи ;ботанічна;15;с. Роздолля Синельниківського району;ФГ «Роман»;Рішення облвиконкому 07.12.1985 №703
31;Білі тополі;пам`ятка природи ;ботанічна;1;В 2 км від південної околиці  м. Марганця;Марганецьке лісництво, кв.46 Марганецького держлісгоспу;Рішення облвиконкому 22.06.1972 №391
32;Балка Садова;пам`ятка природи ;ботанічна;25,7;Східніше с. Зелений Гай Синельниківського району;Синельниківська райдержадміністрація;Рішення облвиконкому 07.12.1985 №703
33;Сад;пам`ятка природи ;ботанічна;40;В 1 км південно-західніше с. Ляшківка Царичанського району;Царичанська райдержадміністрація;Рішення облвиконкому 09.06.1988 №231
34;Старовинна груша на Карнаватці;пам`ятка природи ;ботанічна;0,015;м. Кривий Ріг ;ПОГ Криворізьке УВП УТОС;Рішення Дніпропетровської облради від 22.09.2010 №784-27/V
35;Краснопільський;пам`ятка природи ;ботанічна;80;Дніпропетровський район;Дніпропетровська райдержадміністрація;Рішення обласної ради від 05.12.2014 №597-28/VІ
;Разом пам`яток природи ботанічних;35;;312,245;;;
1;Нікопольські плавні;пам`ятка природи ;комплексна;3,7;Південно-східна околиця с.Червоногригорівка Нікопольського району;Марганецьке лісництво, кв.37 Марганецького держлісгоспу;Рішенням облвиконкому 28.11.1974 №687
;Разом пам`яток природи комплексних;1;;3,7;;;
1;Чиста криниця;пам`ятка природи ;гідрологічна;1,5;с. Кочережки Павлоградського району;Кочерізьке лісництво, кв.17 Новомосковського держлісгоспу ;Рішення облвиконкому 28.11.1974 №687 (зміни розпорядження ОДА від 19.12.1995 № 50-р)
2;Водопад на р.Кам’янка;пам`ятка природи ;гідрологічна;-;В 2,5 км північно- східніше с. Червоний Тік Апостолівського району;Апостолівська райдержадміністрація;Рішення облвиконкому 28.11.1974 №687
;Разом пам`яток природи гідрологічних;2;;1,5;;;
1;Виходи аркозових пісковиків;пам`ятка природи ;геологічна;4;Селище Південного ГЗК, лівий берег р. Інгулець м. Кривий Ріг;ВАТ “Південний ГЗК”;Рішення облвиконкому 22.06.1972 №391
2;Сланцеві скелі;пам`ятка природи ;геологічна;4;Біля шахт “Південна” та “Північна”, правий берег р. Саксагань  м. Кривий Ріг;КДГМК “Криворіжсталь”;Рішення облвиконкому 22.06.1972 №391
3;Скелеватські виходи;пам`ятка природи ;геологічна;9;В 500 м від кар’єру ПГЗК, лівий берег р. Інгулець м. Кривий Ріг;ВАТ “Південний ГЗК”;Рішення облвиконкому 22.06.1972 №391
4;Пісковикова скеля;пам`ятка природи ;геологічна;1;Біля підстанції ПГЗК м. Кривий Ріг;ВАТ “Південний ГЗК”;Рішення облвиконкому 28.11.194 №687
5;Виходи амфіболітів;пам`ятка природи ;геологічна;5;Біля шахти “Родина” м. Кривий Ріг;ВАТ “Південний ГЗК”;Розпорядження облвиконкому 14.11.1975 №388-Р
6;Мальовничий каньйон на р.Кам’янці в Токівських гранітах;пам`ятка природи ;геологічна;-;Біля селища Токівське Апостолівського району;Апостолівська райдержадміністрація;Рішення облвиконкому 28.11.1974 №687
7;Скелі залізистих кварцитів на р.Вовчій;пам`ятка природи ;геологічна;5;В 5 км північніше смт. Васильківка Васильківського району;Васильківський держлісгосп;Рішення облвиконкому 28.11.1974 №687
8;Гранітні скелі;пам`ятка природи ;геологічна;4;с. Волоське  Дніпропетровського району;Дніпропетровська райдержадміністрація;Рішення облвиконкому 22.06.1972 №391
9.;Виходи мігматиту;пам`ятка природи ;геологічна;5;Правий берег р. Інгулець, між селами Лозуватка і Чкалівка  Криворізького району;Криворізька райдержадміністрація;Рішення облвиконкому 22.06.1972 №391
10.;Мігматитові скелі;пам`ятка природи ;геологічна;1;В 0,5 км північніше с.Валового  Криворізького району;Криворізька райдержадміністрація;Рішення облвиконкому 28.11.1974 №687
11.;Природне відслонення Новомосковського горизонту з стародавньою фауною;пам`ятка природи ;геологічна;0,5;Біля с. Губиниха Новомосковського району;Новомосковська райдержадміністрація;Рішення облвиконкому 22.06.1972 №391
12.;Відслонення аркозових пісковиків;пам`ятка природи ;геологічна;1;Правий берег р.Інгулець Широківського району;Широківська райдержадміністрація;Рішення облвиконкому 28.11.1974 №687
;Разом пам`яток природи геологічних;12;;39,5;;;
;Всього пам`яток природи місцевого значення;50;;356,945;;;
1.;Дендрологічний парк;ботанічний сад;;27;м. Кривий Ріг  Дзержинське лісництво, кв.52 ;Криворізький держлісгосп;Розпорядження Представника Президента України в Дніпропетровській області 30.12.1993 №518
;Всього ботанічних садів місцевого значення;1;;27;;;
1;Саксагань;дендропарк;;2,8;Криворізький район, с. Надеждівка;ТОВ «ЕСК»;Рішення обласної ради від 23.05.2008 № 396-15/V
;Всього дендропарків місцевого значення;1;;2,8;;;
1;Парк ім. Чкалова;парк-пам`ятка садово-паркового мистецтва;;40;Пр.Карла Маркса,96 м.Дніпропетровськ;Управління культури та мистецтв Дніпропетровської міськради;Рішення облвиконкому 22.06.1972 №391
2;Севастопольський парк;парк-пам`ятка садово-паркового мистецтва;;6,5;Лоцманський спуск,2 м.Дніпропетровськ;Відділ комунального господарства Жовтневої райради м. Дніпропетровська;Рішення облвиконкому 22.06.7192 №391
3;Парк ім.Леніна;парк-пам`ятка садово-паркового мистецтва;;35;Ленінський район м.Дніпропетровськ;Міське підприємство комунальної власності “Молодіжне творче об’єднання”;Рішення облвиконкому 22.06.1972 №391
4;Центральний;парк-пам`ятка садово-паркового мистецтва;;8;м.Дніпродзержинськ, вул.Шевченківська;Комунальне підприємство “Дніпродзержинський парк культури та відпочинку”;Рішення облвиконкому 28.11.1974 №687
5;Парк ім.газети “Правда”;парк-пам`ятка садово-паркового мистецтва;;36;м.Кривий Ріг, Центральний міський район;Управління житлово-комунального господарства Криворізького міськвиконкому;Рішення облвиконкому 22.06.1972 №391
6;Орджонікідзевська зона відпочинку;парк-пам`ятка садово-паркового мистецтва;;290;м.Орджонікідзе;"ВАТ “Орджонікідзевський гірничо-збагачувальний комбінат”; Марганецький держлісгосп";Розпорядження облдержадміністрації  19.12.1995 №50-Р
7;Синельниківсь-кий;парк-пам`ятка садово-паркового мистецтва;;2;Біля с. Раївка Синельниківського району;Синельниківська райдержадміністрація ;Розпорядження облдержадміністрації 19.12.1995 №50-Р
;Всього парків-пам`яток садово-паркового мистецтва місцевого значення;7;;417,5;;;
1;Горіховий сад;заповідне урочище;;33,9;с. Правобережне Верхньодніпровського району Бородаївське лісництво, кв.63, діл. 4,7,8,9;Верхньодніпровський держлісгосп;Рішення облвиконкому 09.10.1979 №568
2;Гора Калитва;заповідне урочище;;400;Біля північної околиці с. Китайгород і південно-західної околиці  смт. Царичанка;Царичанська райдержадміністрація;Рішення облвиконкому 14.10.1982 №654
3;Балка Крутенька;заповідне урочище;;32,5;2,5 км східніше с. Зоря Томаківського району;Томаківська райдержадміністрація;Рішення облвиконкому 14.10.1982 №654
;Всього заповідних урочищ;3;;466,4;;;
;Всього територій та об`єктів  ПЗФ місцевого значення;146;;62297,21;;;
;Всього територій та об`єктів ПЗФ;176;;92644,91;;;
