№ з.п.;Назва території чи об’єкта ПЗФ;Категорія ;Тип;Площа, га;Місце розташування  території чи об`єкту ПЗФ;Назва установи, підпрємства, організації, землекористувача (землевласника), у віданні якого знаходиться територія чи об’єкт ПЗФ;Рішення, згідно з яким створено (змінено) дану територію чи об’єкт ПЗФ
15;“Оман високий”;пам`ятка природи;Ботанічна;2;Маловисківський р-н, поблизу с. Лутківка;Маловисківська районна державна адміністрація;Рішенням Кіровоградської обласної ради №132 від 20.02.1998 р.
16;“Польовий садок”;пам`ятка природи;Ботанічна;3,3;Кіровоградський р-н, поблизу с. Обознівка;Кіровоградська районна державна адміністрація;Рішенням Кіровоградської обласної ради №309 від 25.12.2001 р.
17;“Степовий горб”;пам`ятка природи;Ботанічна;0,2;Світловодський р-н, поблизу с. Микільське;Світловодська районна державна адміністрація;Рішенням Кіровоградської обласної ради №158 від 28.03.2003 р.
18;“Степові кургани”;пам`ятка природи;Ботанічна;0,04;Олександрівський район                     поблизу с. Нова Осота;Олександрівська районна державна адміністрація;Рішенням Кіровоградської обласної ради №71 від 11.10.1996 р.
19;“Тернова балка”;пам`ятка природи;Ботанічна;10;Компаніївський р-н,    поблизу  с. Зелене;Компаніївська районна державна адміністрація;Рішенням Кіровоградської обласної ради №47 від 19.05.1995 р.
20;“Травневський велетень”;пам`ятка природи;Ботанічна;0,01;Компаніївський район поблизу с. Травневе;Компаніївська районна державна адміністрація;Рішення Кіровоградської обласної ради № 425 від 21.03.2008 р.
21;“Полезахисна смуга №1”;пам`ятка природи;Ботанічна;14;Маловисківський р-н;ДП “Оникіївський лісгосп”;Рішенням Кіровоградської обласної ради №577 від 30.12.1968 р.  Рішенням Кіровоградського облвиконкому №213 від 06.06.1972 р.
22;“Полезахисна смуга №2”;пам`ятка природи;Ботанічна;16;Маловисківський р-н;ДП “Оникіївський лісгосп”;Рішенням Кіровоградської обласної ради №577 від 30.12.1968 р. Рішенням Кіровоградського облвиконкому №213 від 06.06.1972 р.
23;“Полезахисна смуга №3”;пам`ятка природи;Ботанічна;9,4;Маловисківський р-н;ДП “ Оникіївський лісгосп ”;Рішенням Кіровоградської обласної ради №577 від 30.12.1968 р. Рішенням Кіровоградського облвиконкому №213 від 06.06.1972 р.
24;“Полезахисна смуга №4”;пам`ятка природи;Ботанічна;4,1;Маловисківський р-н;ДП “ Оникіївський лісгосп ”;Рішенням Кіровоградської обласної ради №577 від 30.12.1968 р. Рішенням Кіровоградського облвиконкому №213 від 06.06.1972 р.
25;“Крутий яр”;пам`ятка природи;ботанічна;82;Бобринецький район;Олексіївська сільська рада;Рішенням Кіровоградської обласної ради № 851 від 22.01.2010 р.
26;“Кринички”;пам`ятка природи;ботанічна;40;Бобринецький район;Бобринецька районна  державна адміністрація;Рішенням Кіровоградської міської ради від 19.08.2011 р. № 183
27;“Грузька балка”;пам`ятка природи;ботанічна;53,47;Новоукраїнський район;Новоукраїнська районна державна адміністрація;Рішенням Кіровоградської міської ради від 27.07.2012 р. № 337
28;“Новопавлівська балка”;пам`ятка природи;ботанічна;32;Новоукраїнський район;Новоукраїнська районна державна адміністрація;Рішенням Кіровоградської міської ради від 27.07.2012 р. № 337
;Разом ботанічних пам`яток природи;28;;331,54;;;
1;“Пташиний базар”;пам`ятка природи;Зоологічна;0,2;Світловодський р-н, Кременчуцьке водосховище;Світловодська районна державна адміністрація;Рішенням Кіровоградської обласної ради №158 від 28.03.2003 р.
2;“Поселення Сиворакші”;пам`ятка природи;Зоологічна;0,2;Світловодський р-н, поблизу с. Подорожнє;Світловодська районна державна адміністрація;Рішенням Кіровоградської обласної ради №158 від 28.03.2003 р.
;Разом пам`яток природи зоологічних;2;;0,4;;;
1;“Інгульська жила”;пам`ятка природи;Геологічна;2;Компаніївський р-н, поблизу с. Інженерівка;Компаніївська районна державна адміністрація;Рішенням Кіровоградського облвиконкому №353 від 30.12.1989 р.
2;“Каскади”;пам`ятка природи;Геологічна;2,5;Маловисківський р-н,                  поблизу с. Злинка;Маловисківська районна державна адмінстрація;Рішенням Кіровоградського облвиконкому №233 від 09.06.1971 р.
3;“Слони”;пам`ятка природи;Геологічна;5;Бобринецький р-н,  поблизу с. Полум’яне;Бобринецька районна державна адміністрація;Розпорядженням представника президента №55 від 01.07.1992р Рішення облвиконкому №353 від 30.12.89р
;Разом пам`яток природи геологічних;3;;9,5;;;
1;“Болото Левади”;пам`ятка природи;Гідрологічна;15;Добровеличківський р-н, поблизу с.Липняжка;Добровеличківська районна державна адміністрація;Рішенням Кіровоградської обласної ради №214 від 17.12.1993 р.
2;“Верхів’я ріки Інгул”;пам`ятка природи;Гідрологічна;14;Кіровоградський р-н, поблизу с.Петрово;Кіровоградська районна державна адміністрація;Рішенням Кіровоградської обласної ради №92 від 29.07.97р.
3;“Вила”;пам`ятка природи;Гідрологічна;5;Новомиргородський р-н,  поблизу с.Жовтневе;Новомиргородська районна державна адміністрація;Рішенням Кіровоградської обласної ради №47 від 19.05.1995 р.
4;“Витоки річки Тясмина”;пам`ятка природи;Гідрологічна;2;Олександрівський р-н, поблизу с.Настине ;Олександрівська районна державна адміністрація;Рішенням Кіровоградської обласної ради №187 від 19.02.1993 р.
5;“Джерельце”;пам`ятка природи;Гідрологічна;5;Кіровоградський р-н, поблизу с.Грузьке;Кіровоградська районна державна адміністрація;Рішенням Кіровоградської обласної ради №309 від 25.12.2001 р.
6;“Запорізькі джерела”;пам`ятка природи;Гідрологічна;0,01;Добровеличківський,  поблизу с. Дружелюбівка;Добровеличківська районна державна адміністрація;Рішенням Кіровоградського облвиконкому №233 від 09.06.1971 р.
7;“Іванкова криниця”;пам`ятка природи;Гідрологічна;2,5;Гайворонський р-н, поблизу с.Котовка;Гайворонська районна державна адміністрація “;Рішенням Кіровоградської обласної ради №187 від 19.02.1993 р.
8;“Кам’яна криниця”;пам`ятка природи;Гідрологічна;0,22;Ульяновський р-н, поблизу с. Кам’яна криниця;Ульяновська районна державна адміністрація;Розпорядженням представника президента від 01.07.1992 р № 55
9;“Холодні ключі”;пам`ятка природи;Гідрологічна;5;Кіровоградський р-н, поблизу с.Калинівка;Кіровоградська районна державна адміністрація;Рішенням Кіровоградського облвиконкому №233 від 09.06.1971 р.
10;“Зубринець”;пам`ятка природи;гідрологічна;7,1;Олександрівський район кв.48 вид.1,2,3;ДП “Олександрівський лісгосп”;Рішенням Кіровоградської обласної ради № 851 від 22.01.2010 р.
;Разом пам`яток природи гідрологічних;10;;55,83;;;
;Всього пам`яток природи місцевого значення;50;;525,48;;;
1;“Ковалівський”;Парк – пам’ятка садово-паркового мистецтва;;8,6;м. Кіровоград;Кіровоградська міська рада КП “Трест зеленого господарства”;Рішенням Кіровоградського облвиконкому №233 від 09.06.1971 р. Рішенням Кіровоградського облвиконкому №213 від 06.06.1972 р.
2;“Парк “Космонавтів”;Парк – пам’ятка садово-паркового мистецтва;;4,57;м. Кіровоград;Кіровоградська міська рада КП “Трест зеленого господарства”;Рішенням Кіровоградського облвиконкому №233 від 09.06.1971 р. Рішенням Кіровоградського облвиконкому №213 від 06.06.1972 р.
3;“Парк “Перемоги”;Парк – пам’ятка садово-паркового мистецтва;;39,5;м. Кіровоград;Кіровоградська міська рада КП “Трест зеленого господарства”;Рішенням Кіровоградського облвиконкому №233 від 09.06.1971 р. Рішенням Кіровоградського облвиконкому №213 від 06.06.1972 р.
4;“50 років Жовтня”;Парк – пам’ятка садово-паркового мистецтва;;44,2;м. Кіровоград;КП “Парк культури і відпочинку”;Рішенням Кіровоградського облвиконкому №233 від 09.06.1971 р. Рішенням Кіровоградського облвиконкому №213 від 06.06.1972 р.
5;“Ульянівський парк”;Парк – пам’ятка садово-паркового мистецтва;;7,6;Ульянівський р-н, м. Ульяновка;Відділ комунального господарства Ульяновського міськвиконкому;Розпорядженням представника президента №55 від 01.07.1992р.
;Всього парків-пам`яток садово-паркового мистецтва місцевого значення ;5;;104,47;;;
1;“Чобіток”;Заповідне урочище;;55;Бобринецький р-н, поблизу с. Мар’янівка ;Бобринецька районна державна адміністрація;Рішенням Кіровоградського облвиконкому №56 від 21.02.1991 р.
2;“Мертвоводдя” ;Заповідне урочище;;20,1;Бобринецький р-н, поблизу с.Витязівка ;Бобринецька районна державна адміністрація ;Розпорядженням представника президента №55 від 01.07.1992р.
3;“Бочки”;Заповідне урочище;;15;Знам’янський р-н, поблизу с.Калинівка;Знам’янська районна державна адміністрація;Рішенням Кіровоградського облвиконкому №353 від 30.12.1989 р.
4;“Василівське”;Заповідне урочище;;56,8;Новомиргородський р-н, поблизу с.Василівка;ДП “Олександрівський лісгосп ”;Рішенням Кіровоградської обласної ради №214 від 17.12.1993 р.
5;“Барвінкова і тюльпанова гори”;Заповідне урочище;;5,2;Світловодський р-н, поблизу с. Подорожнє ;ДП Світловодський лісгосп;Рішенням Кіровоградського облвиконкому №325 від 21.09.1987 р.
6;“Ганнівське”;Заповідне урочище;;357;Петрівський р-н,  поблизу с. Ганнівка;ДП Долинський лісгосп;Рішенням Кіровоградської обласної ради №13 від 26.08.1994 р.
7;“Горіхівська балка”;Заповідне урочище;;22,6;Новоукраїнський р-н,  поблизу с. Воронівка;Новоукраїнська районна державна адміністрація;Рішенням Кіровоградської обласної ради №214 від 17.12.1993 р.
8;“Довге”;Заповідне урочище;;31,3;Онуфріївський р-н, поблизу с.Куцеволівка;Онуфріївська районна державна адміністрація;Рішенням Кіровоградського облвиконкому №318 від 28.06.1978 р.
9;“Антоновичські горби”;Заповідне урочище;;76,3;“Знам’янський р-н,  поблизу с. Трепівка;Знам’янська районна державна адміністрація;Рішенням Кіровоградської обласної ради №268 від 27.02.2004 р.
10;“Бабеньківське”;Заповідне урочище;;40,4;Петрівський р-н, поблизу с. Олександродар;Петрівська районна державна адміністрація;Рішенням Кіровоградської обласної ради №71 від 11.10.1996 р.
11;“Балка Куца”;Заповідне урочище;;30;Добровеличківський р-н,  поблизу с.Федорівка;Добровеличківська районна державна адміністрація;Рішенням Кіровоградської обласної ради №214 від 17.12.1993 р.
12;“Житлове”;Заповідне урочище;;8,9;Онуфріївський р-н, поблизу с. Зибке;Онуфріївська районна державна адміністрація;Розпорядженням представника президента №55 від 01.07.1992р.
13;“Зелений гай”;Заповідне урочище;;37;Долинський р-н,  поблизу с. Іванівка;Долинська районна державна адміністрація;Рішенням Кіровоградської обласної ради №198 від 17.11.2000 р.
14;“Калмазівське”;Заповідне урочище;;10;Вільшаніський р-н, поблизу с.Калмазове;Вільшанська районна державна адміністрація;Рішенням Кіровоградської обласної ради №13 від 26.08.1994 р.
15;“Кам’яна балка”;Заповідне урочище;;26,4;Компаніївський р-н, поблизу с. Мар’ївка;Компаніївська районна державна адміністрація;Рішенням Кіровоградської обласної ради №116 від 28.01.2000 р.
16;“Кіліповське”;Заповідне урочище;;22;Компаніївський р-н, поблизу с.Покровка;Компаніївська районна державна адміністрація;Рішенням Кіровоградської обласної ради №31 від 13.01.1995 р.
17;“Крутеньке”;Заповідне урочище;;32;Голованівський р-н, поблизу с.Крутеньке;ДП “Голованівський лісгосп”;Рішенням Кіровоградської обласної ради №198 від 17.11.2000 р.
18;“Кучери”;Заповідне урочище;;21;Новоархангельський р-н,  поблизу смт Новоархангельськ;Новоархангельська районна державна адміністрація;Рішенням Кіровоградської обласної ради  від  20.04.2001 р. № 234
19;“Лещівка”;Заповідне урочище;;28;Голованівський р-н, поблизу  с.Лещівка;Голованівська  районна державна адміністрація;Рішенням Кіровоградської обласної ради №198 від 17.11.2000 р.
20;“Лисячий кут”;Заповідне урочище;;5;Онуфріївський р-н, поблизу поблизу  с.Успенка;Онуфріївська районна державна адміністрація;Розпорядженням представника президента №55 від 01.07.1992р.
21;“Литкевич”;Заповідне урочище;;3,7;Онуфріївський р-н, поблизу  с.Попівка;Онуфріївська районна державна адміністрація;Розпорядженням представника президента №55 від 01.07.1992р.
22;“Любиме”;Заповідне урочище;;64;Устинівський р-н, поблизу с.Криничне;Устинівська районна державна адміністрація;Рішенням Кіровоградської обласної ради №268 від 27.02.2004 р.
23;“Матвіїв яр”;Заповідне урочище;;22;Новомиргородський р-н, поблизу  м.Новомиргород;ДП “Олександрівський лісгосп”;Рішенням Кіровоградської обласної ради №214 від 17.12.1993 р.
24;“Наталіївське”;Заповідне урочище;;37,5;Долинський р-н, кв.6,7;ДП Долинський лісгосп”;Рішенням Кіровоградського облвиконкому №490 від 26.10.1984 р.
25;“Новомогильне”;Заповідне урочище;;205;Петрівський р-н;ДП Долинське лісгосп;Розпорядженням представника президента №56 від 21.02.1991р.
26;“Олександрівська дача”;Заповідне урочище;;69;Долинський ДЛГ кв.3,4,5;ДП Долинський лісгосп;Рішенням Кіровоградського облвиконкому №490 від 26.10.1984 р.
27;“Осичківське”;Заповідне урочище;;75;Вільшанський р-н,  поблизу с.Осички;ДП Голованівський лісгосп;Рішенням Кіровоградської обласної ради №13 від 26.08.1994 р.
28;“Парк суботи”;Заповідне урочище;;5,1;Устинівський р-н, поблизу с.Криничне;Устинівська районна державна адміністрація;Рішенням Кіровоградської обласної ради №268 від 27.02.2004 р.
29;“Питомник”;Заповідне урочище;;51,37;Петрівський р-н, поблизу с.Богданівка;Петрівська  районна державна адміністрація;Рішенням Кіровоградського облвиконкому №353 від 30.12.1989 р.
30;“Польський ліс”;Заповідне урочище;;83,3;Кіровоградський р-н, поблизу с.Овсяниківка;Кіровоградська районна державна адміністрація;Рішенням Кіровоградської обласної ради №158 від 28.03.2003 р.
31;“Пушкове”;Заповідне урочище;;39,7;Голованівський р-н, поблизу с.Пушкове;ДП “Голованівський лісгосп”;Рішенням Кіровоградської обласної ради №198 від 17.11.2000 р.
32;“Розлитий камінь”;Заповідне урочище;;25;Компаніївський р-н, поблизу с.Софіївка;Компаніївська районна державна адміністрація;Рішенням Кіровоградської обласної ради №31 від 13.01.1995 р.
33;“Сальківське”;Заповідне урочище;;66,3;Гайворонський р-н, поблизу с.Салькове;Гайворонська районна державна адміністрація;Рішенням Кіровоградської обласної ради №187 від 19.02.1993 р.
34;“Сарганівський ліс”;Заповідне урочище;;10;Кіровоградський р-н, поблизу с.Висоті Байраки;ДП “Компаніївський лісгосп” ;Рішенням Кіровоградської обласної ради №116 від 28.01.2000 р.
35;“Селіванівське”;Заповідне урочище;;15;Устинівський р-н, поблизу с.Селіванове;Устинівська районна державна адміністрація;Рішенням Кіровоградської обласної ради №64 від 25.03.1999 р.
36;“Сиротін ліс”;Заповідне урочище;;20,5;Онуфріївський р-н, поблизу с.Куцеволівка;Онуфріївська районна державна адміністрація;Рішенням Кіровоградського облвиконкому №318 від 28.06.1978 р.
37;“Солдатське”;Заповідне урочище;;0,5;Онуфріївський р-н, поблизу с.Попівка;Попівська районна державна адміністрація;Розпорядженням представника президента №55 від 01.07.1992р.
38;“Солоноозерне”;Заповідне урочище;;31,5;Устинівський р-н, поблизу с.Криничуватка;Устинівська районна державна адміністрація;Рішенням Кіровоградської обласної ради №132 від 20.02.1998 р.
39;“Ставраківське”;Заповідне урочище;;146,4;Устинівський р-н, поблизу с.Криничне;Устинівська районна державна адміністрація;Рішенням Кіровоградської обласної ради №268 від 27.02.2004 р.
40;“Таркальне”;Заповідне урочище;;90,7;Устинівський р-н, поблизу с.Криничне;Устинівська районна державна адміністрація;Рішенням Кіровоградської обласної ради №268 від 27.02.2004 р.
41;“Терник”;Заповідне урочище;;73,3;Новгородківський р-н, поблизу смт Новгородка;Новгородківська районна державна адміністрація;Рішенням Кіровоградської обласної ради №187 від 19.02.1993 р.  Рішенням Кіровоградської обласної ради №198 від 17.11.2000 р.
42;“Трудолюбівське”;Заповідне урочище;;72;Устинівський р-н, поблизу с.Криничне;Устинівська районна державна адміністрація;Рішенням Кіровоградської обласної ради №268 від 27.02.2004 р.
43;“Фомиха”;Заповідне урочище;;15;Новоархангельський р-н, поблизу смт Новоархангельськ;Новоархангельська районна державна адміністрація;Рішенням Кіровоградської обласної ради від 20.04.2001 р. № 234
44;“Червоні скелі”;Заповідне урочище;;150;Добровеличківський р-н, поблизу с.Піщаний брід, с .Любомирка;Добровеличківська районна державна адміністрація;Рішенням Кіровоградської обласної ради №81 від 06.09.2002 р.
45;“Шавлієва балка”;Заповідне урочище;;4,5;Олександрівський р-н, поблизу с. Вищі Верещаки;Олександрівська районна державна адміністрація;Рішенням Кіровоградської обласної ради №187 від 19.02.1993 р.
46;“Шеметів ліс”;Заповідне урочище;;41,9;Онуфріївський р-н,                   поблизу с. Куцеволівка;Онуфріївська  районна державна адміністрація;Рішенням Кіровоградського облвиконкому №318 від 28.06.1978 р.
47;“Шеметів ліс”;Заповідне урочище;;35;Онуфріївський р-н,                    поблизу с. Дереївка;Онуфріївська  районна державна адміністрація;Рішенням Кіровоградського облвиконкому №318 від                                       28.06.1978 р.
48;“Юр’ївська балка”;Заповідне урочище;;15;Бобринецький р-н,                    поблизу с. Костомарівка;Бобринецька районна державна адміністрація;Рішенням Кіровоградської обласної ради №187 від 19.02.1993 р.
49;“Ясиноватка”;Заповідне урочище;;3;Онуфріївський р-н,                      поблизу с. Куцеволівка;Онуфріївська районна державна адміністрація;Рішенням Кіровоградського облвиконкому №318 від                28.06.1978 р.
50;“Грузьке”;заповідне урочище;;106,49;Бобринецький район, поблизу с. Грузьке;Бобринецька районна державна адміністрація;Рішенням Кіровоградської обласної ради № 851 від 22.01.2010 р.
51;“Нюркине урочище”;заповідне урочище;;20;Бобринецький район, поблизу с. Куйбишеве;Бобринецька районна державна адміністрація;Рішенням Кіровоградської обласної ради № 851 від 22.01.2010 р.
52;“Ексампей”;заповідне урочище;;15;Новоукраїнський район неподалік від с. Кропивницьке;Новоукраїнська районна державна адміністрація;Рішенням Кіровоградської міської ради від 27.07.2012 р. № 337
53;“Михайлівське”;заповідне урочище;;162;Петрівський район;ДП “Долинське лісове господарство”;Рішенням Кіровоградської міської ради від 27.07.2012 р. № 337
54;“Балахівське”;заповідне урочище;;318;Петрівський район;ДП “Долинське лісове господарство”;Рішенням Кіровоградської міської ради від 27.07.2012 р. № 337
55;"""Суха балка""";заповідне урочище;;200;Олександрівський район;;Рішенням Кіровоградської обласної ради № 443 від 15.02.2013 р.
;Всього заповідних урочищ;55;;3192,76;;;
;Всього територій та об’єктів ПЗФ місцевого значення ;195;;94438,41;;;
;Всього територій та об’єктів ПЗФ;221;;100348,21;;;
